id;description;maximum;minimum;createdAt;updatedAt;dietGroupId;ingredientId
60;;100;;2017-12-05 18:28:09.893+00;2017-12-05 18:28:09.893+00;50;167
61;;100;;2017-12-05 18:28:11.286+00;2017-12-05 18:28:11.286+00;5;167
62;;100;;2017-12-05 18:28:12.158+00;2017-12-05 18:28:12.158+00;150;167
63;;100;;2017-12-05 18:28:13.032+00;2017-12-05 18:28:13.032+00;144;167
64;;100;;2017-12-05 18:28:14.431+00;2017-12-05 18:28:14.431+00;83;167
65;;100;;2017-12-05 18:28:15.659+00;2017-12-05 18:28:15.659+00;103;167
66;;100;;2017-12-05 18:28:16.533+00;2017-12-05 18:28:16.533+00;119;167
67;;100;;2017-12-05 18:28:17.408+00;2017-12-05 18:28:17.408+00;1;167
68;;100;;2017-12-05 18:28:18.11+00;2017-12-05 18:28:18.11+00;26;167
69;;100;;2017-12-05 18:28:19.333+00;2017-12-05 18:28:19.333+00;90;66
70;;100;;2017-12-05 18:28:21.251+00;2017-12-05 18:28:21.251+00;69;66
71;;100;;2017-12-05 18:28:23.346+00;2017-12-05 18:28:23.346+00;9;66
72;;100;;2017-12-05 18:28:24.589+00;2017-12-05 18:28:24.589+00;79;66
73;;100;;2017-12-05 18:28:25.476+00;2017-12-05 18:28:25.476+00;116;66
74;;100;;2017-12-05 18:28:26.701+00;2017-12-05 18:28:26.701+00;50;66
75;;100;;2017-12-05 18:28:28.099+00;2017-12-05 18:28:28.099+00;5;66
76;;100;;2017-12-05 18:28:28.977+00;2017-12-05 18:28:28.977+00;150;66
77;;100;;2017-12-05 18:28:29.857+00;2017-12-05 18:28:29.857+00;144;66
78;;100;;2017-12-05 18:28:31.26+00;2017-12-05 18:28:31.26+00;83;66
79;;100;;2017-12-05 18:28:32.486+00;2017-12-05 18:28:32.486+00;103;66
80;;100;;2017-12-05 18:28:33.357+00;2017-12-05 18:28:33.357+00;119;66
81;;100;;2017-12-05 18:28:34.234+00;2017-12-05 18:28:34.234+00;1;66
82;;100;;2017-12-05 18:28:34.937+00;2017-12-05 18:28:34.937+00;26;66
83;;100;;2017-12-05 18:28:36.171+00;2017-12-05 18:28:36.171+00;90;190
84;;100;;2017-12-05 18:28:38.145+00;2017-12-05 18:28:38.145+00;69;190
85;;100;;2017-12-05 18:28:40.261+00;2017-12-05 18:28:40.261+00;9;190
86;;100;;2017-12-05 18:28:41.495+00;2017-12-05 18:28:41.495+00;79;190
87;;100;;2017-12-05 18:28:42.369+00;2017-12-05 18:28:42.369+00;116;190
88;;100;;2017-12-05 18:28:43.591+00;2017-12-05 18:28:43.591+00;50;190
89;;100;;2017-12-05 18:28:44.98+00;2017-12-05 18:28:44.98+00;5;190
90;;100;;2017-12-05 18:28:45.853+00;2017-12-05 18:28:45.853+00;150;190
91;;100;;2017-12-05 18:28:46.726+00;2017-12-05 18:28:46.726+00;144;190
92;;100;;2017-12-05 18:28:48.122+00;2017-12-05 18:28:48.122+00;83;190
93;;100;;2017-12-05 18:28:49.355+00;2017-12-05 18:28:49.355+00;103;190
94;;100;;2017-12-05 18:28:50.253+00;2017-12-05 18:28:50.253+00;119;190
95;;100;;2017-12-05 18:28:51.173+00;2017-12-05 18:28:51.173+00;1;190
96;;100;;2017-12-05 18:28:51.905+00;2017-12-05 18:28:51.905+00;26;190
97;;120;;2017-12-05 18:28:53.16+00;2017-12-05 18:28:53.16+00;90;84
98;;120;;2017-12-05 18:28:55.134+00;2017-12-05 18:28:55.134+00;69;84
99;;120;;2017-12-05 18:28:57.273+00;2017-12-05 18:28:57.273+00;9;84
100;;120;;2017-12-05 18:28:58.505+00;2017-12-05 18:28:58.505+00;79;84
101;;120;;2017-12-05 18:28:59.389+00;2017-12-05 18:28:59.389+00;116;84
102;;120;;2017-12-05 18:29:00.644+00;2017-12-05 18:29:00.644+00;50;84
103;;120;;2017-12-05 18:29:02.049+00;2017-12-05 18:29:02.049+00;5;84
104;;120;;2017-12-05 18:29:02.926+00;2017-12-05 18:29:02.926+00;150;84
105;;120;;2017-12-05 18:29:03.803+00;2017-12-05 18:29:03.803+00;144;84
106;;120;;2017-12-05 18:29:05.191+00;2017-12-05 18:29:05.191+00;83;84
107;;120;;2017-12-05 18:29:06.409+00;2017-12-05 18:29:06.409+00;103;84
108;;120;;2017-12-05 18:29:07.29+00;2017-12-05 18:29:07.29+00;119;84
109;;120;;2017-12-05 18:29:08.167+00;2017-12-05 18:29:08.167+00;1;84
110;;120;;2017-12-05 18:29:08.87+00;2017-12-05 18:29:08.87+00;26;84
111;;100;;2017-12-05 18:29:10.102+00;2017-12-05 18:29:10.102+00;90;135
112;;100;;2017-12-05 18:29:12.028+00;2017-12-05 18:29:12.028+00;69;135
113;;100;;2017-12-05 18:29:14.13+00;2017-12-05 18:29:14.13+00;9;135
114;;100;;2017-12-05 18:29:15.354+00;2017-12-05 18:29:15.354+00;79;135
115;;100;;2017-12-05 18:29:16.231+00;2017-12-05 18:29:16.231+00;116;135
116;;100;;2017-12-05 18:29:17.455+00;2017-12-05 18:29:17.455+00;50;135
117;;100;;2017-12-05 18:29:18.854+00;2017-12-05 18:29:18.854+00;5;135
118;;100;;2017-12-05 18:29:19.746+00;2017-12-05 18:29:19.746+00;150;135
119;;100;;2017-12-05 18:29:20.669+00;2017-12-05 18:29:20.669+00;144;135
120;;100;;2017-12-05 18:29:22.096+00;2017-12-05 18:29:22.096+00;83;135
121;;100;;2017-12-05 18:29:23.323+00;2017-12-05 18:29:23.323+00;103;135
122;;100;;2017-12-05 18:29:24.196+00;2017-12-05 18:29:24.196+00;119;135
123;;100;;2017-12-05 18:29:25.071+00;2017-12-05 18:29:25.071+00;1;135
124;;100;;2017-12-05 18:29:25.776+00;2017-12-05 18:29:25.776+00;26;135
125;;100;;2017-12-05 18:29:26.995+00;2017-12-05 18:29:26.995+00;90;177
126;;100;;2017-12-05 18:29:28.905+00;2017-12-05 18:29:28.905+00;69;177
127;;100;;2017-12-05 18:29:31.004+00;2017-12-05 18:29:31.004+00;9;177
128;;100;;2017-12-05 18:29:32.234+00;2017-12-05 18:29:32.234+00;79;177
129;;100;;2017-12-05 18:29:33.11+00;2017-12-05 18:29:33.11+00;116;177
130;;100;;2017-12-05 18:29:34.345+00;2017-12-05 18:29:34.345+00;50;177
131;;100;;2017-12-05 18:29:35.738+00;2017-12-05 18:29:35.738+00;5;177
132;;100;;2017-12-05 18:29:36.613+00;2017-12-05 18:29:36.613+00;150;177
133;;100;;2017-12-05 18:29:37.483+00;2017-12-05 18:29:37.483+00;144;177
134;;100;;2017-12-05 18:29:38.904+00;2017-12-05 18:29:38.904+00;83;177
135;;100;;2017-12-05 18:29:40.128+00;2017-12-05 18:29:40.128+00;103;177
136;;100;;2017-12-05 18:29:41+00;2017-12-05 18:29:41+00;119;177
137;;100;;2017-12-05 18:29:41.876+00;2017-12-05 18:29:41.876+00;1;177
138;;100;;2017-12-05 18:29:42.575+00;2017-12-05 18:29:42.575+00;26;177
139;;100;;2017-12-05 18:29:43.8+00;2017-12-05 18:29:43.8+00;90;191
140;;100;;2017-12-05 18:29:45.715+00;2017-12-05 18:29:45.715+00;69;191
141;;100;;2017-12-05 18:29:47.799+00;2017-12-05 18:29:47.799+00;9;191
142;;100;;2017-12-05 18:29:49.017+00;2017-12-05 18:29:49.017+00;79;191
143;;100;;2017-12-05 18:29:49.889+00;2017-12-05 18:29:49.889+00;116;191
144;;100;;2017-12-05 18:29:51.111+00;2017-12-05 18:29:51.111+00;50;191
145;;100;;2017-12-05 18:29:52.504+00;2017-12-05 18:29:52.504+00;5;191
146;;100;;2017-12-05 18:29:53.375+00;2017-12-05 18:29:53.375+00;150;191
147;;100;;2017-12-05 18:29:54.254+00;2017-12-05 18:29:54.254+00;144;191
148;;100;;2017-12-05 18:29:55.649+00;2017-12-05 18:29:55.649+00;83;191
149;;100;;2017-12-05 18:29:56.892+00;2017-12-05 18:29:56.892+00;103;191
150;;100;;2017-12-05 18:29:57.763+00;2017-12-05 18:29:57.763+00;119;191
151;;100;;2017-12-05 18:29:58.639+00;2017-12-05 18:29:58.639+00;1;191
152;;100;;2017-12-05 18:29:59.34+00;2017-12-05 18:29:59.34+00;26;191
153;;100;;2017-12-05 18:30:00.571+00;2017-12-05 18:30:00.571+00;90;203
154;;100;;2017-12-05 18:30:02.489+00;2017-12-05 18:30:02.489+00;69;203
155;;100;;2017-12-05 18:30:04.571+00;2017-12-05 18:30:04.571+00;9;203
156;;100;;2017-12-05 18:30:05.796+00;2017-12-05 18:30:05.796+00;79;203
157;;100;;2017-12-05 18:30:06.681+00;2017-12-05 18:30:06.681+00;116;203
158;;100;;2017-12-05 18:30:07.913+00;2017-12-05 18:30:07.913+00;50;203
159;;100;;2017-12-05 18:30:09.307+00;2017-12-05 18:30:09.307+00;5;203
160;;100;;2017-12-05 18:30:10.179+00;2017-12-05 18:30:10.179+00;150;203
161;;100;;2017-12-05 18:30:11.07+00;2017-12-05 18:30:11.07+00;144;203
162;;100;;2017-12-05 18:30:12.473+00;2017-12-05 18:30:12.473+00;83;203
163;;100;;2017-12-05 18:30:13.693+00;2017-12-05 18:30:13.693+00;103;203
164;;100;;2017-12-05 18:30:14.573+00;2017-12-05 18:30:14.573+00;119;203
165;;100;;2017-12-05 18:30:15.452+00;2017-12-05 18:30:15.452+00;1;203
166;;100;;2017-12-05 18:30:16.155+00;2017-12-05 18:30:16.155+00;26;203
167;;100;;2017-12-05 18:30:17.391+00;2017-12-05 18:30:17.391+00;90;173
168;;100;;2017-12-05 18:30:19.347+00;2017-12-05 18:30:19.347+00;69;173
169;;100;;2017-12-05 18:30:21.472+00;2017-12-05 18:30:21.472+00;9;173
170;;100;;2017-12-05 18:30:22.766+00;2017-12-05 18:30:22.766+00;79;173
171;;100;;2017-12-05 18:30:23.711+00;2017-12-05 18:30:23.711+00;116;173
172;;100;;2017-12-05 18:30:25.005+00;2017-12-05 18:30:25.005+00;50;173
173;;100;;2017-12-05 18:30:26.488+00;2017-12-05 18:30:26.488+00;5;173
174;;100;;2017-12-05 18:30:27.405+00;2017-12-05 18:30:27.405+00;150;173
175;;100;;2017-12-05 18:30:28.33+00;2017-12-05 18:30:28.33+00;144;173
176;;100;;2017-12-05 18:30:29.78+00;2017-12-05 18:30:29.78+00;83;173
177;;100;;2017-12-05 18:30:31.008+00;2017-12-05 18:30:31.008+00;103;173
178;;100;;2017-12-05 18:30:31.887+00;2017-12-05 18:30:31.887+00;119;173
179;;100;;2017-12-05 18:30:32.767+00;2017-12-05 18:30:32.767+00;1;173
180;;100;;2017-12-05 18:30:33.469+00;2017-12-05 18:30:33.469+00;26;173
181;;100;;2017-12-05 18:30:34.718+00;2017-12-05 18:30:34.718+00;90;168
182;;100;;2017-12-05 18:30:36.719+00;2017-12-05 18:30:36.719+00;69;168
183;;100;;2017-12-05 18:30:38.809+00;2017-12-05 18:30:38.809+00;9;168
184;;100;;2017-12-05 18:30:40.032+00;2017-12-05 18:30:40.032+00;79;168
185;;100;;2017-12-05 18:30:40.916+00;2017-12-05 18:30:40.916+00;116;168
186;;100;;2017-12-05 18:30:42.155+00;2017-12-05 18:30:42.155+00;50;168
187;;100;;2017-12-05 18:30:43.576+00;2017-12-05 18:30:43.576+00;5;168
188;;100;;2017-12-05 18:30:44.471+00;2017-12-05 18:30:44.471+00;150;168
189;;100;;2017-12-05 18:30:45.364+00;2017-12-05 18:30:45.364+00;144;168
190;;100;;2017-12-05 18:30:46.769+00;2017-12-05 18:30:46.769+00;83;168
191;;100;;2017-12-05 18:30:48.702+00;2017-12-05 18:30:48.702+00;103;168
192;;100;;2017-12-05 18:30:49.577+00;2017-12-05 18:30:49.577+00;119;168
193;;100;;2017-12-05 18:30:50.451+00;2017-12-05 18:30:50.451+00;1;168
194;;100;;2017-12-05 18:30:51.156+00;2017-12-05 18:30:51.156+00;26;168
195;;100;;2017-12-05 18:30:52.374+00;2017-12-05 18:30:52.374+00;90;163
196;;100;;2017-12-05 18:30:54.277+00;2017-12-05 18:30:54.277+00;69;163
197;;100;;2017-12-05 18:30:56.357+00;2017-12-05 18:30:56.357+00;9;163
198;;100;;2017-12-05 18:30:57.576+00;2017-12-05 18:30:57.576+00;79;163
199;;100;;2017-12-05 18:30:58.454+00;2017-12-05 18:30:58.454+00;116;163
200;;100;;2017-12-05 18:30:59.672+00;2017-12-05 18:30:59.672+00;50;163
201;;100;;2017-12-05 18:31:01.062+00;2017-12-05 18:31:01.062+00;5;163
202;;100;;2017-12-05 18:31:01.936+00;2017-12-05 18:31:01.936+00;150;163
203;;100;;2017-12-05 18:31:02.808+00;2017-12-05 18:31:02.808+00;144;163
204;;100;;2017-12-05 18:31:04.206+00;2017-12-05 18:31:04.206+00;83;163
205;;100;;2017-12-05 18:31:05.425+00;2017-12-05 18:31:05.425+00;103;163
206;;100;;2017-12-05 18:31:06.296+00;2017-12-05 18:31:06.296+00;119;163
207;;100;;2017-12-05 18:31:07.164+00;2017-12-05 18:31:07.164+00;1;163
208;;100;;2017-12-05 18:31:07.864+00;2017-12-05 18:31:07.864+00;26;163
209;;100;;2017-12-05 18:31:09.085+00;2017-12-05 18:31:09.085+00;90;175
210;;100;;2017-12-05 18:31:11.023+00;2017-12-05 18:31:11.023+00;69;175
211;;100;;2017-12-05 18:31:13.107+00;2017-12-05 18:31:13.107+00;9;175
212;;100;;2017-12-05 18:31:14.329+00;2017-12-05 18:31:14.329+00;79;175
213;;100;;2017-12-05 18:31:15.199+00;2017-12-05 18:31:15.199+00;116;175
214;;100;;2017-12-05 18:31:16.416+00;2017-12-05 18:31:16.416+00;50;175
215;;100;;2017-12-05 18:31:17.815+00;2017-12-05 18:31:17.815+00;5;175
216;;100;;2017-12-05 18:31:18.689+00;2017-12-05 18:31:18.689+00;150;175
217;;100;;2017-12-05 18:31:19.577+00;2017-12-05 18:31:19.577+00;144;175
218;;100;;2017-12-05 18:31:20.969+00;2017-12-05 18:31:20.969+00;83;175
219;;100;;2017-12-05 18:31:22.181+00;2017-12-05 18:31:22.181+00;103;175
220;;100;;2017-12-05 18:31:23.05+00;2017-12-05 18:31:23.05+00;119;175
221;;100;;2017-12-05 18:31:23.922+00;2017-12-05 18:31:23.922+00;1;175
222;;100;;2017-12-05 18:31:24.621+00;2017-12-05 18:31:24.621+00;26;175
223;;100;;2017-12-05 18:31:25.837+00;2017-12-05 18:31:25.837+00;90;122
224;;100;;2017-12-05 18:31:27.746+00;2017-12-05 18:31:27.746+00;69;122
225;;100;;2017-12-05 18:31:29.826+00;2017-12-05 18:31:29.826+00;9;122
226;;100;;2017-12-05 18:31:31.04+00;2017-12-05 18:31:31.04+00;79;122
227;;100;;2017-12-05 18:31:31.908+00;2017-12-05 18:31:31.908+00;116;122
228;;100;;2017-12-05 18:31:33.13+00;2017-12-05 18:31:33.13+00;50;122
229;;100;;2017-12-05 18:31:34.519+00;2017-12-05 18:31:34.519+00;5;122
230;;100;;2017-12-05 18:31:35.391+00;2017-12-05 18:31:35.391+00;150;122
231;;100;;2017-12-05 18:31:36.265+00;2017-12-05 18:31:36.265+00;144;122
232;;100;;2017-12-05 18:31:37.653+00;2017-12-05 18:31:37.653+00;83;122
233;;100;;2017-12-05 18:31:38.868+00;2017-12-05 18:31:38.868+00;103;122
234;;100;;2017-12-05 18:31:39.743+00;2017-12-05 18:31:39.743+00;119;122
235;;100;;2017-12-05 18:31:40.615+00;2017-12-05 18:31:40.615+00;1;122
236;;100;;2017-12-05 18:31:41.315+00;2017-12-05 18:31:41.315+00;26;122
250;;120;;2017-12-05 18:31:57.164+00;2017-12-05 18:31:57.164+00;90;88
251;;120;;2017-12-05 18:31:59.077+00;2017-12-05 18:31:59.077+00;69;88
252;;120;;2017-12-05 18:32:01.167+00;2017-12-05 18:32:01.167+00;9;88
253;;120;;2017-12-05 18:32:02.391+00;2017-12-05 18:32:02.391+00;79;88
254;;120;;2017-12-05 18:32:03.263+00;2017-12-05 18:32:03.263+00;116;88
255;;120;;2017-12-05 18:32:04.482+00;2017-12-05 18:32:04.482+00;50;88
256;;120;;2017-12-05 18:32:05.877+00;2017-12-05 18:32:05.877+00;5;88
257;;120;;2017-12-05 18:32:06.747+00;2017-12-05 18:32:06.747+00;150;88
258;;120;;2017-12-05 18:32:07.62+00;2017-12-05 18:32:07.62+00;144;88
259;;120;;2017-12-05 18:32:09.007+00;2017-12-05 18:32:09.007+00;83;88
260;;120;;2017-12-05 18:32:10.231+00;2017-12-05 18:32:10.231+00;103;88
261;;120;;2017-12-05 18:32:11.11+00;2017-12-05 18:32:11.11+00;119;88
262;;120;;2017-12-05 18:32:11.996+00;2017-12-05 18:32:11.996+00;1;88
263;;120;;2017-12-05 18:32:12.698+00;2017-12-05 18:32:12.698+00;26;88
264;;4;;2017-12-05 18:32:13.924+00;2017-12-05 18:32:13.924+00;90;226
265;;4;;2017-12-05 18:32:15.831+00;2017-12-05 18:32:15.831+00;69;226
266;;0;;2017-12-05 18:32:17.913+00;2017-12-05 18:32:17.913+00;9;226
267;;4;;2017-12-05 18:32:19.138+00;2017-12-05 18:32:19.138+00;79;226
268;;0;;2017-12-05 18:32:20.011+00;2017-12-05 18:32:20.011+00;116;226
269;;0;;2017-12-05 18:32:21.234+00;2017-12-05 18:32:21.234+00;50;226
270;;0;;2017-12-05 18:32:22.641+00;2017-12-05 18:32:22.641+00;5;226
271;;0;;2017-12-05 18:32:23.514+00;2017-12-05 18:32:23.514+00;150;226
272;;0;;2017-12-05 18:32:24.387+00;2017-12-05 18:32:24.387+00;144;226
273;;4;;2017-12-05 18:32:25.78+00;2017-12-05 18:32:25.78+00;83;226
274;;0;;2017-12-05 18:32:26.656+00;2017-12-05 18:32:26.656+00;119;226
275;;4;;2017-12-05 18:32:27.527+00;2017-12-05 18:32:27.527+00;1;226
276;;0;;2017-12-05 18:32:28.227+00;2017-12-05 18:32:28.227+00;26;226
