id;description;name;userName;createdAt;updatedAt;dietGroupId
201;;Daily Production, Around 5 kg (11 lb) & 5% Butter Fat;;2017-12-05 17:21:36.379+00;2017-12-05 17:21:36.379+00;95
202;;Daily Production, Around 5 kg (11 lb) & 5% Butter Fat;;2017-12-05 17:21:39.432+00;2017-12-05 17:21:39.432+00;96
203;;Daily Production, Around 6 kg (13.2 lb) 3% Butter Fat;;2017-12-05 17:21:42.482+00;2017-12-05 17:21:42.482+00;95
204;;Daily Production, Around 6 kg (13.2 lb) 3% Butter Fat;;2017-12-05 17:21:45.717+00;2017-12-05 17:21:45.717+00;96
205;;Daily Production, Around 6 kg (13.2 lb) 4% Butter Fat;;2017-12-05 17:21:48.756+00;2017-12-05 17:21:48.756+00;95
206;;Daily Production, Around 6 kg (13.2 lb) 4% Butter Fat;;2017-12-05 17:21:51.808+00;2017-12-05 17:21:51.808+00;96
207;;Daily Production, Around 6 kg (13.2 lb) 5% Butter Fat;;2017-12-05 17:21:55.015+00;2017-12-05 17:21:55.015+00;95
208;;Daily Production, Around 6 kg (13.2 lb) 5% Butter Fat;;2017-12-05 17:21:58.065+00;2017-12-05 17:21:58.065+00;96
209;;Daily Production, Around 7 kg (15.4 lb) 3% Butter Fat;;2017-12-05 17:22:01.114+00;2017-12-05 17:22:01.114+00;95
210;;Daily Production, Around 7 kg (15.4 lb) 3% Butter Fat;;2017-12-05 17:22:04.201+00;2017-12-05 17:22:04.201+00;96
211;;Daily Production, Around 7 kg (15.4 lb) 4% Butter Fat;;2017-12-05 17:22:07.381+00;2017-12-05 17:22:07.381+00;95
212;;Daily Production, Around 7 kg (15.4 lb) 4% Butter Fat;;2017-12-05 17:22:10.6+00;2017-12-05 17:22:10.6+00;96
213;;Daily Production, Around 7 kg (15.4 lb) 5% Butter Fat;;2017-12-05 17:22:13.729+00;2017-12-05 17:22:13.729+00;95
214;;Daily Production, Around 7 kg (15.4 lb) 5% Butter Fat;;2017-12-05 17:22:17.022+00;2017-12-05 17:22:17.022+00;96
215;;Daily Production, Around 8 kg (17.6 lb) 3% Butter Fat;;2017-12-05 17:22:20.07+00;2017-12-05 17:22:20.07+00;95
216;;Daily Production, Around 8 kg (17.6 lb) 3% Butter Fat;;2017-12-05 17:22:23.203+00;2017-12-05 17:22:23.203+00;96
217;;Daily Production, Around 8 kg (17.6 lb) 4% Butter Fat;;2017-12-05 17:22:26.439+00;2017-12-05 17:22:26.439+00;95
218;;Daily Production, Around 8 kg (17.6 lb) 4% Butter Fat;;2017-12-05 17:22:29.652+00;2017-12-05 17:22:29.652+00;96
219;;Daily Production, Around 8 kg (17.6 lb) 5% Butter Fat;;2017-12-05 17:22:32.7+00;2017-12-05 17:22:32.7+00;95
220;;Daily Production, Around 8 kg (17.6 lb) 5% Butter Fat;;2017-12-05 17:22:35.901+00;2017-12-05 17:22:35.901+00;96
221;;Does And Bucks Rroducing Around 1.8 kg (4 lb) Yearly;;2017-12-05 17:22:38.653+00;2017-12-05 17:22:38.653+00;98
222;;Does And Bucks Rroducing Around 1.8 kg (4 lb) Yearly;;2017-12-05 17:22:41.762+00;2017-12-05 17:22:41.762+00;99
223;;Does And Bucks Rroducing Around 4 kg (9 lb) Yearly;;2017-12-05 17:22:45.261+00;2017-12-05 17:22:45.261+00;98
224;;Does And Bucks Rroducing Around 4 kg (9 lb) Yearly;;2017-12-05 17:22:48.602+00;2017-12-05 17:22:48.602+00;99
225;;Does And Bucks Rroducing Around 6 kg (13.2 lb) Yearly;;2017-12-05 17:22:51.816+00;2017-12-05 17:22:51.816+00;98
226;;Does And Bucks Rroducing Around 6 kg (13.2 lb) Yearly;;2017-12-05 17:22:55.201+00;2017-12-05 17:22:55.201+00;99
227;;Does And Bucks Rroducing Around 8 kg (17.6 lb) Yearly;;2017-12-05 17:22:58.581+00;2017-12-05 17:22:58.581+00;98
228;;Does And Bucks Rroducing Around 8 kg (17.6 lb) Yearly;;2017-12-05 17:23:01.782+00;2017-12-05 17:23:01.782+00;99
229;;Does In Early Gestation, BW Of Around 80 kg (175 lb);;2017-12-05 17:23:04.838+00;2017-12-05 17:23:04.838+00;101
230;;Does In Early Gestation, BW Of Around 80 kg (175 lb);;2017-12-05 17:23:08.078+00;2017-12-05 17:23:08.078+00;102
231;;Does In Early Gestation, BW Of Around 100 kg (220 lb);;2017-12-05 17:23:11.51+00;2017-12-05 17:23:11.51+00;101
232;;Does In Early Gestation, BW Of Around 100 kg (220 lb);;2017-12-05 17:23:15.07+00;2017-12-05 17:23:15.07+00;102
514;;Larval;;2017-12-05 17:43:15.296+00;2017-12-05 17:43:15.296+00;62
233;;Does In Late Gestation, BW Of Around 100 kg (220 lb);;2017-12-05 17:23:18.7+00;2017-12-05 17:23:18.7+00;101
234;;Does In Late Gestation, BW Of Around 100 kg (220 lb);;2017-12-05 17:23:22.238+00;2017-12-05 17:23:22.238+00;102
235;;Does In Late Gestation, BW Of Around 80 kg (175 lb);;2017-12-05 17:23:26.172+00;2017-12-05 17:23:26.172+00;101
236;;Does In Late Gestation, BW Of Around 80 kg (175 lb);;2017-12-05 17:23:29.933+00;2017-12-05 17:23:29.933+00;102
237;;Early Weaned Lambs, From Around 40 - 80 kg, Moderate To Rapid Growth;;2017-12-05 17:23:33.322+00;2017-12-05 17:23:33.322+00;92
238;;Early Weaned Lambs, From Around 40 - 80 kg, Moderate To Rapid Growth;;2017-12-05 17:23:36.681+00;2017-12-05 17:23:36.681+00;93
239;;Early Weaned Lambs, Weighing About 10 kg, Moderate To Rapid Growth;;2017-12-05 17:23:39.666+00;2017-12-05 17:23:39.666+00;92
240;;Early Weaned Lambs, Weighing About 10 kg, Moderate To Rapid Growth;;2017-12-05 17:23:42.555+00;2017-12-05 17:23:42.555+00;93
241;;Early Weaned Lambs, Weighing About 20 kg, Moderate To Rapid Growth;;2017-12-05 17:23:45.621+00;2017-12-05 17:23:45.621+00;92
242;;Early Weaned Lambs, Weighing About 20 kg, Moderate To Rapid Growth;;2017-12-05 17:23:48.486+00;2017-12-05 17:23:48.486+00;93
243;;Early Weaned Lambs, Weighing About 30 kg, Moderate To Rapid Growth;;2017-12-05 17:23:51.372+00;2017-12-05 17:23:51.372+00;92
244;;Early Weaned Lambs, Weighing About 30 kg, Moderate To Rapid Growth;;2017-12-05 17:23:54.407+00;2017-12-05 17:23:54.407+00;93
245;;Early-Lactation Ration, 0 - 6 Weeks, Fed Ad Lib;;2017-12-05 17:23:57.294+00;2017-12-05 17:23:57.294+00;106
246;;Early-Lactation Ration, 0 - 6 Weeks, Fed Ad Lib;;2017-12-05 17:23:59.988+00;2017-12-05 17:23:59.988+00;109
247;;Early-Lactation Ration, 0 - 6 Weeks, Fed Ad Lib;;2017-12-05 17:24:02.938+00;2017-12-05 17:24:02.938+00;112
248;;Early-Lactation Ration, 0 - 6 Weeks, Fed Ad Lib;;2017-12-05 17:24:06.68+00;2017-12-05 17:24:06.68+00;113
249;;Early-Lactation Ration, 0 - 6 Weeks, Fed Ad Lib;;2017-12-05 17:24:10.257+00;2017-12-05 17:24:10.257+00;114
250;;Early-Lactation Ration, 0 - 6 Weeks, Fed Ad Lib;;2017-12-05 17:24:13.84+00;2017-12-05 17:24:13.84+00;115
251;;Females, Last Third Of Pregnancy And Also During Lactation;;2017-12-05 17:24:16.01+00;2017-12-05 17:24:16.01+00;117
252;;Females, Last Third Of Pregnancy And Also During Lactation;;2017-12-05 17:24:18.924+00;2017-12-05 17:24:18.924+00;118
253;;Females, Last Third Of Pregnancy And During Lactation;;2017-12-05 17:24:21.754+00;2017-12-05 17:24:21.754+00;120
254;;Females, Last Third Of Pregnancy And During Lactation;;2017-12-05 17:24:24.858+00;2017-12-05 17:24:24.858+00;121
256;;Fingerling;;2017-12-05 17:24:33.255+00;2017-12-05 17:24:33.255+00;56
257;;Fingerling;;2017-12-05 17:24:37.656+00;2017-12-05 17:24:37.656+00;59
258;;Fingerling;;2017-12-05 17:24:41.938+00;2017-12-05 17:24:41.938+00;61
259;;Finisher Ration, From 36 - 48 Weeks;;2017-12-05 17:24:48.138+00;2017-12-05 17:24:48.138+00;20
260;;Finisher Ration, From 36 - 48 Weeks;;2017-12-05 17:24:53.955+00;2017-12-05 17:24:53.955+00;21
261;;Finisher Ration, From 42 Weeks To Market Weight;;2017-12-05 17:24:59.938+00;2017-12-05 17:24:59.938+00;16
262;;Finisher Ration, From 42 Weeks To Market Weight;;2017-12-05 17:25:05.771+00;2017-12-05 17:25:05.771+00;17
263;;Finishing lambs, Of About 30 kg, 4 - 7 Months Old;;2017-12-05 17:25:09.354+00;2017-12-05 17:25:09.354+00;92
264;;Finishing lambs, Of About 30 kg, 4 - 7 Months Old;;2017-12-05 17:25:12.262+00;2017-12-05 17:25:12.262+00;93
265;;Finishing lambs, Of About 40 kg, 4 - 7 Months Old;;2017-12-05 17:25:15.295+00;2017-12-05 17:25:15.295+00;92
266;;Finishing lambs, Of About 40 kg, 4 - 7 Months Old;;2017-12-05 17:25:18.181+00;2017-12-05 17:25:18.181+00;93
267;;Finishing lambs, Of About 50 kg, 4 - 7 Months Old;;2017-12-05 17:25:21.049+00;2017-12-05 17:25:21.049+00;92
268;;Finishing lambs, Of About 50 kg, 4 - 7 Months Old;;2017-12-05 17:25:23.977+00;2017-12-05 17:25:23.977+00;93
269;;Finishing/Velveting Ration, Fed Ad Lib;;2017-12-05 17:25:28.061+00;2017-12-05 17:25:28.061+00;109
270;;Finishing/Velveting Ration, Fed Ad Lib;;2017-12-05 17:25:31.958+00;2017-12-05 17:25:31.958+00;106
271;;Finishing/Velveting Ration, Fed Ad Lib;;2017-12-05 17:25:36.024+00;2017-12-05 17:25:36.024+00;112
272;;Finishing/Velveting Ration, Fed Ad Lib;;2017-12-05 17:25:39.932+00;2017-12-05 17:25:39.932+00;113
273;;Finishing/Velveting Ration, Fed Ad Lib;;2017-12-05 17:25:43.83+00;2017-12-05 17:25:43.83+00;114
274;;Finishing/Velveting Ration, Fed Ad Lib;;2017-12-05 17:25:47.878+00;2017-12-05 17:25:47.878+00;115
275;;Flushing, 2 Weeks Pre- To 3 Weeks In Breeding;;2017-12-05 17:25:50.24+00;2017-12-05 17:25:50.24+00;123
276;;Flushing, 2 Weeks Pre- To 3 Weeks In Breeding;;2017-12-05 17:25:52.966+00;2017-12-05 17:25:52.966+00;125
277;;Flushing, 2 Weeks Pre- To 3 Weeks In Breeding;;2017-12-05 17:25:56.022+00;2017-12-05 17:25:56.022+00;126
278;;Flushing, 2 Weeks Pre- To 3 Weeks In Breeding;;2017-12-05 17:25:59.089+00;2017-12-05 17:25:59.089+00;127
279;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:01.974+00;2017-12-05 17:26:01.974+00;130
280;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:05.807+00;2017-12-05 17:26:05.807+00;131
281;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:09.016+00;2017-12-05 17:26:09.016+00;133
282;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:12.617+00;2017-12-05 17:26:12.617+00;135
283;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:17.028+00;2017-12-05 17:26:17.028+00;136
284;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:21.273+00;2017-12-05 17:26:21.273+00;137
285;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:25.338+00;2017-12-05 17:26:25.338+00;139
286;;Fresh Cows, Producing Around 25 Kg (55 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:29.951+00;2017-12-05 17:26:29.951+00;140
287;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:35.179+00;2017-12-05 17:26:35.179+00;130
288;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:43.742+00;2017-12-05 17:26:43.742+00;131
289;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:48.825+00;2017-12-05 17:26:48.825+00;133
290;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:53.777+00;2017-12-05 17:26:53.777+00;135
291;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:26:58.878+00;2017-12-05 17:26:58.878+00;136
292;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:27:03.809+00;2017-12-05 17:27:03.809+00;137
293;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:27:08.902+00;2017-12-05 17:27:08.902+00;139
294;;Fresh Cows, Producing Around 35 Kg (77 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:27:13.81+00;2017-12-05 17:27:13.81+00;140
295;;Fry;;2017-12-05 17:27:17.344+00;2017-12-05 17:27:17.344+00;54
296;;Fry;;2017-12-05 17:27:21.616+00;2017-12-05 17:27:21.616+00;56
297;;Fry;;2017-12-05 17:27:26.038+00;2017-12-05 17:27:26.038+00;59
298;;Fry;;2017-12-05 17:27:30.296+00;2017-12-05 17:27:30.296+00;61
299;;Gestating Ewes, 1st 15 Weeks Of Pregnancy;;2017-12-05 17:27:34.371+00;2017-12-05 17:27:34.371+00;123
300;;Gestating Ewes, 1st 15 Weeks Of Pregnancy;;2017-12-05 17:27:37.604+00;2017-12-05 17:27:37.604+00;126
301;;Gestating Ewes, Last 4 Weeks, With An Expected Lambing Rate Of 135-150%;;2017-12-05 17:27:40.814+00;2017-12-05 17:27:40.814+00;123
302;;Gestating Ewes, Last 4 Weeks, With An Expected Lambing Rate Of 135-150%;;2017-12-05 17:27:44.04+00;2017-12-05 17:27:44.04+00;126
303;;Gestating Ewes, Last 4 Weeks, With An Expected Lambing Rate Of 180-225%;;2017-12-05 17:27:47.298+00;2017-12-05 17:27:47.298+00;123
304;;Gestating Ewes, Last 4 Weeks, With An Expected Lambing Rate Of 180-225%;;2017-12-05 17:27:51.324+00;2017-12-05 17:27:51.324+00;126
305;;Gestating Ewes: Last 4 Weeks, And 110 - 120 % Lambing Rate Expected;;2017-12-05 17:27:55.171+00;2017-12-05 17:27:55.171+00;125
306;;Gestating Ewes: Last 4 Weeks, And 110 - 120 % Lambing Rate Expected;;2017-12-05 17:27:58.5+00;2017-12-05 17:27:58.5+00;127
307;;Gestating Ewes: Last 4 Weeks, And 130 -175 % Lambing Rate Expected;;2017-12-05 17:28:01.993+00;2017-12-05 17:28:01.993+00;125
308;;Gestating Ewes: Last 4 Weeks, And 130 -175 % Lambing Rate Expected;;2017-12-05 17:28:05.449+00;2017-12-05 17:28:05.449+00;127
309;;Gestating, BW Of 125 kg (275 lb), Anticipating 11 In Litter;;2017-12-05 17:28:08.168+00;2017-12-05 17:28:08.168+00;142
310;;Gestating, BW Of 125 kg (275 lb), Anticipating 11 In Litter;;2017-12-05 17:28:12.144+00;2017-12-05 17:28:12.144+00;143
311;;Gestating, BW Of 150 kg (330 lb), Anticipating 12 In Litter ;;2017-12-05 17:28:15.996+00;2017-12-05 17:28:15.996+00;142
312;;Gestating, BW Of 150 kg (330 lb), Anticipating 12 In Litter ;;2017-12-05 17:28:20.038+00;2017-12-05 17:28:20.038+00;143
313;;Gestating, BW Of 175 kg (385 lb), Anticipating 12 In Litter ;;2017-12-05 17:28:23.763+00;2017-12-05 17:28:23.763+00;142
314;;Gestating, BW Of 175 kg (385 lb), Anticipating 12 In Litter ;;2017-12-05 17:28:27.507+00;2017-12-05 17:28:27.507+00;143
315;;Gestating, BW Of 200 kg (440 lb), Anticipating 12 In Litter;;2017-12-05 17:28:31.796+00;2017-12-05 17:28:31.796+00;142
316;;Gestating, BW Of 200 kg (440 lb), Anticipating 12 In Litter;;2017-12-05 17:28:35.578+00;2017-12-05 17:28:35.578+00;143
317;;Gestating, BW Of 200 kg (440 lb), Anticipating 14 In Litter;;2017-12-05 17:28:39.36+00;2017-12-05 17:28:39.36+00;142
318;;Gestating, BW Of 200 kg (440 lb), Anticipating 14 In Litter;;2017-12-05 17:28:43.512+00;2017-12-05 17:28:43.512+00;143
319;;Gestating, First Pregnancy: 1st 15 Ewes Weeks;;2017-12-05 17:28:47.454+00;2017-12-05 17:28:47.454+00;125
320;;Gestating, First Pregnancy: 1st 15 Ewes Weeks;;2017-12-05 17:28:51.287+00;2017-12-05 17:28:51.287+00;127
321;;Gestation Ration;;2017-12-05 17:28:54.264+00;2017-12-05 17:28:54.264+00;145
322;;Gestation Ration;;2017-12-05 17:28:56.857+00;2017-12-05 17:28:56.857+00;146
323;;Gilts, BW, 80 - 120 kg (175 - 265 lb), To Gain 325 g/Day;;2017-12-05 17:29:00.333+00;2017-12-05 17:29:00.333+00;7
324;;Gilts, BW, 80 - 120 kg (175 - 265 lb), To Gain 325 g/Day;;2017-12-05 17:29:04.06+00;2017-12-05 17:29:04.06+00;8
325;;Gilts, BW, 80 - 120 kg (175 -265 lb), To Gain 300 g/Day;;2017-12-05 17:29:07.767+00;2017-12-05 17:29:07.767+00;7
326;;Gilts, BW, 80 - 120 kg (175 -265 lb), To Gain 300 g/Day;;2017-12-05 17:29:11.516+00;2017-12-05 17:29:11.516+00;8
327;;Gilts, BW, 80 - 120 kg (175 -265 lb), To Gain 350 g/Day;;2017-12-05 17:29:15.289+00;2017-12-05 17:29:15.289+00;7
328;;Gilts, BW, 80 - 120 kg (175 -265 lb), To Gain 350 g/Day;;2017-12-05 17:29:19.004+00;2017-12-05 17:29:19.004+00;8
329;;Gilts, BW: 50 - 80 kg (110 - 175 lb), To Gain 300 g/Day;;2017-12-05 17:29:22.766+00;2017-12-05 17:29:22.766+00;7
330;;Gilts, BW: 50 - 80 kg (110 - 175 lb), To Gain 300 g/Day;;2017-12-05 17:29:26.537+00;2017-12-05 17:29:26.537+00;8
331;;Gilts, BW: 50 - 80 kg (110 - 175 lb), To Gain 325 g/Day;;2017-12-05 17:29:30.23+00;2017-12-05 17:29:30.23+00;7
332;;Gilts, BW: 50 - 80 kg (110 - 175 lb), To Gain 325 g/Day;;2017-12-05 17:29:33.972+00;2017-12-05 17:29:33.972+00;8
333;;Gilts, BW: 50 - 80 kg (110 - 175 lb), To Gain 350 g/Day;;2017-12-05 17:29:37.679+00;2017-12-05 17:29:37.679+00;7
334;;Gilts, BW: 50 - 80 kg (110 - 175 lb), To Gain 350 g/Day;;2017-12-05 17:29:41.394+00;2017-12-05 17:29:41.394+00;8
335;;Grower;;2017-12-05 17:29:45.535+00;2017-12-05 17:29:45.535+00;54
336;;Grower;;2017-12-05 17:29:50.357+00;2017-12-05 17:29:50.357+00;56
337;;Grower;;2017-12-05 17:29:55.034+00;2017-12-05 17:29:55.034+00;59
338;;Grower;;2017-12-05 17:29:59.463+00;2017-12-05 17:29:59.463+00;61
339;;Grower Ration For Ducklings Of Mixed Gender, 2 - 7 Weeks Old;;2017-12-05 17:30:05.718+00;2017-12-05 17:30:05.718+00;36
340;;Grower Ration For Ducklings Of Mixed Gender, 2 - 7 Weeks Old;;2017-12-05 17:30:12.429+00;2017-12-05 17:30:12.429+00;37
341;;Grower Ration For Goslings Of Mixed Gender, after 4 Weeks Of Age;;2017-12-05 17:30:18.933+00;2017-12-05 17:30:18.933+00;40
342;;Grower Ration For Goslings Of Mixed Gender, after 4 Weeks Of Age;;2017-12-05 17:30:26.283+00;2017-12-05 17:30:26.283+00;41
343;;Grower Ration For Pheasant Chicks Of Mixed Gender, 4 - 8 Weeks Of Age;;2017-12-05 17:30:32.194+00;2017-12-05 17:30:32.194+00;44
344;;Grower Ration For Pheasant Chicks Of Mixed Gender, 4 - 8 Weeks Of Age;;2017-12-05 17:30:38.185+00;2017-12-05 17:30:38.185+00;45
345;;Grower Ration For Pheasant Chicks Of Mixed Gender, 9 - 17 Weeks Of Age;;2017-12-05 17:30:44.031+00;2017-12-05 17:30:44.031+00;44
346;;Grower Ration For Pheasant Chicks Of Mixed Gender, 9 - 17 Weeks Of Age;;2017-12-05 17:30:50.03+00;2017-12-05 17:30:50.03+00;45
347;;Grower Ration, 3 - 6 Months, Fed Ad Lib;;2017-12-05 17:30:54.828+00;2017-12-05 17:30:54.828+00;109
348;;Grower Ration, 3 - 6 Months, Fed Ad Lib;;2017-12-05 17:30:58.74+00;2017-12-05 17:30:58.74+00;106
349;;Grower Ration, 3 - 6 Months, Fed Ad Lib;;2017-12-05 17:31:02.659+00;2017-12-05 17:31:02.659+00;112
350;;Grower Ration, 3 - 6 Months, Fed Ad Lib;;2017-12-05 17:31:06.73+00;2017-12-05 17:31:06.73+00;113
351;;Grower Ration, 3 - 6 Months, Fed Ad Lib;;2017-12-05 17:31:10.644+00;2017-12-05 17:31:10.644+00;114
352;;Grower Ration, 3 - 6 Months, Fed Ad Lib;;2017-12-05 17:31:14.539+00;2017-12-05 17:31:14.539+00;115
353;;Grower Ration, 6 - 36 Weeks Of Age;;2017-12-05 17:31:19.515+00;2017-12-05 17:31:19.515+00;20
354;;Grower Ration, 6 - 36 Weeks Of Age;;2017-12-05 17:31:25.34+00;2017-12-05 17:31:25.34+00;21
355;;Grower Ration, 6 - 9 Months, Fed Ad Lib;;2017-12-05 17:31:30.224+00;2017-12-05 17:31:30.224+00;109
356;;Grower Ration, 6 - 9 Months, Fed Ad Lib;;2017-12-05 17:31:34.134+00;2017-12-05 17:31:34.134+00;106
357;;Grower Ration, 6 - 9 Months, Fed Ad Lib;;2017-12-05 17:31:38.222+00;2017-12-05 17:31:38.222+00;112
358;;Grower Ration, 6 - 9 Months, Fed Ad Lib;;2017-12-05 17:31:42.129+00;2017-12-05 17:31:42.129+00;113
359;;Grower Ration, 6 - 9 Months, Fed Ad Lib;;2017-12-05 17:31:46.236+00;2017-12-05 17:31:46.236+00;114
360;;Grower Ration, 6 - 9 Months, Fed Ad Lib;;2017-12-05 17:31:50.149+00;2017-12-05 17:31:50.149+00;115
361;;Grower Ration, 9 - 18 Months, Fed Ad Lib;;2017-12-05 17:31:54.047+00;2017-12-05 17:31:54.047+00;106
362;;Grower Ration, 9 - 18 Months, Fed Ad Lib;;2017-12-05 17:31:58.129+00;2017-12-05 17:31:58.129+00;109
363;;Grower Ration, 9 - 18 Months, Fed Ad Lib;;2017-12-05 17:32:02.046+00;2017-12-05 17:32:02.046+00;112
364;;Grower Ration, 9 - 18 Months, Fed Ad Lib;;2017-12-05 17:32:06.11+00;2017-12-05 17:32:06.11+00;113
365;;Grower Ration, 9 - 18 Months, Fed Ad Lib;;2017-12-05 17:32:10.018+00;2017-12-05 17:32:10.018+00;114
366;;Grower Ration, 9 - 18 Months, Fed Ad Lib;;2017-12-05 17:32:13.929+00;2017-12-05 17:32:13.929+00;115
367;;Grower Ration, 9 - 42 Weeks Of Age;;2017-12-05 17:32:19.07+00;2017-12-05 17:32:19.07+00;16
368;;Grower Ration, 9 - 42 Weeks Of Age;;2017-12-05 17:32:24.883+00;2017-12-05 17:32:24.883+00;17
369;;Grower Rations For Calves 4 To 12 Months Of Age Fed Grass Hay/-Pasture;;2017-12-05 17:32:28.463+00;2017-12-05 17:32:28.463+00;148
370;;Grower Rations For Calves 4 To 12 Months Of Age Fed Grass Hay/-Pasture;;2017-12-05 17:32:31.464+00;2017-12-05 17:32:31.464+00;149
371;;Grower Rations For Calves 4 To 12 Months Of Age Fed Legume Hay/Pasture;;2017-12-05 17:32:34.786+00;2017-12-05 17:32:34.786+00;148
372;;Grower Rations For Calves 4 To 12 Months Of Age Fed Legume Hay/Pasture;;2017-12-05 17:32:37.989+00;2017-12-05 17:32:37.989+00;149
373;;Grower Rations For Calves 4 To 12 Months Of Age Fed Legume-Grass Hay/-Pasture;;2017-12-05 17:32:41.197+00;2017-12-05 17:32:41.197+00;148
374;;Grower Rations For Calves 4 To 12 Months Of Age Fed Legume-Grass Hay/-Pasture;;2017-12-05 17:32:44.38+00;2017-12-05 17:32:44.38+00;149
375;;Grower: 10 g To Harvest;;2017-12-05 17:32:47.738+00;2017-12-05 17:32:47.738+00;52
376;;Grower: 10 g To Harvest;;2017-12-05 17:32:51.999+00;2017-12-05 17:32:51.999+00;58
377;;Grower: 10 g To Harvest;;2017-12-05 17:32:56.442+00;2017-12-05 17:32:56.442+00;60
378;;Grower: 10 g To Harvest;;2017-12-05 17:33:00.743+00;2017-12-05 17:33:00.743+00;62
379;;Growing And Finishing lambs, Of About 30 kg, under 4 Months Old;;2017-12-05 17:33:04.847+00;2017-12-05 17:33:04.847+00;92
592;;Non Competitive, Pelleted Mix;;2017-12-05 17:48:28.675+00;2017-12-05 17:48:28.675+00;29
380;;Growing And Finishing lambs, Of About 30 kg, under 4 Months Old;;2017-12-05 17:33:08.098+00;2017-12-05 17:33:08.098+00;93
381;;Growing dogs, 14 Weeks Onwards And Up To Maturity;;2017-12-05 17:33:10.275+00;2017-12-05 17:33:10.275+00;120
382;;Growing dogs, 14 Weeks Onwards And Up To Maturity;;2017-12-05 17:33:13.136+00;2017-12-05 17:33:13.136+00;121
383;;Growing kittens, From 15 Weeks And Older To Maturity;;2017-12-05 17:33:16.028+00;2017-12-05 17:33:16.028+00;117
384;;Growing kittens, From 15 Weeks And Older To Maturity;;2017-12-05 17:33:18.913+00;2017-12-05 17:33:18.913+00;118
385;;Growing Turkeys, 0 - 4 Weeks Of Age, Males And Or Females;;2017-12-05 17:33:24.681+00;2017-12-05 17:33:24.681+00;32
386;;Growing Turkeys, 0 - 4 Weeks Of Age, Males And Or Females;;2017-12-05 17:33:30.684+00;2017-12-05 17:33:30.684+00;33
387;;Growing Turkeys, 4 - 8 Weeks Of Age, Males And Or Females;;2017-12-05 17:33:36.498+00;2017-12-05 17:33:36.498+00;32
388;;Growing Turkeys, 4 - 8 Weeks Of Age, Males And Or Females;;2017-12-05 17:33:42.396+00;2017-12-05 17:33:42.396+00;33
389;;"Growing Turkeys, Males 12 - 16 Weeks Of Age; Females 11 - 14 Weeks";;2017-12-05 17:33:48.497+00;2017-12-05 17:33:48.497+00;32
390;;"Growing Turkeys, Males 12 - 16 Weeks Of Age; Females 11 - 14 Weeks";;2017-12-05 17:33:54.354+00;2017-12-05 17:33:54.354+00;33
391;;"Growing Turkeys, Males 16 - 20 Weeks Of Age; Females 14 - 17 Weeks";;2017-12-05 17:34:00.413+00;2017-12-05 17:34:00.413+00;32
392;;"Growing Turkeys, Males 16 - 20 Weeks Of Age; Females 14 - 17 Weeks";;2017-12-05 17:34:06.354+00;2017-12-05 17:34:06.354+00;33
393;;"Growing Turkeys, Males 20 - 24 Weeks Of Age; Females 17 - 20 Weeks";;2017-12-05 17:34:12.219+00;2017-12-05 17:34:12.219+00;32
394;;"Growing Turkeys, Males 20 - 24 Weeks Of Age; Females 17 - 20 Weeks";;2017-12-05 17:34:18.258+00;2017-12-05 17:34:18.258+00;33
395;;"Growing Turkeys, Males 8 - 12 Weeks Of Age; Females 8 - 11 Weeks";;2017-12-05 17:34:24.127+00;2017-12-05 17:34:24.127+00;32
396;;"Growing Turkeys, Males 8 - 12 Weeks Of Age; Females 8 - 11 Weeks";;2017-12-05 17:34:30.138+00;2017-12-05 17:34:30.138+00;33
