id;description;name;userName;createdAt;updatedAt;dietGroupId
397;;Growth And Finisher Ration;;2017-12-05 17:34:33.03+00;2017-12-05 17:34:33.03+00;145
398;;Growth And Finisher Ration;;2017-12-05 17:34:35.527+00;2017-12-05 17:34:35.527+00;146
399;;Horses Doing Intense Work;;2017-12-05 17:34:38.336+00;2017-12-05 17:34:38.336+00;152
400;;Horses Doing Intense Work;;2017-12-05 17:34:40.927+00;2017-12-05 17:34:40.927+00;153
401;;Horses Doing Light Work;;2017-12-05 17:34:43.7+00;2017-12-05 17:34:43.7+00;152
402;;Horses Doing Light Work;;2017-12-05 17:34:46.473+00;2017-12-05 17:34:46.473+00;153
403;;Horses Doing Moderate Work;;2017-12-05 17:34:49.309+00;2017-12-05 17:34:49.309+00;152
404;;Horses Doing Moderate Work;;2017-12-05 17:34:52.119+00;2017-12-05 17:34:52.119+00;153
405;;In Early Lactation, Producing Around 15 Kg (33 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:34:57.227+00;2017-12-05 17:34:57.227+00;139
406;;In Early Lactation, Producing Around 15 Kg (33 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:02.324+00;2017-12-05 17:35:02.324+00;140
407;;In Early Lactation, Producing Around 22,5 Kg (50 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:07.606+00;2017-12-05 17:35:07.606+00;139
408;;In Early Lactation, Producing Around 22,5 Kg (50 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:12.755+00;2017-12-05 17:35:12.755+00;140
409;;In Early Lactation, Producing Around 30 Kg (66 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:18.013+00;2017-12-05 17:35:18.013+00;139
410;;In Early Lactation, Producing Around 30 Kg (66 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:23.135+00;2017-12-05 17:35:23.135+00;140
411;;In Early Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:30.452+00;2017-12-05 17:35:30.452+00;133
412;;In Early Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:35.555+00;2017-12-05 17:35:35.555+00;137
413;;In early Lactation, Producing Around 55 Kg (120 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:40.791+00;2017-12-05 17:35:40.791+00;130
414;;In early Lactation, Producing Around 55 Kg (120 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:45.883+00;2017-12-05 17:35:45.883+00;131
415;;In Early Lactation, Producing Around 55 Kg (120 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:51.156+00;2017-12-05 17:35:51.156+00;135
416;;In Early Lactation, Producing Around 55 Kg (120 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:35:56.251+00;2017-12-05 17:35:56.251+00;136
417;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:01.53+00;2017-12-05 17:36:01.53+00;130
418;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:06.694+00;2017-12-05 17:36:06.694+00;131
419;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:11.968+00;2017-12-05 17:36:11.968+00;133
420;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:17.08+00;2017-12-05 17:36:17.08+00;135
421;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:22.402+00;2017-12-05 17:36:22.402+00;136
422;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:27.512+00;2017-12-05 17:36:27.512+00;137
423;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:32.624+00;2017-12-05 17:36:32.624+00;139
488;;Lactating Mares, From Foaling To 3 Months;;2017-12-05 17:41:40.156+00;2017-12-05 17:41:40.156+00;153
424;;In Late Lactation, Producing Around 25 Kg (55 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:37.752+00;2017-12-05 17:36:37.752+00;140
425;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:42.847+00;2017-12-05 17:36:42.847+00;130
426;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:47.978+00;2017-12-05 17:36:47.978+00;131
427;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:53.143+00;2017-12-05 17:36:53.143+00;133
428;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:36:58.262+00;2017-12-05 17:36:58.262+00;135
429;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:03.372+00;2017-12-05 17:37:03.372+00;136
430;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:08.66+00;2017-12-05 17:37:08.66+00;137
431;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:13.795+00;2017-12-05 17:37:13.795+00;139
432;;In Late Lactation, Producing Around 35 Kg (77 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:19.081+00;2017-12-05 17:37:19.081+00;140
433;;In mid-Lactation, prodcing Around 55 Kg (120 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:24.248+00;2017-12-05 17:37:24.248+00;130
434;;In mid-Lactation, prodcing Around 55 Kg (120 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:29.55+00;2017-12-05 17:37:29.55+00;131
435;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:34.676+00;2017-12-05 17:37:34.676+00;130
436;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:39.965+00;2017-12-05 17:37:39.965+00;131
437;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:45.128+00;2017-12-05 17:37:45.128+00;133
438;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:50.432+00;2017-12-05 17:37:50.432+00;135
439;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:37:55.572+00;2017-12-05 17:37:55.572+00;136
440;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:00.891+00;2017-12-05 17:38:00.891+00;137
441;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:06.09+00;2017-12-05 17:38:06.09+00;139
442;;In mid-Lactation, Producing Around 25 Kg (55 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:11.507+00;2017-12-05 17:38:11.507+00;140
443;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:16.706+00;2017-12-05 17:38:16.706+00;130
444;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:22.176+00;2017-12-05 17:38:22.176+00;131
445;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:27.301+00;2017-12-05 17:38:27.301+00;133
446;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:32.599+00;2017-12-05 17:38:32.599+00;135
447;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:37.86+00;2017-12-05 17:38:37.86+00;136
448;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:42.974+00;2017-12-05 17:38:42.974+00;137
449;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:48.093+00;2017-12-05 17:38:48.093+00;139
450;;In mid-Lactation, Producing Around 35 Kg (77 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:53.224+00;2017-12-05 17:38:53.224+00;140
451;;In mid-Lactation, Producing Around 40 Kg (88 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:38:58.343+00;2017-12-05 17:38:58.343+00;133
452;;In mid-Lactation, Producing Around 40 Kg (88 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:03.515+00;2017-12-05 17:39:03.515+00;137
453;;In mid-Lactation, Producing Around 40 Kg (88 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:08.79+00;2017-12-05 17:39:08.79+00;139
454;;In mid-Lactation, Producing Around 40 Kg (88 lb) Milk With 5,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:13.925+00;2017-12-05 17:39:13.925+00;140
455;;In mid-Lactation, Producing Around 45 Kg (99 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:19.264+00;2017-12-05 17:39:19.264+00;130
456;;In mid-Lactation, Producing Around 45 Kg (99 lb) Milk With 3,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:24.372+00;2017-12-05 17:39:24.372+00;131
457;;In mid-Lactation, Producing Around 45 Kg (99 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:29.618+00;2017-12-05 17:39:29.618+00;135
458;;In mid-Lactation, Producing Around 45 Kg (99 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:34.716+00;2017-12-05 17:39:34.716+00;136
459;;In mid-Lactation, Producing Around 55 Kg (120 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:39.974+00;2017-12-05 17:39:39.974+00;135
460;;In mid-Lactation, Producing Around 55 Kg (120 lb) Milk With 4,0 % Fat & 3-4 % Protein;;2017-12-05 17:39:45.072+00;2017-12-05 17:39:45.072+00;136
461;;Japanese Quail, Starter cum Grower Ration For Chicks;;2017-12-05 17:39:50.408+00;2017-12-05 17:39:50.408+00;12
462;;Japanese Quail, Starter cum Grower Ration For Chicks;;2017-12-05 17:39:56.337+00;2017-12-05 17:39:56.337+00;13
463;;Japanesese Quail, Breeder Ration;;2017-12-05 17:40:02.395+00;2017-12-05 17:40:02.395+00;12
464;;Japanesese Quail, Breeder Ration;;2017-12-05 17:40:08.253+00;2017-12-05 17:40:08.253+00;13
465;;Juvenile;;2017-12-05 17:40:12.376+00;2017-12-05 17:40:12.376+00;54
466;;Juvenile;;2017-12-05 17:40:16.629+00;2017-12-05 17:40:16.629+00;56
467;;Juvenile;;2017-12-05 17:40:20.883+00;2017-12-05 17:40:20.883+00;59
468;;Juvenile;;2017-12-05 17:40:25.152+00;2017-12-05 17:40:25.152+00;61
469;;Juvenile: 1 g To 10 g;;2017-12-05 17:40:29.596+00;2017-12-05 17:40:29.596+00;52
470;;Juvenile: 1 g To 10 g;;2017-12-05 17:40:35.424+00;2017-12-05 17:40:35.424+00;58
471;;Juvenile: 1 g To 10 g;;2017-12-05 17:40:39.868+00;2017-12-05 17:40:39.868+00;60
472;;Juvenile: 1 g To 10 g;;2017-12-05 17:40:44.167+00;2017-12-05 17:40:44.167+00;62
473;;Lactacting Cows On Grass Hay, Grass Pasture Or Grass Silage;;2017-12-05 17:40:48.103+00;2017-12-05 17:40:48.103+00;155
474;;Lactacting Cows On Grass Hay, Grass Pasture Or Grass Silage;;2017-12-05 17:40:51.274+00;2017-12-05 17:40:51.274+00;156
475;;Lactating Cows On A Mixed Legume-Grass Hay, -Pasture Or -Silage;;2017-12-05 17:40:54.605+00;2017-12-05 17:40:54.605+00;155
476;;Lactating Cows On A Mixed Legume-Grass Hay, -Pasture Or -Silage;;2017-12-05 17:40:58.002+00;2017-12-05 17:40:58.002+00;156
477;;Lactating Cows On Legume Hay Or Legume Pasture Or Legume Silage;;2017-12-05 17:41:01.367+00;2017-12-05 17:41:01.367+00;155
478;;Lactating Cows On Legume Hay Or Legume Pasture Or Legume Silage;;2017-12-05 17:41:04.716+00;2017-12-05 17:41:04.716+00;156
479;;Lactating Mares, From 3 Months To weaning;;2017-12-05 17:41:07.618+00;2017-12-05 17:41:07.618+00;152
480;;Lactating Mares, From 3 Months To weaning;;2017-12-05 17:41:10.439+00;2017-12-05 17:41:10.439+00;153
481;;Lactating Mares, From 3 Months To weaning, Fed At 0.5% Of BW;;2017-12-05 17:41:13.628+00;2017-12-05 17:41:13.628+00;159
482;;Lactating Mares, From 3 Months To weaning, Fed At 0.5% Of BW;;2017-12-05 17:41:17.569+00;2017-12-05 17:41:17.569+00;160
483;;Lactating Mares, From 3 Months To weaning, Fed At 1% Of BW;;2017-12-05 17:41:21.156+00;2017-12-05 17:41:21.156+00;162
484;;Lactating Mares, From 3 Months To weaning, Fed At 1% Of BW;;2017-12-05 17:41:25.452+00;2017-12-05 17:41:25.452+00;163
485;;Lactating Mares, From 3 Months To weaning, To Be Fed Ad Lib;;2017-12-05 17:41:29.642+00;2017-12-05 17:41:29.642+00;165
486;;Lactating Mares, From 3 Months To weaning, To Be Fed Ad Lib;;2017-12-05 17:41:34.243+00;2017-12-05 17:41:34.243+00;166
489;;Lactating Mares, From Foaling To 3 Months, Fed At 0.5% Of BW;;2017-12-05 17:41:45.059+00;2017-12-05 17:41:45.059+00;159
490;;Lactating Mares, From Foaling To 3 Months, Fed At 0.5% Of BW;;2017-12-05 17:41:49.972+00;2017-12-05 17:41:49.972+00;160
491;;Lactating Mares, From Foaling To 3 Months, Fed At 1% Of BW;;2017-12-05 17:41:54.883+00;2017-12-05 17:41:54.883+00;162
492;;Lactating Mares, From Foaling To 3 Months, Fed At 1% Of BW;;2017-12-05 17:41:59.878+00;2017-12-05 17:41:59.878+00;163
493;;Lactating Mares, From Foaling To 3 Months, To Be Fed Ad Lib;;2017-12-05 17:42:04.874+00;2017-12-05 17:42:04.874+00;165
494;;Lactating Mares, From Foaling To 3 Months, To Be Fed Ad Lib;;2017-12-05 17:42:09.949+00;2017-12-05 17:42:09.949+00;166
495;;Lactation Ration For Does And Litter Fed One (same) feed;;2017-12-05 17:42:12.068+00;2017-12-05 17:42:12.068+00;145
496;;Lactation Ration For Does And Litter Fed One (same) feed;;2017-12-05 17:42:14.624+00;2017-12-05 17:42:14.624+00;146
497;;Lactation Ration For Does Only;;2017-12-05 17:42:17.152+00;2017-12-05 17:42:17.152+00;145
498;;Lactation Ration For Does Only;;2017-12-05 17:42:19.713+00;2017-12-05 17:42:19.713+00;146
499;;Lactation, First 6-8 Weeks Suckling Singles;;2017-12-05 17:42:23.27+00;2017-12-05 17:42:23.27+00;123
500;;Lactation, First 6-8 Weeks Suckling Singles;;2017-12-05 17:42:26.498+00;2017-12-05 17:42:26.498+00;125
501;;Lactation, First 6-8 Weeks Suckling Singles;;2017-12-05 17:42:29.727+00;2017-12-05 17:42:29.727+00;126
502;;Lactation, First 6-8 Weeks Suckling Singles;;2017-12-05 17:42:32.962+00;2017-12-05 17:42:32.962+00;127
503;;Lactation, First 6-8 Weeks Suckling twins;;2017-12-05 17:42:36.185+00;2017-12-05 17:42:36.185+00;123
504;;Lactation, First 6-8 Weeks Suckling twins;;2017-12-05 17:42:39.416+00;2017-12-05 17:42:39.416+00;125
505;;Lactation, First 6-8 Weeks Suckling twins;;2017-12-05 17:42:42.622+00;2017-12-05 17:42:42.622+00;126
506;;Lactation, First 6-8 Weeks Suckling twins;;2017-12-05 17:42:45.838+00;2017-12-05 17:42:45.838+00;127
507;;Lactation, Last 4-6 Weeks Suckling Singles;;2017-12-05 17:42:49.131+00;2017-12-05 17:42:49.131+00;123
508;;Lactation, Last 4-6 Weeks Suckling Singles;;2017-12-05 17:42:52.392+00;2017-12-05 17:42:52.392+00;126
509;;Lactation, Last 4-6 Weeks Suckling twins;;2017-12-05 17:42:55.632+00;2017-12-05 17:42:55.632+00;123
510;;Lactation, Last 4-6 Weeks Suckling twins;;2017-12-05 17:42:58.861+00;2017-12-05 17:42:58.861+00;126
511;;Larval;;2017-12-05 17:43:02.354+00;2017-12-05 17:43:02.354+00;52
512;;Larval;;2017-12-05 17:43:06.63+00;2017-12-05 17:43:06.63+00;58
513;;Larval;;2017-12-05 17:43:11.009+00;2017-12-05 17:43:11.009+00;60
515;;Late-Gestation Ration, 24 - 36 Weeks, Fed Ad Lib;;2017-12-05 17:43:20.622+00;2017-12-05 17:43:20.622+00;106
516;;Late-Gestation Ration, 24 - 36 Weeks, Fed Ad Lib;;2017-12-05 17:43:24.883+00;2017-12-05 17:43:24.883+00;109
517;;Late-Gestation Ration, 24 - 36 Weeks, Fed Ad Lib;;2017-12-05 17:43:29.25+00;2017-12-05 17:43:29.25+00;112
518;;Late-Gestation Ration, 24 - 36 Weeks, Fed Ad Lib;;2017-12-05 17:43:33.359+00;2017-12-05 17:43:33.359+00;113
519;;Late-Gestation Ration, 24 - 36 Weeks, Fed Ad Lib;;2017-12-05 17:43:37.381+00;2017-12-05 17:43:37.381+00;114
520;;Late-Gestation Ration, 24 - 36 Weeks, Fed Ad Lib;;2017-12-05 17:43:41.393+00;2017-12-05 17:43:41.393+00;115
521;;Long yearling Ration, At 18 Months Of Age, To Be Fed Ad Lib;;2017-12-05 17:43:46.14+00;2017-12-05 17:43:46.14+00;165
522;;Long yearling Ration, At 18 Months Of Age, To Be Fed Ad Lib;;2017-12-05 17:43:51.563+00;2017-12-05 17:43:51.563+00;166
523;;Long yearling Supplement, At 18 Months Of Age, Fed At 0.5% Of BW;;2017-12-05 17:43:56.824+00;2017-12-05 17:43:56.824+00;159
524;;Long yearling Supplement, At 18 Months Of Age, Fed At 0.5% Of BW;;2017-12-05 17:44:01.754+00;2017-12-05 17:44:01.754+00;160
525;;Long yearling Supplement, At 18 Months Of Age, Fed At 1% Of BW;;2017-12-05 17:44:06.666+00;2017-12-05 17:44:06.666+00;162
526;;Long yearling Supplement, At 18 Months Of Age, Fed At 1% Of BW;;2017-12-05 17:44:11.624+00;2017-12-05 17:44:11.624+00;163
527;;Long yearling, 18 Months - Not In Training;;2017-12-05 17:44:14.362+00;2017-12-05 17:44:14.362+00;168
528;;Long yearling, 18 Months - Not In Training;;2017-12-05 17:44:17.388+00;2017-12-05 17:44:17.388+00;169
529;;Lost 10 kg (22 lb), And Piglets Gaining 150 g/Day (0.33 lb);;2017-12-05 17:44:20.155+00;2017-12-05 17:44:20.155+00;171
530;;Lost 10 kg (22 lb), And Piglets Gaining 150 g/Day (0.33 lb);;2017-12-05 17:44:23.839+00;2017-12-05 17:44:23.839+00;172
531;;Lost 10 kg (22 lb), And Piglets Gaining 200 g/Day (0.44 lb);;2017-12-05 17:44:27.791+00;2017-12-05 17:44:27.791+00;171
532;;Lost 10 kg (22 lb), And Piglets Gaining 200 g/Day (0.44 lb);;2017-12-05 17:44:32.925+00;2017-12-05 17:44:32.925+00;172
533;;Lost 10 kg (22 lb), And Piglets Gaining 250 g/Day (0.55 lb);;2017-12-05 17:44:37.383+00;2017-12-05 17:44:37.383+00;171
534;;Lost 10 kg (22 lb), And Piglets Gaining 250 g/Day (0.55 lb);;2017-12-05 17:44:42.049+00;2017-12-05 17:44:42.049+00;172
535;;Maintaining BW, And Piglets Gaining 150 g/Day (0.33 lb);;2017-12-05 17:44:45.914+00;2017-12-05 17:44:45.914+00;171
536;;Maintaining BW, And Piglets Gaining 150 g/Day (0.33 lb);;2017-12-05 17:44:49.786+00;2017-12-05 17:44:49.786+00;172
537;;Maintaining BW, And Piglets Gaining 200 g/Day (0.44 lb);;2017-12-05 17:44:54.026+00;2017-12-05 17:44:54.026+00;171
538;;Maintaining BW, And Piglets Gaining 200 g/Day (0.44 lb);;2017-12-05 17:44:58.632+00;2017-12-05 17:44:58.632+00;172
539;;Maintaining BW, And Piglets Gaining 250 g/Day (0.55 lb);;2017-12-05 17:45:02.507+00;2017-12-05 17:45:02.507+00;171
540;;Maintaining BW, And Piglets Gaining 250 g/Day (0.55 lb);;2017-12-05 17:45:06.341+00;2017-12-05 17:45:06.341+00;172
541;;Maintenance Ration;;2017-12-05 17:45:09.158+00;2017-12-05 17:45:09.158+00;145
542;;Maintenance Ration;;2017-12-05 17:45:11.666+00;2017-12-05 17:45:11.666+00;146
543;;Maintenance Ration, BW Of Around 100 kg (220 lb);;2017-12-05 17:45:15.326+00;2017-12-05 17:45:15.326+00;101
544;;Maintenance Ration, BW Of Around 100 kg (220 lb);;2017-12-05 17:45:18.845+00;2017-12-05 17:45:18.845+00;102
545;;Maintenance Ration, Adult Mares And Stallions, To Be Fed Ad Lib;;2017-12-05 17:45:23.753+00;2017-12-05 17:45:23.753+00;165
546;;Maintenance Ration, Adult Mares And Stallions, To Be Fed Ad Lib;;2017-12-05 17:45:28.671+00;2017-12-05 17:45:28.671+00;166
547;;Maintenance Ration, Fed Ad Lib;;2017-12-05 17:45:32.833+00;2017-12-05 17:45:32.833+00;106
548;;Maintenance Ration, Fed Ad Lib;;2017-12-05 17:45:36.983+00;2017-12-05 17:45:36.983+00;109
549;;Maintenance Ration, Fed Ad Lib;;2017-12-05 17:45:41.111+00;2017-12-05 17:45:41.111+00;112
550;;Maintenance Ration, Fed Ad Lib;;2017-12-05 17:45:45.465+00;2017-12-05 17:45:45.465+00;113
551;;Maintenance Ration, Fed Ad Lib;;2017-12-05 17:45:49.773+00;2017-12-05 17:45:49.773+00;114
552;;Maintenance Ration, Fed Ad Lib;;2017-12-05 17:45:53.864+00;2017-12-05 17:45:53.864+00;115
553;;Maintenance Supplement, Adult Mares And Stallions, Fed At 0.5% Of BW;;2017-12-05 17:45:58.83+00;2017-12-05 17:45:58.83+00;159
554;;Maintenance Supplement, Adult Mares And Stallions, Fed At 0.5% Of BW;;2017-12-05 17:46:03.737+00;2017-12-05 17:46:03.737+00;160
555;;Maintenance Supplement, Adult Mares And Stallions, Fed At 1% Of BW;;2017-12-05 17:46:08.685+00;2017-12-05 17:46:08.685+00;162
556;;Maintenance Supplement, Adult Mares And Stallions, Fed At 1% Of BW;;2017-12-05 17:46:13.58+00;2017-12-05 17:46:13.58+00;163
557;;Maintenance, Adult Cats;;2017-12-05 17:46:15.761+00;2017-12-05 17:46:15.761+00;117
558;;Maintenance, Adult Cats;;2017-12-05 17:46:18.62+00;2017-12-05 17:46:18.62+00;118
559;;Maintenance, Adult Dogs;;2017-12-05 17:46:21.439+00;2017-12-05 17:46:21.439+00;120
560;;Maintenance, Adult Dogs;;2017-12-05 17:46:24.308+00;2017-12-05 17:46:24.308+00;121
561;;Maintenance, Mares;;2017-12-05 17:46:28.226+00;2017-12-05 17:46:28.226+00;152
562;;Maintenance, Mares;;2017-12-05 17:46:31.214+00;2017-12-05 17:46:31.214+00;153
563;;Maintenance, Mature Ewes And Or Wethers;;2017-12-05 17:46:34.375+00;2017-12-05 17:46:34.375+00;123
564;;Maintenance, Mature Ewes And Or Wethers;;2017-12-05 17:46:37.778+00;2017-12-05 17:46:37.778+00;126
565;;Maintenance, Stallions;;2017-12-05 17:46:41.288+00;2017-12-05 17:46:41.288+00;152
566;;Maintenance, Stallions;;2017-12-05 17:46:44.268+00;2017-12-05 17:46:44.268+00;153
567;;Mid-Gestation Ration, 12 - 24 Weeks, Fed Ad Lib;;2017-12-05 17:46:48.643+00;2017-12-05 17:46:48.643+00;109
568;;Mid-Gestation Ration, 12 - 24 Weeks, Fed Ad Lib;;2017-12-05 17:46:52.724+00;2017-12-05 17:46:52.724+00;106
569;;Mid-Gestation Ration, 12 - 24 Weeks, Fed Ad Lib;;2017-12-05 17:46:56.815+00;2017-12-05 17:46:56.815+00;112
570;;Mid-Gestation Ration, 12 - 24 Weeks, Fed Ad Lib;;2017-12-05 17:47:00.886+00;2017-12-05 17:47:00.886+00;113
571;;Mid-Gestation Ration, 12 - 24 Weeks, Fed Ad Lib;;2017-12-05 17:47:04.97+00;2017-12-05 17:47:04.97+00;114
572;;Mid-Gestation Ration, 12 - 24 Weeks, Fed Ad Lib;;2017-12-05 17:47:09.217+00;2017-12-05 17:47:09.217+00;115
573;;Mid-Lactation Ration, 6 - 12 Weeks, Fed Ad Lib;;2017-12-05 17:47:13.296+00;2017-12-05 17:47:13.296+00;106
574;;Mid-Lactation Ration, 6 - 12 Weeks, Fed Ad Lib;;2017-12-05 17:47:17.377+00;2017-12-05 17:47:17.377+00;109
575;;Mid-Lactation Ration, 6 - 12 Weeks, Fed Ad Lib;;2017-12-05 17:47:21.465+00;2017-12-05 17:47:21.465+00;112
576;;Mid-Lactation Ration, 6 - 12 Weeks, Fed Ad Lib;;2017-12-05 17:47:25.626+00;2017-12-05 17:47:25.626+00;113
577;;Mid-Lactation Ration, 6 - 12 Weeks, Fed Ad Lib;;2017-12-05 17:47:29.943+00;2017-12-05 17:47:29.943+00;114
578;;Mid-Lactation Ration, 6 - 12 Weeks, Fed Ad Lib;;2017-12-05 17:47:34.047+00;2017-12-05 17:47:34.047+00;115
579;;Milk Replacer, 22 % CP;;2017-12-05 17:47:37.481+00;2017-12-05 17:47:37.481+00;175
580;;Milk Replacer, 22 % CP;;2017-12-05 17:47:41.497+00;2017-12-05 17:47:41.497+00;176
581;;Milk Replacer, 26 % CP;;2017-12-05 17:47:45.797+00;2017-12-05 17:47:45.797+00;175
582;;Milk Replacer, 26 % CP;;2017-12-05 17:47:50.278+00;2017-12-05 17:47:50.278+00;176
583;;Mixed Gender Pig Creep, From 3.5 To 4 Weeks Or Later;;2017-12-05 17:47:53.02+00;2017-12-05 17:47:53.02+00;178
584;;Mixed Gender Pig Creep, From 3.5 To 4 Weeks Or Later;;2017-12-05 17:47:56.934+00;2017-12-05 17:47:56.934+00;179
585;;Mixed Gender Pig Grower, BW: 10 - 20 kg (22 - 44 lb);;2017-12-05 17:48:00.971+00;2017-12-05 17:48:00.971+00;178
586;;Mixed Gender Pig Grower, BW: 10 - 20 kg (22 - 44 lb);;2017-12-05 17:48:05.009+00;2017-12-05 17:48:05.009+00;179
587;;Mixed Gender Pig Grower, BW: 20 - 50 kg (44 - 110 lb);;2017-12-05 17:48:09.174+00;2017-12-05 17:48:09.174+00;178
588;;Mixed Gender Pig Grower, BW: 20 - 50 kg (44 - 110 lb);;2017-12-05 17:48:13.256+00;2017-12-05 17:48:13.256+00;179
589;;Mixed Gender Pig Starter, BW: 5 - 10 kg (11 - 22 lb);;2017-12-05 17:48:17.317+00;2017-12-05 17:48:17.317+00;178
590;;Mixed Gender Pig Starter, BW: 5 - 10 kg (11 - 22 lb);;2017-12-05 17:48:21.381+00;2017-12-05 17:48:21.381+00;179
591;;Non Competitive, Pelleted Mix;;2017-12-05 17:48:24.946+00;2017-12-05 17:48:24.946+00;28
