id;value;createdAt;updatedAt;ingredientId;nutrientId
12803;100;2017-12-05 18:20:38.265+00;2017-12-05 18:20:38.265+00;167;5
12804;100;2017-12-05 18:20:38.266+00;2017-12-05 18:20:38.266+00;167;6
12815;10;2017-12-05 18:20:38.268+00;2017-12-05 18:20:38.268+00;167;7
12817;8.7;2017-12-05 18:20:38.268+00;2017-12-05 18:20:38.268+00;167;22
12818;7.69;2017-12-05 18:20:38.268+00;2017-12-05 18:20:38.268+00;167;21
12819;8.7;2017-12-05 18:20:38.269+00;2017-12-05 18:20:38.269+00;167;23
12820;8.7;2017-12-05 18:20:38.269+00;2017-12-05 18:20:38.269+00;167;24
12821;7.69;2017-12-05 18:20:38.269+00;2017-12-05 18:20:38.269+00;167;25
12822;7.69;2017-12-05 18:20:38.269+00;2017-12-05 18:20:38.269+00;167;26
12823;7.69;2017-12-05 18:20:38.269+00;2017-12-05 18:20:38.269+00;167;27
12830;4.935;2017-12-05 18:20:38.271+00;2017-12-05 18:20:38.271+00;167;29
12831;4.935;2017-12-05 18:20:38.271+00;2017-12-05 18:20:38.271+00;167;30
12832;4.935;2017-12-05 18:20:38.271+00;2017-12-05 18:20:38.271+00;167;28
12843;177;2017-12-05 18:20:38.273+00;2017-12-05 18:20:38.273+00;167;12
12844;177;2017-12-05 18:20:38.273+00;2017-12-05 18:20:38.273+00;167;13
12845;177;2017-12-05 18:20:38.274+00;2017-12-05 18:20:38.274+00;167;14
12861;9;2017-12-05 18:20:41.726+00;2017-12-05 18:20:41.726+00;168;8
12876;8.01;2017-12-05 18:20:41.73+00;2017-12-05 18:20:41.73+00;168;15
12877;8.01;2017-12-05 18:20:41.73+00;2017-12-05 18:20:41.73+00;168;16
12878;8.01;2017-12-05 18:20:41.73+00;2017-12-05 18:20:41.73+00;168;17
12879;8.01;2017-12-05 18:20:41.73+00;2017-12-05 18:20:41.73+00;168;18
12880;8.01;2017-12-05 18:20:41.731+00;2017-12-05 18:20:41.731+00;168;19
12881;8.01;2017-12-05 18:20:41.731+00;2017-12-05 18:20:41.731+00;168;20
12882;99;2017-12-05 18:20:41.731+00;2017-12-05 18:20:41.731+00;168;1
12883;100;2017-12-05 18:20:41.731+00;2017-12-05 18:20:41.731+00;168;5
12884;100;2017-12-05 18:20:41.731+00;2017-12-05 18:20:41.731+00;168;6
12895;10;2017-12-05 18:20:41.733+00;2017-12-05 18:20:41.733+00;168;7
12897;8.7;2017-12-05 18:20:41.733+00;2017-12-05 18:20:41.733+00;168;22
12898;7.69;2017-12-05 18:20:41.733+00;2017-12-05 18:20:41.733+00;168;21
12899;8.7;2017-12-05 18:20:41.733+00;2017-12-05 18:20:41.733+00;168;23
12900;8.7;2017-12-05 18:20:41.733+00;2017-12-05 18:20:41.733+00;168;24
12901;7.69;2017-12-05 18:20:41.734+00;2017-12-05 18:20:41.734+00;168;25
12902;7.69;2017-12-05 18:20:41.734+00;2017-12-05 18:20:41.734+00;168;26
12903;7.69;2017-12-05 18:20:41.734+00;2017-12-05 18:20:41.734+00;168;27
12910;4.935;2017-12-05 18:20:41.736+00;2017-12-05 18:20:41.736+00;168;29
12911;4.935;2017-12-05 18:20:41.736+00;2017-12-05 18:20:41.736+00;168;30
12912;4.935;2017-12-05 18:20:41.736+00;2017-12-05 18:20:41.736+00;168;28
12923;177;2017-12-05 18:20:41.738+00;2017-12-05 18:20:41.738+00;168;12
12924;177;2017-12-05 18:20:41.738+00;2017-12-05 18:20:41.738+00;168;13
12925;177;2017-12-05 18:20:41.738+00;2017-12-05 18:20:41.738+00;168;14
12962;100;2017-12-05 18:20:45.082+00;2017-12-05 18:20:45.082+00;169;1
12995;980000;2017-12-05 18:20:45.089+00;2017-12-05 18:20:45.089+00;169;73
13020;5.4;2017-12-05 18:20:48.445+00;2017-12-05 18:20:48.445+00;170;9
13022;1.87;2017-12-05 18:20:48.446+00;2017-12-05 18:20:48.446+00;170;31
13023;1.17;2017-12-05 18:20:48.446+00;2017-12-05 18:20:48.446+00;170;36
13024;0.1;2017-12-05 18:20:48.447+00;2017-12-05 18:20:48.447+00;170;52
13025;0.17;2017-12-05 18:20:48.447+00;2017-12-05 18:20:48.447+00;170;69
13026;0.12;2017-12-05 18:20:48.447+00;2017-12-05 18:20:48.447+00;170;48
13027;1.6;2017-12-05 18:20:48.447+00;2017-12-05 18:20:48.447+00;170;4
13029;545;2017-12-05 18:20:48.448+00;2017-12-05 18:20:48.448+00;170;70
13030;0.05;2017-12-05 18:20:48.448+00;2017-12-05 18:20:48.448+00;170;49
13032;23.4;2017-12-05 18:20:48.448+00;2017-12-05 18:20:48.448+00;170;2
13035;0.31;2017-12-05 18:20:48.449+00;2017-12-05 18:20:48.449+00;170;38
13036;3.45;2017-12-05 18:20:48.449+00;2017-12-05 18:20:48.449+00;170;15
13037;3.44;2017-12-05 18:20:48.449+00;2017-12-05 18:20:48.449+00;170;16
13038;3.45;2017-12-05 18:20:48.45+00;2017-12-05 18:20:48.45+00;170;17
13039;3.07;2017-12-05 18:20:48.45+00;2017-12-05 18:20:48.45+00;170;18
13040;3.26;2017-12-05 18:20:48.45+00;2017-12-05 18:20:48.45+00;170;19
13041;3.44;2017-12-05 18:20:48.45+00;2017-12-05 18:20:48.45+00;170;20
13042;89;2017-12-05 18:20:48.451+00;2017-12-05 18:20:48.451+00;170;1
13043;1.3;2017-12-05 18:20:48.451+00;2017-12-05 18:20:48.451+00;170;5
13044;1.3;2017-12-05 18:20:48.451+00;2017-12-05 18:20:48.451+00;170;6
13045;23;2017-12-05 18:20:48.451+00;2017-12-05 18:20:48.451+00;170;11
13046;64.57;2017-12-05 18:20:48.451+00;2017-12-05 18:20:48.451+00;170;60
13047;0.22;2017-12-05 18:20:48.452+00;2017-12-05 18:20:48.452+00;170;71
13048;1;2017-12-05 18:20:48.452+00;2017-12-05 18:20:48.452+00;170;46
13049;0.54;2017-12-05 18:20:48.452+00;2017-12-05 18:20:48.452+00;170;32
13052;0.86;2017-12-05 18:20:48.453+00;2017-12-05 18:20:48.453+00;170;33
13053;0.95;2017-12-05 18:20:48.453+00;2017-12-05 18:20:48.453+00;170;53
13054;1.51;2017-12-05 18:20:48.453+00;2017-12-05 18:20:48.453+00;170;34
13055;0.41;2017-12-05 18:20:48.454+00;2017-12-05 18:20:48.454+00;170;7
13056;1.5;2017-12-05 18:20:48.454+00;2017-12-05 18:20:48.454+00;170;35
13057;2.7;2017-12-05 18:20:48.454+00;2017-12-05 18:20:48.454+00;170;22
13058;3.03;2017-12-05 18:20:48.454+00;2017-12-05 18:20:48.454+00;170;21
13059;2.7;2017-12-05 18:20:48.454+00;2017-12-05 18:20:48.454+00;170;23
13060;2.7;2017-12-05 18:20:48.455+00;2017-12-05 18:20:48.455+00;170;24
13061;2.84;2017-12-05 18:20:48.455+00;2017-12-05 18:20:48.455+00;170;25
13062;2.11;2017-12-05 18:20:48.455+00;2017-12-05 18:20:48.455+00;170;26
13063;3.07;2017-12-05 18:20:48.455+00;2017-12-05 18:20:48.455+00;170;27
13064;0.21;2017-12-05 18:20:48.456+00;2017-12-05 18:20:48.456+00;170;37
13065;0.12;2017-12-05 18:20:48.456+00;2017-12-05 18:20:48.456+00;170;50
13066;13;2017-12-05 18:20:48.456+00;2017-12-05 18:20:48.456+00;170;61
13068;0.04;2017-12-05 18:20:48.456+00;2017-12-05 18:20:48.456+00;170;54
13069;10.1;2017-12-05 18:20:48.457+00;2017-12-05 18:20:48.457+00;170;10
13070;0.3;2017-12-05 18:20:48.457+00;2017-12-05 18:20:48.457+00;170;29
13071;1.1;2017-12-05 18:20:48.457+00;2017-12-05 18:20:48.457+00;170;30
13072;1.125;2017-12-05 18:20:48.457+00;2017-12-05 18:20:48.457+00;170;28
13073;30.5;2017-12-05 18:20:48.458+00;2017-12-05 18:20:48.458+00;170;72
13074;0.41;2017-12-05 18:20:48.458+00;2017-12-05 18:20:48.458+00;170;51
13075;17.7;2017-12-05 18:20:48.458+00;2017-12-05 18:20:48.458+00;170;73
13076;0.98;2017-12-05 18:20:48.458+00;2017-12-05 18:20:48.458+00;170;39
13078;25;2017-12-05 18:20:48.459+00;2017-12-05 18:20:48.459+00;170;3
13080;0.1;2017-12-05 18:20:48.459+00;2017-12-05 18:20:48.459+00;170;62
13081;1.08;2017-12-05 18:20:48.459+00;2017-12-05 18:20:48.459+00;170;47
13083;77.1;2017-12-05 18:20:48.46+00;2017-12-05 18:20:48.46+00;170;12
13084;77.2;2017-12-05 18:20:48.46+00;2017-12-05 18:20:48.46+00;170;13
13085;78.1;2017-12-05 18:20:48.46+00;2017-12-05 18:20:48.46+00;170;14
13086;0.78;2017-12-05 18:20:48.46+00;2017-12-05 18:20:48.46+00;170;43
13087;0.19;2017-12-05 18:20:48.461+00;2017-12-05 18:20:48.461+00;170;44
13088;0.71;2017-12-05 18:20:48.461+00;2017-12-05 18:20:48.461+00;170;42
13089;0.98;2017-12-05 18:20:48.461+00;2017-12-05 18:20:48.461+00;170;45
13091;4.61;2017-12-05 18:20:48.461+00;2017-12-05 18:20:48.461+00;170;74
13093;1.8;2017-12-05 18:20:48.462+00;2017-12-05 18:20:48.462+00;170;75
13094;1.96;2017-12-05 18:20:48.462+00;2017-12-05 18:20:48.462+00;170;76
13097;3;2017-12-05 18:20:48.463+00;2017-12-05 18:20:48.463+00;170;67
13099;12.9;2017-12-05 18:20:48.463+00;2017-12-05 18:20:48.463+00;170;63
13100;5.6;2017-12-05 18:20:51.805+00;2017-12-05 18:20:51.805+00;171;9
13101;0.168;2017-12-05 18:20:51.805+00;2017-12-05 18:20:51.805+00;171;8
13102;4.79;2017-12-05 18:20:51.806+00;2017-12-05 18:20:51.806+00;171;31
13103;1.125;2017-12-05 18:20:51.806+00;2017-12-05 18:20:51.806+00;171;36
13104;0.071;2017-12-05 18:20:51.806+00;2017-12-05 18:20:51.806+00;171;52
13105;0.33;2017-12-05 18:20:51.806+00;2017-12-05 18:20:51.806+00;171;69
13106;0.2;2017-12-05 18:20:51.806+00;2017-12-05 18:20:51.806+00;171;48
13107;6.2;2017-12-05 18:20:51.807+00;2017-12-05 18:20:51.807+00;171;4
13109;1974;2017-12-05 18:20:51.807+00;2017-12-05 18:20:51.807+00;171;70
13110;0.03;2017-12-05 18:20:51.807+00;2017-12-05 18:20:51.807+00;171;49
13111;0.11;2017-12-05 18:20:51.807+00;2017-12-05 18:20:51.807+00;171;56
13112;49.2;2017-12-05 18:20:51.808+00;2017-12-05 18:20:51.808+00;171;2
13114;15.4;2017-12-05 18:20:51.808+00;2017-12-05 18:20:51.808+00;171;58
13115;0.6;2017-12-05 18:20:51.808+00;2017-12-05 18:20:51.808+00;171;38
13116;3.43;2017-12-05 18:20:51.808+00;2017-12-05 18:20:51.808+00;171;15
13117;3.84;2017-12-05 18:20:51.808+00;2017-12-05 18:20:51.808+00;171;16
13118;3.43;2017-12-05 18:20:51.809+00;2017-12-05 18:20:51.809+00;171;17
13120;4.32;2017-12-05 18:20:51.809+00;2017-12-05 18:20:51.809+00;171;19
13121;3.84;2017-12-05 18:20:51.809+00;2017-12-05 18:20:51.809+00;171;20
13122;93;2017-12-05 18:20:51.809+00;2017-12-05 18:20:51.809+00;171;1
13123;5.6;2017-12-05 18:20:51.81+00;2017-12-05 18:20:51.81+00;171;5
13124;5.6;2017-12-05 18:20:51.81+00;2017-12-05 18:20:51.81+00;171;6
13125;23;2017-12-05 18:20:51.81+00;2017-12-05 18:20:51.81+00;171;11
13126;296.41;2017-12-05 18:20:51.81+00;2017-12-05 18:20:51.81+00;171;60
13127;0.66;2017-12-05 18:20:51.81+00;2017-12-05 18:20:51.81+00;171;71
13128;2.18;2017-12-05 18:20:51.811+00;2017-12-05 18:20:51.811+00;171;46
13129;1.01;2017-12-05 18:20:51.811+00;2017-12-05 18:20:51.811+00;171;32
13130;0.06;2017-12-05 18:20:51.811+00;2017-12-05 18:20:51.811+00;171;59
13132;1.41;2017-12-05 18:20:51.811+00;2017-12-05 18:20:51.811+00;171;33
13133;1.15;2017-12-05 18:20:51.812+00;2017-12-05 18:20:51.812+00;171;53
13134;2.77;2017-12-05 18:20:51.812+00;2017-12-05 18:20:51.812+00;171;34
13135;1.73;2017-12-05 18:20:51.812+00;2017-12-05 18:20:51.812+00;171;7
13136;1.48;2017-12-05 18:20:51.812+00;2017-12-05 18:20:51.812+00;171;35
13137;3;2017-12-05 18:20:51.812+00;2017-12-05 18:20:51.812+00;171;22
13138;3.01;2017-12-05 18:20:51.813+00;2017-12-05 18:20:51.813+00;171;21
13139;3;2017-12-05 18:20:51.813+00;2017-12-05 18:20:51.813+00;171;23
13140;3;2017-12-05 18:20:51.813+00;2017-12-05 18:20:51.813+00;171;24
13141;4.02;2017-12-05 18:20:51.813+00;2017-12-05 18:20:51.813+00;171;25
13142;2.66;2017-12-05 18:20:51.813+00;2017-12-05 18:20:51.813+00;171;26
13143;3.46;2017-12-05 18:20:51.813+00;2017-12-05 18:20:51.813+00;171;27
13144;0.5;2017-12-05 18:20:51.814+00;2017-12-05 18:20:51.814+00;171;37
13145;0.27;2017-12-05 18:20:51.814+00;2017-12-05 18:20:51.814+00;171;50
13146;25.52;2017-12-05 18:20:51.814+00;2017-12-05 18:20:51.814+00;171;61
13147;3.2;2017-12-05 18:20:51.814+00;2017-12-05 18:20:51.814+00;171;64
13148;0.08;2017-12-05 18:20:51.814+00;2017-12-05 18:20:51.814+00;171;54
13149;13;2017-12-05 18:20:51.815+00;2017-12-05 18:20:51.815+00;171;10
13150;1.28;2017-12-05 18:20:51.815+00;2017-12-05 18:20:51.815+00;171;29
13151;1.78;2017-12-05 18:20:51.815+00;2017-12-05 18:20:51.815+00;171;30
13152;1.89;2017-12-05 18:20:51.815+00;2017-12-05 18:20:51.815+00;171;28
13153;172.7;2017-12-05 18:20:51.815+00;2017-12-05 18:20:51.815+00;171;72
13154;0.59;2017-12-05 18:20:51.816+00;2017-12-05 18:20:51.816+00;171;51
13155;47.8;2017-12-05 18:20:51.816+00;2017-12-05 18:20:51.816+00;171;73
13156;2.02;2017-12-05 18:20:51.816+00;2017-12-05 18:20:51.816+00;171;39
13158;27.8;2017-12-05 18:20:51.816+00;2017-12-05 18:20:51.816+00;171;3
13159;0.23;2017-12-05 18:20:51.817+00;2017-12-05 18:20:51.817+00;171;55
13161;1.83;2017-12-05 18:20:51.817+00;2017-12-05 18:20:51.817+00;171;47
13163;87.1;2017-12-05 18:20:51.817+00;2017-12-05 18:20:51.817+00;171;12
13164;74.1;2017-12-05 18:20:51.817+00;2017-12-05 18:20:51.817+00;171;13
13165;87.1;2017-12-05 18:20:51.818+00;2017-12-05 18:20:51.818+00;171;14
13166;1.16;2017-12-05 18:20:51.818+00;2017-12-05 18:20:51.818+00;171;43
13167;0.41;2017-12-05 18:20:51.818+00;2017-12-05 18:20:51.818+00;171;44
13168;1.74;2017-12-05 18:20:51.818+00;2017-12-05 18:20:51.818+00;171;42
13169;1.7;2017-12-05 18:20:51.818+00;2017-12-05 18:20:51.818+00;171;45
13171;5.72;2017-12-05 18:20:51.819+00;2017-12-05 18:20:51.819+00;171;74
13173;9.1;2017-12-05 18:20:51.819+00;2017-12-05 18:20:51.819+00;171;75
13174;6.12;2017-12-05 18:20:51.819+00;2017-12-05 18:20:51.819+00;171;76
13177;2.4;2017-12-05 18:20:51.82+00;2017-12-05 18:20:51.82+00;171;67
13179;33;2017-12-05 18:20:51.82+00;2017-12-05 18:20:51.82+00;171;63
13180;14.56;2017-12-05 18:20:55.163+00;2017-12-05 18:20:55.163+00;172;9
13181;0.063;2017-12-05 18:20:55.163+00;2017-12-05 18:20:55.163+00;172;8
13182;5.09;2017-12-05 18:20:55.164+00;2017-12-05 18:20:55.164+00;172;31
13183;1.262;2017-12-05 18:20:55.164+00;2017-12-05 18:20:55.164+00;172;36
13184;0.078;2017-12-05 18:20:55.164+00;2017-12-05 18:20:55.164+00;172;52
13186;0.36;2017-12-05 18:20:55.165+00;2017-12-05 18:20:55.165+00;172;48
13187;7.7;2017-12-05 18:20:55.165+00;2017-12-05 18:20:55.165+00;172;4
13189;1893;2017-12-05 18:20:55.165+00;2017-12-05 18:20:55.165+00;172;70
13190;0.03;2017-12-05 18:20:55.165+00;2017-12-05 18:20:55.165+00;172;49
13191;0.12;2017-12-05 18:20:55.166+00;2017-12-05 18:20:55.166+00;172;56
13192;48.9;2017-12-05 18:20:55.166+00;2017-12-05 18:20:55.166+00;172;2
13194;15.5;2017-12-05 18:20:55.166+00;2017-12-05 18:20:55.166+00;172;58
13195;0.69;2017-12-05 18:20:55.166+00;2017-12-05 18:20:55.166+00;172;38
13196;3.18;2017-12-05 18:20:55.166+00;2017-12-05 18:20:55.166+00;172;15
13197;3.29;2017-12-05 18:20:55.167+00;2017-12-05 18:20:55.167+00;172;16
13198;3.18;2017-12-05 18:20:55.167+00;2017-12-05 18:20:55.167+00;172;17
13199;3;2017-12-05 18:20:55.167+00;2017-12-05 18:20:55.167+00;172;18
13200;2.85;2017-12-05 18:20:55.167+00;2017-12-05 18:20:55.167+00;172;19
13201;3.29;2017-12-05 18:20:55.167+00;2017-12-05 18:20:55.167+00;172;20
13202;92;2017-12-05 18:20:55.168+00;2017-12-05 18:20:55.168+00;172;1
13203;2.1;2017-12-05 18:20:55.168+00;2017-12-05 18:20:55.168+00;172;5
13204;2.1;2017-12-05 18:20:55.168+00;2017-12-05 18:20:55.168+00;172;6
13205;23;2017-12-05 18:20:55.168+00;2017-12-05 18:20:55.168+00;172;11
13206;297;2017-12-05 18:20:55.168+00;2017-12-05 18:20:55.168+00;172;60
13208;2.67;2017-12-05 18:20:55.169+00;2017-12-05 18:20:55.169+00;172;46
13209;1.06;2017-12-05 18:20:55.169+00;2017-12-05 18:20:55.169+00;172;32
13210;0.06;2017-12-05 18:20:55.169+00;2017-12-05 18:20:55.169+00;172;59
13212;1.78;2017-12-05 18:20:55.17+00;2017-12-05 18:20:55.17+00;172;33
13213;1.18;2017-12-05 18:20:55.17+00;2017-12-05 18:20:55.17+00;172;53
13214;2.83;2017-12-05 18:20:55.17+00;2017-12-05 18:20:55.17+00;172;34
13215;0.3;2017-12-05 18:20:55.17+00;2017-12-05 18:20:55.17+00;172;7
13216;1.66;2017-12-05 18:20:55.17+00;2017-12-05 18:20:55.17+00;172;35
13217;2.861;2017-12-05 18:20:55.171+00;2017-12-05 18:20:55.171+00;172;22
13218;2.76;2017-12-05 18:20:55.171+00;2017-12-05 18:20:55.171+00;172;21
13219;2.861;2017-12-05 18:20:55.171+00;2017-12-05 18:20:55.171+00;172;23
13220;2.861;2017-12-05 18:20:55.171+00;2017-12-05 18:20:55.171+00;172;24
13221;2.79;2017-12-05 18:20:55.171+00;2017-12-05 18:20:55.171+00;172;25
13222;2.71;2017-12-05 18:20:55.171+00;2017-12-05 18:20:55.171+00;172;26
13223;2.91;2017-12-05 18:20:55.172+00;2017-12-05 18:20:55.172+00;172;27
13224;0.52;2017-12-05 18:20:55.172+00;2017-12-05 18:20:55.172+00;172;37
13225;0.27;2017-12-05 18:20:55.172+00;2017-12-05 18:20:55.172+00;172;50
13226;25.63;2017-12-05 18:20:55.172+00;2017-12-05 18:20:55.172+00;172;61
13227;3.4;2017-12-05 18:20:55.172+00;2017-12-05 18:20:55.172+00;172;64
13228;0.03;2017-12-05 18:20:55.173+00;2017-12-05 18:20:55.173+00;172;54
13229;24.57;2017-12-05 18:20:55.173+00;2017-12-05 18:20:55.173+00;172;10
13230;1.13;2017-12-05 18:20:55.173+00;2017-12-05 18:20:55.173+00;172;29
13231;1.63;2017-12-05 18:20:55.173+00;2017-12-05 18:20:55.173+00;172;30
13232;1.71;2017-12-05 18:20:55.173+00;2017-12-05 18:20:55.173+00;172;28
13233;177.5;2017-12-05 18:20:55.174+00;2017-12-05 18:20:55.174+00;172;72
13234;0.65;2017-12-05 18:20:55.174+00;2017-12-05 18:20:55.174+00;172;51
13235;36.8;2017-12-05 18:20:55.174+00;2017-12-05 18:20:55.174+00;172;73
13236;2.35;2017-12-05 18:20:55.174+00;2017-12-05 18:20:55.174+00;172;39
13238;27.7;2017-12-05 18:20:55.175+00;2017-12-05 18:20:55.175+00;172;3
13239;0.3;2017-12-05 18:20:55.175+00;2017-12-05 18:20:55.175+00;172;55
13241;2.25;2017-12-05 18:20:55.175+00;2017-12-05 18:20:55.175+00;172;47
13243;74.7;2017-12-05 18:20:55.175+00;2017-12-05 18:20:55.175+00;172;12
13244;71.3;2017-12-05 18:20:55.176+00;2017-12-05 18:20:55.176+00;172;13
13245;74.7;2017-12-05 18:20:55.176+00;2017-12-05 18:20:55.176+00;172;14
13246;1.27;2017-12-05 18:20:55.176+00;2017-12-05 18:20:55.176+00;172;43
13247;0.48;2017-12-05 18:20:55.176+00;2017-12-05 18:20:55.176+00;172;44
13248;1.8;2017-12-05 18:20:55.176+00;2017-12-05 18:20:55.176+00;172;42
13249;1.98;2017-12-05 18:20:55.177+00;2017-12-05 18:20:55.177+00;172;45
13253;5.5;2017-12-05 18:20:55.177+00;2017-12-05 18:20:55.177+00;172;75
13254;5.95;2017-12-05 18:20:55.178+00;2017-12-05 18:20:55.178+00;172;76
13257;2.9;2017-12-05 18:20:55.178+00;2017-12-05 18:20:55.178+00;172;67
13259;34.5;2017-12-05 18:20:55.179+00;2017-12-05 18:20:55.179+00;172;63
13261;3;2017-12-05 18:20:58.558+00;2017-12-05 18:20:58.558+00;173;8
13276;8.735;2017-12-05 18:20:58.561+00;2017-12-05 18:20:58.561+00;173;15
13277;8.735;2017-12-05 18:20:58.561+00;2017-12-05 18:20:58.561+00;173;16
13278;8.735;2017-12-05 18:20:58.561+00;2017-12-05 18:20:58.561+00;173;17
13279;8.735;2017-12-05 18:20:58.561+00;2017-12-05 18:20:58.561+00;173;18
13280;8.735;2017-12-05 18:20:58.562+00;2017-12-05 18:20:58.562+00;173;19
13281;8.735;2017-12-05 18:20:58.562+00;2017-12-05 18:20:58.562+00;173;20
13282;99;2017-12-05 18:20:58.562+00;2017-12-05 18:20:58.562+00;173;1
13283;100;2017-12-05 18:20:58.562+00;2017-12-05 18:20:58.562+00;173;5
13284;100;2017-12-05 18:20:58.562+00;2017-12-05 18:20:58.562+00;173;6
13295;32;2017-12-05 18:20:58.565+00;2017-12-05 18:20:58.565+00;173;7
13297;8.7;2017-12-05 18:20:58.565+00;2017-12-05 18:20:58.565+00;173;22
13298;8.385;2017-12-05 18:20:58.565+00;2017-12-05 18:20:58.565+00;173;21
13299;8.7;2017-12-05 18:20:58.565+00;2017-12-05 18:20:58.565+00;173;23
13300;8.7;2017-12-05 18:20:58.565+00;2017-12-05 18:20:58.565+00;173;24
13301;8.385;2017-12-05 18:20:58.566+00;2017-12-05 18:20:58.566+00;173;25
13302;8.385;2017-12-05 18:20:58.566+00;2017-12-05 18:20:58.566+00;173;26
13303;8.385;2017-12-05 18:20:58.566+00;2017-12-05 18:20:58.566+00;173;27
13310;5.35;2017-12-05 18:20:58.567+00;2017-12-05 18:20:58.567+00;173;29
13311;5.35;2017-12-05 18:20:58.568+00;2017-12-05 18:20:58.568+00;173;30
13312;5.35;2017-12-05 18:20:58.568+00;2017-12-05 18:20:58.568+00;173;28
13323;177;2017-12-05 18:20:58.57+00;2017-12-05 18:20:58.57+00;173;12
13324;177;2017-12-05 18:20:58.57+00;2017-12-05 18:20:58.57+00;173;13
13325;177;2017-12-05 18:20:58.57+00;2017-12-05 18:20:58.57+00;173;14
13362;100;2017-12-05 18:21:01.939+00;2017-12-05 18:21:01.939+00;174;1
13377;2.6;2017-12-05 18:21:01.942+00;2017-12-05 18:21:01.942+00;174;22
13379;2.6;2017-12-05 18:21:01.943+00;2017-12-05 18:21:01.943+00;174;23
13380;2.6;2017-12-05 18:21:01.943+00;2017-12-05 18:21:01.943+00;174;24
13396;99;2017-12-05 18:21:01.946+00;2017-12-05 18:21:01.946+00;174;39
13428;29.7;2017-12-05 18:21:05.268+00;2017-12-05 18:21:05.268+00;175;80
13436;8.52;2017-12-05 18:21:05.27+00;2017-12-05 18:21:05.27+00;175;15
13437;8.52;2017-12-05 18:21:05.27+00;2017-12-05 18:21:05.27+00;175;16
13438;8.52;2017-12-05 18:21:05.27+00;2017-12-05 18:21:05.27+00;175;17
13439;8.52;2017-12-05 18:21:05.271+00;2017-12-05 18:21:05.271+00;175;18
13440;8.52;2017-12-05 18:21:05.271+00;2017-12-05 18:21:05.271+00;175;19
13441;8.52;2017-12-05 18:21:05.271+00;2017-12-05 18:21:05.271+00;175;20
13442;99;2017-12-05 18:21:05.271+00;2017-12-05 18:21:05.271+00;175;1
13443;100;2017-12-05 18:21:05.271+00;2017-12-05 18:21:05.271+00;175;5
13455;22.3;2017-12-05 18:21:05.274+00;2017-12-05 18:21:05.274+00;175;7
13457;9;2017-12-05 18:21:05.274+00;2017-12-05 18:21:05.274+00;175;22
13458;8.18;2017-12-05 18:21:05.274+00;2017-12-05 18:21:05.274+00;175;21
13459;9;2017-12-05 18:21:05.274+00;2017-12-05 18:21:05.274+00;175;23
13460;9;2017-12-05 18:21:05.275+00;2017-12-05 18:21:05.275+00;175;24
13461;8.18;2017-12-05 18:21:05.275+00;2017-12-05 18:21:05.275+00;175;25
13462;8.18;2017-12-05 18:21:05.275+00;2017-12-05 18:21:05.275+00;175;26
13463;8.18;2017-12-05 18:21:05.275+00;2017-12-05 18:21:05.275+00;175;27
13470;5.23;2017-12-05 18:21:05.277+00;2017-12-05 18:21:05.277+00;175;29
13471;5.23;2017-12-05 18:21:05.277+00;2017-12-05 18:21:05.277+00;175;30
13472;5.23;2017-12-05 18:21:05.277+00;2017-12-05 18:21:05.277+00;175;28
13483;177;2017-12-05 18:21:05.279+00;2017-12-05 18:21:05.279+00;175;12
13484;177;2017-12-05 18:21:05.279+00;2017-12-05 18:21:05.279+00;175;13
13485;177;2017-12-05 18:21:05.28+00;2017-12-05 18:21:05.28+00;175;14
13522;100;2017-12-05 18:21:08.582+00;2017-12-05 18:21:08.582+00;176;1
13537;2.6;2017-12-05 18:21:08.586+00;2017-12-05 18:21:08.586+00;176;22
13539;2.6;2017-12-05 18:21:08.586+00;2017-12-05 18:21:08.586+00;176;23
13540;2.6;2017-12-05 18:21:08.586+00;2017-12-05 18:21:08.586+00;176;24
13557;99;2017-12-05 18:21:08.59+00;2017-12-05 18:21:08.59+00;176;40
13588;25;2017-12-05 18:21:12.048+00;2017-12-05 18:21:12.048+00;177;80
13596;8.55;2017-12-05 18:21:12.05+00;2017-12-05 18:21:12.05+00;177;15
13597;8.55;2017-12-05 18:21:12.05+00;2017-12-05 18:21:12.05+00;177;16
13598;8.55;2017-12-05 18:21:12.05+00;2017-12-05 18:21:12.05+00;177;17
13599;8.55;2017-12-05 18:21:12.05+00;2017-12-05 18:21:12.05+00;177;18
13600;8.55;2017-12-05 18:21:12.05+00;2017-12-05 18:21:12.05+00;177;19
13601;8.55;2017-12-05 18:21:12.051+00;2017-12-05 18:21:12.051+00;177;20
13602;99;2017-12-05 18:21:12.051+00;2017-12-05 18:21:12.051+00;177;1
13603;100;2017-12-05 18:21:12.051+00;2017-12-05 18:21:12.051+00;177;5
13615;2.1;2017-12-05 18:21:12.053+00;2017-12-05 18:21:12.053+00;177;7
13617;8.7;2017-12-05 18:21:12.054+00;2017-12-05 18:21:12.054+00;177;22
13618;8.205;2017-12-05 18:21:12.054+00;2017-12-05 18:21:12.054+00;177;21
13619;8.7;2017-12-05 18:21:12.054+00;2017-12-05 18:21:12.054+00;177;23
13620;8.7;2017-12-05 18:21:12.054+00;2017-12-05 18:21:12.054+00;177;24
13621;8.205;2017-12-05 18:21:12.054+00;2017-12-05 18:21:12.054+00;177;25
13622;8.205;2017-12-05 18:21:12.055+00;2017-12-05 18:21:12.055+00;177;26
