id;value;createdAt;updatedAt;ingredientId;nutrientId
2450;13.6;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;10
2451;1.48;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;29
2452;1.98;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;30
2453;2.13;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;28
2454;31;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;72
2455;0.27;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;51
2456;2;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;73
2457;5.34;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;39
2459;75.93;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;3
2460;0.48;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;55
2461;0.58;2017-12-05 18:13:14.148+00;2017-12-05 18:13:14.148+00;31;62
2462;4.25;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;47
2464;84.3;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;12
2465;85.4;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;13
2466;84.3;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;14
2467;4.05;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;43
2468;1.08;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;44
2469;2.29;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;42
2470;7.05;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;45
2472;0.4;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;74
2473;0.044;2017-12-05 18:13:14.149+00;2017-12-05 18:13:14.149+00;31;77
2474;2.4;2017-12-05 18:13:14.15+00;2017-12-05 18:13:14.15+00;31;75
2475;4.44;2017-12-05 18:13:14.15+00;2017-12-05 18:13:14.15+00;31;76
2478;1;2017-12-05 18:13:14.15+00;2017-12-05 18:13:14.15+00;31;67
2480;38;2017-12-05 18:13:14.15+00;2017-12-05 18:13:14.15+00;31;63
2481;1.8;2017-12-05 18:13:17.506+00;2017-12-05 18:13:17.506+00;32;9
2483;3.37;2017-12-05 18:13:17.507+00;2017-12-05 18:13:17.507+00;32;31
2484;7.07;2017-12-05 18:13:17.507+00;2017-12-05 18:13:17.507+00;32;36
2485;0.19;2017-12-05 18:13:17.508+00;2017-12-05 18:13:17.508+00;32;52
2486;0.08;2017-12-05 18:13:17.508+00;2017-12-05 18:13:17.508+00;32;69
2487;0.21;2017-12-05 18:13:17.508+00;2017-12-05 18:13:17.508+00;32;48
2488;1;2017-12-05 18:13:17.508+00;2017-12-05 18:13:17.508+00;32;4
2489;0.8;2017-12-05 18:13:17.509+00;2017-12-05 18:13:17.509+00;32;80
2490;781;2017-12-05 18:13:17.509+00;2017-12-05 18:13:17.509+00;32;70
2491;0.38;2017-12-05 18:13:17.509+00;2017-12-05 18:13:17.509+00;32;49
2492;0.6;2017-12-05 18:13:17.509+00;2017-12-05 18:13:17.509+00;32;56
2493;87.6;2017-12-05 18:13:17.51+00;2017-12-05 18:13:17.51+00;32;2
2495;6;2017-12-05 18:13:17.51+00;2017-12-05 18:13:17.51+00;32;58
2496;1.2;2017-12-05 18:13:17.51+00;2017-12-05 18:13:17.51+00;32;38
2497;3.792;2017-12-05 18:13:17.511+00;2017-12-05 18:13:17.511+00;32;15
2498;3.71;2017-12-05 18:13:17.511+00;2017-12-05 18:13:17.511+00;32;16
2499;3.792;2017-12-05 18:13:17.511+00;2017-12-05 18:13:17.511+00;32;17
2501;2.3;2017-12-05 18:13:17.511+00;2017-12-05 18:13:17.511+00;32;19
2502;3.71;2017-12-05 18:13:17.512+00;2017-12-05 18:13:17.512+00;32;20
2503;93;2017-12-05 18:13:17.512+00;2017-12-05 18:13:17.512+00;32;1
2504;1.6;2017-12-05 18:13:17.512+00;2017-12-05 18:13:17.512+00;32;5
2507;2341;2017-12-05 18:13:17.513+00;2017-12-05 18:13:17.513+00;32;60
2508;0.1;2017-12-05 18:13:17.513+00;2017-12-05 18:13:17.513+00;32;71
2509;3.95;2017-12-05 18:13:17.513+00;2017-12-05 18:13:17.513+00;32;46
2510;4.57;2017-12-05 18:13:17.514+00;2017-12-05 18:13:17.514+00;32;32
2513;0.88;2017-12-05 18:13:17.514+00;2017-12-05 18:13:17.514+00;32;33
2514;0.14;2017-12-05 18:13:17.515+00;2017-12-05 18:13:17.515+00;32;53
2515;11.48;2017-12-05 18:13:17.515+00;2017-12-05 18:13:17.515+00;32;34
2516;0.1;2017-12-05 18:13:17.515+00;2017-12-05 18:13:17.515+00;32;7
2517;7.56;2017-12-05 18:13:17.515+00;2017-12-05 18:13:17.515+00;32;35
2518;3.3;2017-12-05 18:13:17.516+00;2017-12-05 18:13:17.516+00;32;22
2519;3.38;2017-12-05 18:13:17.516+00;2017-12-05 18:13:17.516+00;32;21
2520;3.3;2017-12-05 18:13:17.516+00;2017-12-05 18:13:17.516+00;32;23
2521;3.3;2017-12-05 18:13:17.516+00;2017-12-05 18:13:17.516+00;32;24
2522;1.95;2017-12-05 18:13:17.517+00;2017-12-05 18:13:17.517+00;32;25
2523;2.77;2017-12-05 18:13:17.517+00;2017-12-05 18:13:17.517+00;32;26
2524;3.34;2017-12-05 18:13:17.517+00;2017-12-05 18:13:17.517+00;32;27
2525;0.95;2017-12-05 18:13:17.517+00;2017-12-05 18:13:17.517+00;32;37
2526;0.21;2017-12-05 18:13:17.517+00;2017-12-05 18:13:17.517+00;32;50
2527;10;2017-12-05 18:13:17.518+00;2017-12-05 18:13:17.518+00;32;61
2528;0.55;2017-12-05 18:13:17.518+00;2017-12-05 18:13:17.518+00;32;64
2529;0.29;2017-12-05 18:13:17.518+00;2017-12-05 18:13:17.518+00;32;54
2530;13.6;2017-12-05 18:13:17.518+00;2017-12-05 18:13:17.518+00;32;10
2531;1.48;2017-12-05 18:13:17.519+00;2017-12-05 18:13:17.519+00;32;29
2532;1.98;2017-12-05 18:13:17.519+00;2017-12-05 18:13:17.519+00;32;30
2533;2.13;2017-12-05 18:13:17.519+00;2017-12-05 18:13:17.519+00;32;28
2534;23;2017-12-05 18:13:17.519+00;2017-12-05 18:13:17.519+00;32;72
2535;0.21;2017-12-05 18:13:17.52+00;2017-12-05 18:13:17.52+00;32;51
2536;1;2017-12-05 18:13:17.52+00;2017-12-05 18:13:17.52+00;32;73
2537;6.41;2017-12-05 18:13:17.52+00;2017-12-05 18:13:17.52+00;32;39
2539;75.93;2017-12-05 18:13:17.521+00;2017-12-05 18:13:17.521+00;32;3
2540;0.45;2017-12-05 18:13:17.521+00;2017-12-05 18:13:17.521+00;32;55
2541;0.58;2017-12-05 18:13:17.521+00;2017-12-05 18:13:17.521+00;32;62
2542;4.25;2017-12-05 18:13:17.521+00;2017-12-05 18:13:17.521+00;32;47
2544;84.3;2017-12-05 18:13:17.522+00;2017-12-05 18:13:17.522+00;32;12
2545;85.4;2017-12-05 18:13:17.522+00;2017-12-05 18:13:17.522+00;32;13
2546;84.3;2017-12-05 18:13:17.522+00;2017-12-05 18:13:17.522+00;32;14
2547;4.07;2017-12-05 18:13:17.522+00;2017-12-05 18:13:17.522+00;32;43
2548;1.06;2017-12-05 18:13:17.523+00;2017-12-05 18:13:17.523+00;32;44
2549;2.32;2017-12-05 18:13:17.523+00;2017-12-05 18:13:17.523+00;32;42
2550;8.03;2017-12-05 18:13:17.523+00;2017-12-05 18:13:17.523+00;32;45
2552;1;2017-12-05 18:13:17.524+00;2017-12-05 18:13:17.524+00;32;74
2553;0.044;2017-12-05 18:13:17.524+00;2017-12-05 18:13:17.524+00;32;77
2554;1.4;2017-12-05 18:13:17.524+00;2017-12-05 18:13:17.524+00;32;75
2555;4.44;2017-12-05 18:13:17.524+00;2017-12-05 18:13:17.524+00;32;76
2558;1;2017-12-05 18:13:17.525+00;2017-12-05 18:13:17.525+00;32;67
2560;16;2017-12-05 18:13:17.526+00;2017-12-05 18:13:17.526+00;32;63
2561;1.8;2017-12-05 18:13:20.866+00;2017-12-05 18:13:20.866+00;33;9
2563;3.69;2017-12-05 18:13:20.867+00;2017-12-05 18:13:20.867+00;33;31
2564;6.97;2017-12-05 18:13:20.867+00;2017-12-05 18:13:20.867+00;33;36
2565;0.28;2017-12-05 18:13:20.867+00;2017-12-05 18:13:20.867+00;33;52
2566;0.28;2017-12-05 18:13:20.867+00;2017-12-05 18:13:20.867+00;33;69
2567;0.41;2017-12-05 18:13:20.868+00;2017-12-05 18:13:20.868+00;33;48
2568;1;2017-12-05 18:13:20.868+00;2017-12-05 18:13:20.868+00;33;4
2569;0.8;2017-12-05 18:13:20.868+00;2017-12-05 18:13:20.868+00;33;80
2570;485;2017-12-05 18:13:20.868+00;2017-12-05 18:13:20.868+00;33;70
2571;0.25;2017-12-05 18:13:20.868+00;2017-12-05 18:13:20.868+00;33;49
2572;0.6;2017-12-05 18:13:20.869+00;2017-12-05 18:13:20.869+00;33;56
2573;88.8;2017-12-05 18:13:20.869+00;2017-12-05 18:13:20.869+00;33;2
2575;8;2017-12-05 18:13:20.869+00;2017-12-05 18:13:20.869+00;33;58
2576;1.04;2017-12-05 18:13:20.869+00;2017-12-05 18:13:20.869+00;33;38
2577;3.792;2017-12-05 18:13:20.87+00;2017-12-05 18:13:20.87+00;33;15
2578;3.71;2017-12-05 18:13:20.87+00;2017-12-05 18:13:20.87+00;33;16
2579;3.792;2017-12-05 18:13:20.87+00;2017-12-05 18:13:20.87+00;33;17
2581;3.37;2017-12-05 18:13:20.87+00;2017-12-05 18:13:20.87+00;33;19
2582;3.71;2017-12-05 18:13:20.871+00;2017-12-05 18:13:20.871+00;33;20
2583;93;2017-12-05 18:13:20.871+00;2017-12-05 18:13:20.871+00;33;1
2584;1.3;2017-12-05 18:13:20.871+00;2017-12-05 18:13:20.871+00;33;5
2587;2919;2017-12-05 18:13:20.872+00;2017-12-05 18:13:20.872+00;33;60
2588;0.37;2017-12-05 18:13:20.872+00;2017-12-05 18:13:20.872+00;33;71
2589;3.95;2017-12-05 18:13:20.872+00;2017-12-05 18:13:20.872+00;33;46
2590;5.3;2017-12-05 18:13:20.872+00;2017-12-05 18:13:20.872+00;33;32
2593;1.03;2017-12-05 18:13:20.873+00;2017-12-05 18:13:20.873+00;33;33
2594;0.15;2017-12-05 18:13:20.873+00;2017-12-05 18:13:20.873+00;33;53
2595;10.81;2017-12-05 18:13:20.873+00;2017-12-05 18:13:20.873+00;33;34
2596;0.17;2017-12-05 18:13:20.873+00;2017-12-05 18:13:20.873+00;33;7
2597;7.45;2017-12-05 18:13:20.873+00;2017-12-05 18:13:20.873+00;33;35
2598;3.2;2017-12-05 18:13:20.874+00;2017-12-05 18:13:20.874+00;33;22
2599;3.38;2017-12-05 18:13:20.874+00;2017-12-05 18:13:20.874+00;33;21
2600;3.2;2017-12-05 18:13:20.874+00;2017-12-05 18:13:20.874+00;33;23
2601;3.2;2017-12-05 18:13:20.874+00;2017-12-05 18:13:20.874+00;33;24
2602;2.945;2017-12-05 18:13:20.874+00;2017-12-05 18:13:20.874+00;33;25
2603;2.77;2017-12-05 18:13:20.875+00;2017-12-05 18:13:20.875+00;33;26
2604;3.34;2017-12-05 18:13:20.875+00;2017-12-05 18:13:20.875+00;33;27
2605;0.99;2017-12-05 18:13:20.875+00;2017-12-05 18:13:20.875+00;33;37
2606;0.11;2017-12-05 18:13:20.875+00;2017-12-05 18:13:20.875+00;33;50
2607;6.42;2017-12-05 18:13:20.875+00;2017-12-05 18:13:20.875+00;33;61
2608;0.55;2017-12-05 18:13:20.876+00;2017-12-05 18:13:20.876+00;33;64
2609;0.44;2017-12-05 18:13:20.876+00;2017-12-05 18:13:20.876+00;33;54
2610;13.6;2017-12-05 18:13:20.876+00;2017-12-05 18:13:20.876+00;33;10
2611;1.48;2017-12-05 18:13:20.876+00;2017-12-05 18:13:20.876+00;33;29
2612;1.98;2017-12-05 18:13:20.876+00;2017-12-05 18:13:20.876+00;33;30
2613;2.13;2017-12-05 18:13:20.877+00;2017-12-05 18:13:20.877+00;33;28
2614;23;2017-12-05 18:13:20.877+00;2017-12-05 18:13:20.877+00;33;72
2615;0.3;2017-12-05 18:13:20.877+00;2017-12-05 18:13:20.877+00;33;51
2616;3.7;2017-12-05 18:13:20.877+00;2017-12-05 18:13:20.877+00;33;73
2617;5.81;2017-12-05 18:13:20.877+00;2017-12-05 18:13:20.877+00;33;39
2619;75.93;2017-12-05 18:13:20.878+00;2017-12-05 18:13:20.878+00;33;3
2620;0.47;2017-12-05 18:13:20.878+00;2017-12-05 18:13:20.878+00;33;55
2621;0.58;2017-12-05 18:13:20.878+00;2017-12-05 18:13:20.878+00;33;62
2622;4.25;2017-12-05 18:13:20.882+00;2017-12-05 18:13:20.882+00;33;47
2624;84.3;2017-12-05 18:13:20.882+00;2017-12-05 18:13:20.882+00;33;12
2625;85.4;2017-12-05 18:13:20.883+00;2017-12-05 18:13:20.883+00;33;13
2626;84.3;2017-12-05 18:13:20.883+00;2017-12-05 18:13:20.883+00;33;14
2627;3.78;2017-12-05 18:13:20.883+00;2017-12-05 18:13:20.883+00;33;43
2628;1.48;2017-12-05 18:13:20.883+00;2017-12-05 18:13:20.883+00;33;44
2629;2.71;2017-12-05 18:13:20.883+00;2017-12-05 18:13:20.883+00;33;42
2630;7.03;2017-12-05 18:13:20.884+00;2017-12-05 18:13:20.884+00;33;45
2632;0.32;2017-12-05 18:13:20.884+00;2017-12-05 18:13:20.884+00;33;74
2633;0.0122;2017-12-05 18:13:20.884+00;2017-12-05 18:13:20.884+00;33;77
2634;3.2;2017-12-05 18:13:20.884+00;2017-12-05 18:13:20.884+00;33;75
2635;4.44;2017-12-05 18:13:20.885+00;2017-12-05 18:13:20.885+00;33;76
2638;1;2017-12-05 18:13:20.885+00;2017-12-05 18:13:20.885+00;33;67
2640;30;2017-12-05 18:13:20.886+00;2017-12-05 18:13:20.886+00;33;63
2647;0.28;2017-12-05 18:13:24.206+00;2017-12-05 18:13:24.206+00;34;48
2648;26.7;2017-12-05 18:13:24.206+00;2017-12-05 18:13:24.206+00;34;4
2651;0.55;2017-12-05 18:13:24.206+00;2017-12-05 18:13:24.206+00;34;49
2653;9.3;2017-12-05 18:13:24.207+00;2017-12-05 18:13:24.207+00;34;2
2655;9.76;2017-12-05 18:13:24.207+00;2017-12-05 18:13:24.207+00;34;58
2657;2.32;2017-12-05 18:13:24.208+00;2017-12-05 18:13:24.208+00;34;15
2658;2.38;2017-12-05 18:13:24.208+00;2017-12-05 18:13:24.208+00;34;16
2659;2.32;2017-12-05 18:13:24.208+00;2017-12-05 18:13:24.208+00;34;17
2660;1.52;2017-12-05 18:13:24.208+00;2017-12-05 18:13:24.208+00;34;18
2662;2.38;2017-12-05 18:13:24.209+00;2017-12-05 18:13:24.209+00;34;20
2663;89;2017-12-05 18:13:24.209+00;2017-12-05 18:13:24.209+00;34;1
2664;2.6;2017-12-05 18:13:24.209+00;2017-12-05 18:13:24.209+00;34;5
2665;2.6;2017-12-05 18:13:24.209+00;2017-12-05 18:13:24.209+00;34;6
2666;90;2017-12-05 18:13:24.209+00;2017-12-05 18:13:24.209+00;34;11
2667;248.68;2017-12-05 18:13:24.209+00;2017-12-05 18:13:24.209+00;34;60
2674;1.85;2017-12-05 18:13:24.211+00;2017-12-05 18:13:24.211+00;34;53
2679;1.89;2017-12-05 18:13:24.212+00;2017-12-05 18:13:24.212+00;34;21
2684;2;2017-12-05 18:13:24.213+00;2017-12-05 18:13:24.213+00;34;27
2686;0.35;2017-12-05 18:13:24.213+00;2017-12-05 18:13:24.213+00;34;50
2687;216.82;2017-12-05 18:13:24.213+00;2017-12-05 18:13:24.213+00;34;61
2688;1.3;2017-12-05 18:13:24.213+00;2017-12-05 18:13:24.213+00;34;64
2689;0.1;2017-12-05 18:13:24.214+00;2017-12-05 18:13:24.214+00;34;54
2691;0.59;2017-12-05 18:13:24.214+00;2017-12-05 18:13:24.214+00;34;29
2692;1.15;2017-12-05 18:13:24.214+00;2017-12-05 18:13:24.214+00;34;30
2693;1.1;2017-12-05 18:13:24.214+00;2017-12-05 18:13:24.214+00;34;28
2695;0.16;2017-12-05 18:13:24.215+00;2017-12-05 18:13:24.215+00;34;51
2700;0.11;2017-12-05 18:13:24.216+00;2017-12-05 18:13:24.216+00;34;55
2701;0.03;2017-12-05 18:13:24.216+00;2017-12-05 18:13:24.216+00;34;62
2704;53.9;2017-12-05 18:13:24.216+00;2017-12-05 18:13:24.216+00;34;12
2705;51.4;2017-12-05 18:13:24.217+00;2017-12-05 18:13:24.217+00;34;13
2706;53.9;2017-12-05 18:13:24.217+00;2017-12-05 18:13:24.217+00;34;14
2714;9.9;2017-12-05 18:13:24.218+00;2017-12-05 18:13:24.218+00;34;75
2720;68.75;2017-12-05 18:13:24.219+00;2017-12-05 18:13:24.219+00;34;63
2721;9;2017-12-05 18:13:27.585+00;2017-12-05 18:13:27.585+00;35;9
2727;0.15;2017-12-05 18:13:27.586+00;2017-12-05 18:13:27.586+00;35;48
2728;7.8;2017-12-05 18:13:27.587+00;2017-12-05 18:13:27.587+00;35;4
2733;5.4;2017-12-05 18:13:27.588+00;2017-12-05 18:13:27.588+00;35;2
2737;1.29;2017-12-05 18:13:27.588+00;2017-12-05 18:13:27.588+00;35;15
2738;0.89;2017-12-05 18:13:27.589+00;2017-12-05 18:13:27.589+00;35;16
2739;1.29;2017-12-05 18:13:27.589+00;2017-12-05 18:13:27.589+00;35;17
2740;0.64;2017-12-05 18:13:27.589+00;2017-12-05 18:13:27.589+00;35;18
2742;0.89;2017-12-05 18:13:27.589+00;2017-12-05 18:13:27.589+00;35;20
2743;31;2017-12-05 18:13:27.59+00;2017-12-05 18:13:27.59+00;35;1
2744;1.1;2017-12-05 18:13:27.59+00;2017-12-05 18:13:27.59+00;35;5
2745;1.1;2017-12-05 18:13:27.59+00;2017-12-05 18:13:27.59+00;35;6
2746;41;2017-12-05 18:13:27.59+00;2017-12-05 18:13:27.59+00;35;11
2747;92.46;2017-12-05 18:13:27.59+00;2017-12-05 18:13:27.59+00;35;60
2754;0.7;2017-12-05 18:13:27.592+00;2017-12-05 18:13:27.592+00;35;53
2759;0.85;2017-12-05 18:13:27.593+00;2017-12-05 18:13:27.593+00;35;21
2764;0.76;2017-12-05 18:13:27.594+00;2017-12-05 18:13:27.594+00;35;27
2766;0.05;2017-12-05 18:13:27.594+00;2017-12-05 18:13:27.594+00;35;50
2768;0.4;2017-12-05 18:13:27.594+00;2017-12-05 18:13:27.594+00;35;64
2769;0.04;2017-12-05 18:13:27.594+00;2017-12-05 18:13:27.594+00;35;54
2770;17;2017-12-05 18:13:27.595+00;2017-12-05 18:13:27.595+00;35;10
2771;0.33;2017-12-05 18:13:27.595+00;2017-12-05 18:13:27.595+00;35;29
2772;0.51;2017-12-05 18:13:27.595+00;2017-12-05 18:13:27.595+00;35;30
2773;0.52;2017-12-05 18:13:27.595+00;2017-12-05 18:13:27.595+00;35;28
2775;0.14;2017-12-05 18:13:27.596+00;2017-12-05 18:13:27.596+00;35;51
2780;0.05;2017-12-05 18:13:27.597+00;2017-12-05 18:13:27.597+00;35;55
2784;20.2;2017-12-05 18:13:27.597+00;2017-12-05 18:13:27.597+00;35;12
2785;22.2;2017-12-05 18:13:27.597+00;2017-12-05 18:13:27.597+00;35;13
2786;20.2;2017-12-05 18:13:27.598+00;2017-12-05 18:13:27.598+00;35;14
2798;47.8;2017-12-05 18:13:27.6+00;2017-12-05 18:13:27.6+00;35;67
2801;3.7;2017-12-05 18:13:30.928+00;2017-12-05 18:13:30.928+00;36;9
2803;2.2;2017-12-05 18:13:30.928+00;2017-12-05 18:13:30.928+00;36;31
2804;2.42;2017-12-05 18:13:30.929+00;2017-12-05 18:13:30.929+00;36;36
2806;1.04;2017-12-05 18:13:30.929+00;2017-12-05 18:13:30.929+00;36;69
2807;0.14;2017-12-05 18:13:30.929+00;2017-12-05 18:13:30.929+00;36;48
2808;3.2;2017-12-05 18:13:30.929+00;2017-12-05 18:13:30.929+00;36;4
2810;3847;2017-12-05 18:13:30.93+00;2017-12-05 18:13:30.93+00;36;70
2811;0.07;2017-12-05 18:13:30.93+00;2017-12-05 18:13:30.93+00;36;49
2812;0.5;2017-12-05 18:13:30.93+00;2017-12-05 18:13:30.93+00;36;56
2813;43.4;2017-12-05 18:13:30.93+00;2017-12-05 18:13:30.93+00;36;2
2815;38.44;2017-12-05 18:13:30.931+00;2017-12-05 18:13:30.931+00;36;58
2816;0.5;2017-12-05 18:13:30.931+00;2017-12-05 18:13:30.931+00;36;38
2817;3.278;2017-12-05 18:13:30.931+00;2017-12-05 18:13:30.931+00;36;15
2818;3.18;2017-12-05 18:13:30.931+00;2017-12-05 18:13:30.931+00;36;16
2819;3.278;2017-12-05 18:13:30.932+00;2017-12-05 18:13:30.932+00;36;17
2820;3.07;2017-12-05 18:13:30.932+00;2017-12-05 18:13:30.932+00;36;18
2822;3.18;2017-12-05 18:13:30.932+00;2017-12-05 18:13:30.932+00;36;20
2823;93;2017-12-05 18:13:30.932+00;2017-12-05 18:13:30.932+00;36;1
2824;1;2017-12-05 18:13:30.932+00;2017-12-05 18:13:30.932+00;36;5
2825;1;2017-12-05 18:13:30.933+00;2017-12-05 18:13:30.933+00;36;6
2827;83.2;2017-12-05 18:13:30.933+00;2017-12-05 18:13:30.933+00;36;60
2828;9.69;2017-12-05 18:13:30.933+00;2017-12-05 18:13:30.933+00;36;71
2829;2.09;2017-12-05 18:13:30.933+00;2017-12-05 18:13:30.933+00;36;46
2830;1.09;2017-12-05 18:13:30.934+00;2017-12-05 18:13:30.934+00;36;32
2831;0.35;2017-12-05 18:13:30.934+00;2017-12-05 18:13:30.934+00;36;59
2833;2.15;2017-12-05 18:13:30.934+00;2017-12-05 18:13:30.934+00;36;33
2834;1.68;2017-12-05 18:13:30.934+00;2017-12-05 18:13:30.934+00;36;53
2835;3.13;2017-12-05 18:13:30.935+00;2017-12-05 18:13:30.935+00;36;34
2836;0.05;2017-12-05 18:13:30.935+00;2017-12-05 18:13:30.935+00;36;7
2837;3.22;2017-12-05 18:13:30.935+00;2017-12-05 18:13:30.935+00;36;35
2838;2.756;2017-12-05 18:13:30.935+00;2017-12-05 18:13:30.935+00;36;22
2839;2.86;2017-12-05 18:13:30.935+00;2017-12-05 18:13:30.935+00;36;21
2840;2.756;2017-12-05 18:13:30.936+00;2017-12-05 18:13:30.936+00;36;23
2841;2.756;2017-12-05 18:13:30.936+00;2017-12-05 18:13:30.936+00;36;24
2842;2.87;2017-12-05 18:13:30.936+00;2017-12-05 18:13:30.936+00;36;25
2843;2.07;2017-12-05 18:13:30.936+00;2017-12-05 18:13:30.936+00;36;26
2844;2.79;2017-12-05 18:13:30.936+00;2017-12-05 18:13:30.936+00;36;27
2845;0.74;2017-12-05 18:13:30.936+00;2017-12-05 18:13:30.936+00;36;37
2846;0.24;2017-12-05 18:13:30.937+00;2017-12-05 18:13:30.937+00;36;50
2847;6.74;2017-12-05 18:13:30.937+00;2017-12-05 18:13:30.937+00;36;61
2848;1;2017-12-05 18:13:30.937+00;2017-12-05 18:13:30.937+00;36;64
2849;0.07;2017-12-05 18:13:30.937+00;2017-12-05 18:13:30.937+00;36;54
2850;4;2017-12-05 18:13:30.937+00;2017-12-05 18:13:30.937+00;36;10
2851;1.19;2017-12-05 18:13:30.938+00;2017-12-05 18:13:30.938+00;36;29
2852;1.69;2017-12-05 18:13:30.938+00;2017-12-05 18:13:30.938+00;36;30
2853;1.79;2017-12-05 18:13:30.938+00;2017-12-05 18:13:30.938+00;36;28
2854;443.3;2017-12-05 18:13:30.938+00;2017-12-05 18:13:30.938+00;36;72
2855;1.36;2017-12-05 18:13:30.938+00;2017-12-05 18:13:30.938+00;36;51
2856;81.5;2017-12-05 18:13:30.938+00;2017-12-05 18:13:30.938+00;36;73
2857;1.83;2017-12-05 18:13:30.939+00;2017-12-05 18:13:30.939+00;36;39
2860;0.43;2017-12-05 18:13:30.939+00;2017-12-05 18:13:30.939+00;36;55
2861;0.91;2017-12-05 18:13:30.939+00;2017-12-05 18:13:30.939+00;36;62
2864;72.1;2017-12-05 18:13:30.94+00;2017-12-05 18:13:30.94+00;36;12
2865;73.7;2017-12-05 18:13:30.94+00;2017-12-05 18:13:30.94+00;36;13
2866;72.1;2017-12-05 18:13:30.94+00;2017-12-05 18:13:30.94+00;36;14
2867;2.2;2017-12-05 18:13:30.941+00;2017-12-05 18:13:30.941+00;36;43
2868;0.56;2017-12-05 18:13:30.941+00;2017-12-05 18:13:30.941+00;36;44
2869;1.55;2017-12-05 18:13:30.941+00;2017-12-05 18:13:30.941+00;36;42
2870;2.39;2017-12-05 18:13:30.941+00;2017-12-05 18:13:30.941+00;36;45
2872;85.21;2017-12-05 18:13:30.941+00;2017-12-05 18:13:30.941+00;36;74
2873;0.00106;2017-12-05 18:13:30.942+00;2017-12-05 18:13:30.942+00;36;77
2874;33.6;2017-12-05 18:13:30.942+00;2017-12-05 18:13:30.942+00;36;75
2875;36.66;2017-12-05 18:13:30.942+00;2017-12-05 18:13:30.942+00;36;76
2878;2.1;2017-12-05 18:13:30.943+00;2017-12-05 18:13:30.943+00;36;67
2880;38.97;2017-12-05 18:13:30.943+00;2017-12-05 18:13:30.943+00;36;63
2881;21.9;2017-12-05 18:13:34.304+00;2017-12-05 18:13:34.304+00;37;9
2883;1.53;2017-12-05 18:13:34.305+00;2017-12-05 18:13:34.305+00;37;31
2884;0.816;2017-12-05 18:13:34.305+00;2017-12-05 18:13:34.305+00;37;36
2885;0.19;2017-12-05 18:13:34.305+00;2017-12-05 18:13:34.305+00;37;52
2886;0.24;2017-12-05 18:13:34.305+00;2017-12-05 18:13:34.305+00;37;69
2887;0.32;2017-12-05 18:13:34.306+00;2017-12-05 18:13:34.306+00;37;48
2888;13.2;2017-12-05 18:13:34.306+00;2017-12-05 18:13:34.306+00;37;4
2890;1723;2017-12-05 18:13:34.306+00;2017-12-05 18:13:34.306+00;37;70
2891;0.15;2017-12-05 18:13:34.307+00;2017-12-05 18:13:34.307+00;37;49
2892;0.07;2017-12-05 18:13:34.307+00;2017-12-05 18:13:34.307+00;37;56
2893;26.5;2017-12-05 18:13:34.307+00;2017-12-05 18:13:34.307+00;37;2
2895;21;2017-12-05 18:13:34.307+00;2017-12-05 18:13:34.307+00;37;58
2896;0.49;2017-12-05 18:13:34.307+00;2017-12-05 18:13:34.307+00;37;38
2897;2.644;2017-12-05 18:13:34.308+00;2017-12-05 18:13:34.308+00;37;15
2898;2.91;2017-12-05 18:13:34.308+00;2017-12-05 18:13:34.308+00;37;16
2899;2.644;2017-12-05 18:13:34.308+00;2017-12-05 18:13:34.308+00;37;17
2900;2.53;2017-12-05 18:13:34.308+00;2017-12-05 18:13:34.308+00;37;18
2901;2.1;2017-12-05 18:13:34.308+00;2017-12-05 18:13:34.308+00;37;19
2902;2.91;2017-12-05 18:13:34.309+00;2017-12-05 18:13:34.309+00;37;20
2903;92;2017-12-05 18:13:34.309+00;2017-12-05 18:13:34.309+00;37;1
2904;7.3;2017-12-05 18:13:34.309+00;2017-12-05 18:13:34.309+00;37;5
2905;7.3;2017-12-05 18:13:34.309+00;2017-12-05 18:13:34.309+00;37;6
2906;16.56;2017-12-05 18:13:34.309+00;2017-12-05 18:13:34.309+00;37;11
2907;250;2017-12-05 18:13:34.31+00;2017-12-05 18:13:34.31+00;37;60
2908;7.1;2017-12-05 18:13:34.31+00;2017-12-05 18:13:34.31+00;37;71
