id;value;ingredientId;nutrientId
10026;0;132;50
10031;0;132;29
10036;0;132;73
10041;0;132;62
10046;0;132;14
10051;0;132;65
10056;0;132;78
10065;1.86;133;36
10070;1996;133;70
10075;11;133;58
10080;2.35;133;18
10084;0;133;6
10089;6.65;133;46
10095;2.98;133;34
10100;2.5;133;23
10104;2.48;133;27
10109;0.63;133;54
10114;49;133;72
10119;43.8;133;3
10124;65;133;12
10130;2.04;133;45
10135;4.6;133;76
10140;96;133;63
10142;3.6;134;31
10149;2077;134;70
10155;10;134;58
10158;2.9;134;16
10163;93;134;1
10168;440;134;60
10173;1.6;134;33
10181;3.018;134;24
10186;0.8;134;37
10191;1.1;134;29
10196;5;134;73
10202;2.3;134;47
10207;67;134;14
10211;0;134;65
10216;0;134;66
10220;94;134;63
10223;0;135;31
10227;0;135;48
10232;0;135;2
10237;8.475;135;15
10242;8.475;135;20
10247;0;135;60
10251;0;135;59
10255;0;135;34
10259;8.135;135;21
10267;0;135;61
10272;5.2;135;30
10277;0;135;39
10282;0;135;47
10286;177;135;14
10290;0;135;45
10295;0;135;76
10299;0;135;68
10302;0;136;8
10307;0;136;48
10312;0;136;56
10317;0;136;16
10324;0;136;5
10327;0;136;71
10332;0;136;79
10339;2.6;136;23
10345;98;136;37
10348;0;136;64
10353;0;136;28
10357;0;136;39
10364;0;136;12
10369;0;136;42
10374;0;136;75
10378;0;136;67
10382;0;137;8
10388;0;137;4
10394;0;137;58
10397;0;137;17
10401;0;137;19
10408;0;137;71
10413;0;137;33
10418;2.6;137;22
10423;2.03;137;26
10428;0;137;64
10433;0;137;28
10440;0;137;55
10445;0;137;13
10450;0;137;45
10455;0;137;76
10459;0;137;68
10464;0;138;31
10469;0;138;80
10473;0;138;2
10477;0;138;15
10483;98;138;1
10487;0;138;71
9900;0;130;63
9903;0;131;8
9908;0;131;4
9913;31.25;131;2
9918;0;131;16
9924;100;131;1
9928;0;131;46
9932;0;131;79
9940;0;131;21
9945;2.6;131;24
9949;0;131;54
9953;0;131;28
9958;0;131;40
9963;0;131;41
9967;0;131;43
9972;0;131;74
9977;0;131;66
9984;40;132;36
9990;0;132;70
9994;0;132;57
10000;0;132;18
10003;100;132;1
10008;0;132;71
10013;0;132;33
10018;2.6;132;22
10023;3.74;132;26
10028;0;132;64
10033;0;132;28
10038;0;132;40
10043;0;132;41
10049;0;132;42
10054;0;132;75
10059;0;132;68
10061;0;133;8
10066;0.08;133;69
10071;0.69;133;49
10079;0.5;133;38
10085;10.9;133;5
10090;0.91;133;32
10094;1.34;133;33
10098;2.5;133;22
10103;2.02;133;26
10108;2.5;133;64
10113;1.57;133;28
10118;0;133;40
10123;0;133;41
10128;0.28;133;44
10133;0.09;133;77
10138;1.6;133;67
10141;8.3;134;9
10146;0.08;134;69
10151;0.97;134;49
10160;2.38;134;18
10165;12;134;5
10170;1.14;134;32
10177;3.07;134;35
10179;2.65;134;21
10183;2.1;134;26
10189;0.8;134;54
10193;57;134;72
10198;0;134;40
10203;0;134;41
10208;0.35;134;44
10213;0.08;134;77
10218;1.2;134;67
10221;0;135;9
10226;0;135;69
10235;0;135;49
10239;8.475;135;18
10244;100;135;5
10250;0;135;32
10254;0;135;79
10256;2.7;135;7
10262;8.135;135;25
10266;0;135;50
10271;5.2;135;29
10275;0;135;51
10279;0;135;55
10283;0;135;41
10288;0;135;44
10294;0;135;75
10297;0;135;67
10305;0;136;52
10310;0;136;70
10315;0;136;58
10320;0;136;18
10325;0;136;6
10329;0;136;32
10334;0;136;53
10338;0;136;21
10343;5.02;136;26
10349;0;136;54
10354;0;136;72
10359;0;136;40
10362;0;136;47
10367;0;136;43
10372;0;136;74
10377;0;136;66
10384;0;137;52
10389;0;137;80
10393;23.5;137;2
10398;0;137;15
10402;0;137;20
10406;0;137;11
10412;0;137;79
10417;0;137;35
10422;2.11;137;25
10427;0;137;61
10432;0;137;30
10437;0;137;39
10442;0;137;47
10447;0;137;43
10452;0;137;74
10458;0;137;67
10461;0;138;9
10466;0;138;69
10474;0;138;57
10479;0;138;17
10484;0;138;5
10488;0;138;60
10492;0;138;79
10497;0;138;35
10505;0;138;37
10510;0;138;29
10516;0;138;51
10521;0;138;62
10526;0;138;14
10530;0;138;45
10535;0;138;76
10540;0;138;63
10541;0;139;31
10546;0;139;69
10551;0;139;49
10558;0;139;16
10565;0;139;6
10569;0;139;46
10573;0;139;33
10578;0;139;22
10583;0;139;26
10588;0;139;64
10593;0;139;28
10598;0;139;40
10603;0;139;41
10608;0;139;44
10613;0;139;77
10618;0;139;67
10622;13.8;140;9
10626;0.05;140;48
10631;0.14;140;49
10636;0.18;140;38
10641;2.9;140;19
10646;35;140;11
10651;0;140;59
10656;1.92;140;7
10661;2;140;24
10670;0.16;140;50
10673;1.9;140;28
10680;0.12;140;55
10684;57.2;140;12
10689;0.31;140;42
10695;0;140;76
10700;13.88;140;63
10705;0;141;52
10710;0;141;70
10713;0;141;2
10718;0;141;16
10723;97;141;1
10727;0;141;71
10732;0;141;79
10737;0;141;35
10742;0;141;25
10747;463660;141;61
10752;0;141;30
10757;0;141;39
10762;0;141;47
10767;0;141;43
10772;0;141;74
10777;0;141;66
10785;0;142;52
10790;0;142;48
10794;0;142;58
10798;0;142;16
10804;0;142;5
10809;0;142;32
10812;0;142;33
10817;0;142;22
10822;0;142;26
10827;0;142;64
10832;0;142;28
10840;0;142;62
10842;0;142;41
10849;0;142;45
10853;0;142;76
10856;0;142;66
10859;0;142;63
10861;0;143;9
10867;0;143;4
10872;0;143;2
10876;0;143;16
10883;100;143;1
10885;0;143;11
10890;0;143;59
10895;0;143;7
10900;0;143;24
10908;0;143;54
10912;0;143;28
10918;0;143;3
10921;0;143;47
10929;0;143;45
10933;0;143;77
10936;0;143;66
11141;0;146;25
11145;227891;146;61
11150;0;146;29
11155;0;146;73
11160;0;146;62
11165;0;146;14
11170;0;146;65
11175;0;146;66
11181;0;147;36
11186;0;147;48
11191;0;147;56
11195;0;147;38
11200;0;147;19
11205;0;147;11
11210;0;147;59
11215;0;147;7
11220;0;147;24
11225;0;147;50
11231;0;147;29
11236;0;147;39
11241;0;147;47
11246;0;147;43
11251;0;147;74
11256;0;147;66
11263;0;148;52
11269;0;148;70
11274;0;148;58
11279;0;148;18
11284;0;148;6
10493;0;138;33
10498;0;138;22
10506;55.08;138;50
10509;0;138;10
10514;0;138;72
10519;0;138;3
10524;0;138;12
10529;0;138;42
10534;0;138;75
10539;0;138;68
10544;0;139;8
10549;0;139;80
10554;0;139;57
10559;0;139;17
10564;0;139;5
10568;0;139;71
10575;0;139;34
10579;0;139;21
10584;0;139;27
10590;0;139;10
10594;0;139;72
10599;0;139;3
10604;0;139;12
10609;0;139;42
10614;0;139;75
10619;0;139;68
10623;0.41;140;31
10627;6.2;140;4
10632;0.04;140;56
10637;3.436;140;17
10643;90;140;1
10649;0.31;140;46
10655;0.43;140;53
10657;0.23;140;35
10665;0.31;140;37
10667;0.7;140;64
10675;0.29;140;51
10678;0;140;40
10683;0;140;41
10688;0.16;140;44
10693;0;140;77
10698;0;140;67
10701;0;141;9
10706;0;141;69
10711;0;141;49
10716;0;141;38
10721;0;141;19
10726;0;141;11
10731;0;141;59
10736;0;141;7
10741;0;141;24
10746;0;141;50
10751;0;141;29
10756;0;141;73
10761;0;141;62
10766;0;141;14
10771;0;141;65
10776;0;141;78
10784;0;142;36
10789;35.8;142;49
10793;0;142;57
10799;0;142;17
10805;0;142;6
10806;0;142;60
10815;0;142;7
10820;0;142;24
10825;0;142;50
10829;0;142;10
10834;0;142;51
10838;0;142;40
10845;0;142;13
10846;0;142;43
10854;0;142;74
10858;0;142;68
10864;0;143;52
10869;0;143;70
10871;0;143;56
10879;0;143;18
10881;0;143;20
10888;0;143;46
10893;0;143;53
10898;0;143;21
10903;0;143;27
10906;277000;143;61
10914;0;143;72
10917;0;143;40
10923;0;143;12
10926;0;143;43
10932;0;143;75
10937;0;143;67
11289;0;148;32
11294;0;148;34
11297;0;148;22
11299;0;148;23
11307;632700;148;64
11310;0;148;29
11315;0;148;73
11320;0;148;62
11325;0;148;14
11330;0;148;65
11335;0;148;78
11342;0;149;36
11346;0;149;4
11352;0;149;2
11358;0;149;17
11363;0;149;5
11368;0;149;46
11373;0;149;53
11378;0;149;21
11383;0;149;27
11388;0;149;54
11393;0;149;72
11398;0;149;3
11403;0;149;12
11408;0;149;42
11414;0;149;75
11419;0;149;63
11420;0;150;31
11427;0;150;69
11432;3.86;150;2
10496;0;138;7
10507;0;138;61
10511;0;138;30
10515;0;138;73
10520;0;138;55
10525;0;138;13
10532;0;138;74
10537;0;138;66
10543;0;139;52
10547;3;139;48
10553;0;139;56
10557;0;139;15
10562;0;139;20
10567;0;139;60
10572;0;139;79
10577;0;139;35
10582;0;139;25
10587;0;139;61
10592;0;139;30
10597;0;139;39
10601;0;139;47
10606;0;139;14
10611;0;139;65
10616;0;139;78
10625;0.17;140;36
10630;746;140;70
10634;0;140;57
10639;2.52;140;16
10642;2.52;140;20
10650;0.2;140;32
10652;0;140;79
10660;2;140;23
10662;2.7;140;25
10669;15.8;140;10
10674;49;140;72
10679;0;140;3
10685;64.5;140;13
10690;0.57;140;45
10694;1.8;140;75
10699;0;140;68
10702;0;141;8
10708;0;141;4
10714;0;141;58
10719;0;141;17
10724;0;141;5
10729;0;141;46
10734;0;141;53
10740;0;141;23
10745;0;141;37
10749;0;141;54
10755;0;141;51
10759;0;141;3
10764;0;141;12
10769;0;141;42
10775;0;141;76
10779;0;141;68
10782;0;142;31
10788;0;142;70
10792;0;142;2
10797;0;142;18
10801;0;142;20
10810;0;142;59
10813;0;142;53
10818;0;142;23
10824;0;142;37
10828;0;142;54
10835;0;142;73
10837;0;142;3
10843;0;142;14
10848;0;142;42
10851;0;142;75
10862;0;143;31
10866;0;143;48
10874;0;143;58
10878;0;143;15
10884;0;143;6
10887;0;143;71
10891;0;143;79
10897;0;143;22
10902;0;143;26
10907;0;143;64
10911;0;143;30
10919;0;143;55
10922;0;143;41
10928;0;143;42
10931;0;143;76
10935;0;143;78
11341;0;149;8
11348;0;149;70
11353;0;149;57
11357;0;149;16
11362;99.5;149;1
11366;0;149;60
11371;0;149;79
11376;0;149;35
11381;0;149;25
11386;0;149;61
11391;0;149;30
11396;0;149;39
11401;0;149;47
11406;0;149;43
11411;0;149;74
11417;0;149;67
11422;14.3;150;9
11426;12.1;150;4
11431;0.33;150;56
11436;2.426;150;15
11441;2.29;150;20
11446;680;150;60
11452;3;150;53
11457;1.5;150;22
11462;1.75;150;26
11474;0.5;150;64
11479;0.43;150;55
11484;70;150;13
11489;0;150;45
11494;1;150;76
11499;11.5;150;63
11502;0;151;31
11507;0.4;151;4
10500;0;138;23
10504;0;138;27
10512;0;138;54
10517;0;138;39
10522;0;138;47
10527;0;138;43
10531;0;138;65
10536;0;138;78
10542;0;139;36
10548;0;139;4
10552;0;139;2
10556;0;139;38
10561;0;139;19
10566;0;139;11
10571;0;139;59
10576;0;139;7
10581;0;139;24
10586;55.08;139;50
10591;0;139;29
10596;0;139;73
10602;0;139;62
10607;0;139;43
10612;0;139;74
10617;0;139;66
10624;0;140;52
10629;0;140;80
10635;21.75;140;58
10638;3.436;140;15
10644;3.9;140;5
10647;57.44;140;60
10653;1.24;140;34
10658;2;140;22
10664;2.14;140;27
10666;29.67;140;61
10671;1.29;140;29
10676;8.8;140;73
10681;0;140;62
10686;57.2;140;14
10691;0;140;65
10696;0;140;78
10703;0;141;31
10707;0;141;48
10712;0;141;56
10717;0;141;15
10722;0;141;20
10728;0;141;60
10733;0;141;33
10738;0;141;22
10743;0;141;26
10748;0;141;64
10753;0;141;28
10758;0;141;40
10763;0;141;41
10768;0;141;44
10774;0;141;75
10780;0;141;63
10783;0;142;8
10787;0;142;4
10791;0;142;56
10796;0;142;15
10802;0;142;11
10808;0;142;71
10814;0;142;34
10819;0;142;21
10823;0;142;27
10830;0;142;29
10833;0;142;72
10839;0;142;55
10844;0;142;12
10847;0;142;44
10852;0;142;77
10857;0;142;67
10863;0;143;36
10868;0;143;80
10873;0;143;57
10877;0;143;17
10882;0;143;5
10886;0;143;60
10892;0;143;33
10896;0;143;35
10901;0;143;25
10905;0;143;50
10910;0;143;29
10915;0;143;73
10920;0;143;62
10925;0;143;14
10934;0;143;74
10939;0;143;63
11438;2.426;150;17
11444;0.2;150;6
11447;0.51;150;71
11451;0;150;79
11456;0;150;35
11461;2;150;25
11466;84;150;61
11470;1.3;150;30
11475;13.8;150;73
11480;0.01;150;62
11485;70.4;150;14
11490;0;150;65
11495;0;150;78
11501;0;151;36
11508;0;151;80
11512;4.3;151;2
11515;2.881;151;15
11520;2.5;151;19
11525;0;151;11
11530;1.56;151;59
11535;0;151;7
11540;1.889;151;24
11541;1.9;151;26
11545;0.31;151;50
11549;0;151;10
11550;1.18;151;29
11552;1.7;151;28
11554;0.08;151;51
11556;14.86;151;3
11558;0.34;151;55
11559;37.4;151;73
11562;0;151;47
10502;0;138;25
10503;0;138;26
10508;0;138;64
10513;0;138;28
10518;0;138;40
10523;0;138;41
10528;0;138;44
10533;0;138;77
10538;0;138;67
10545;0;139;9
10550;0;139;70
10555;0;139;58
10560;0;139;18
10563;100;139;1
10570;0;139;32
10574;0;139;53
10580;0;139;23
10585;0;139;37
10589;0;139;54
10595;0;139;51
10600;0;139;55
10605;0;139;13
10610;0;139;45
10615;0;139;76
10620;0;139;63
10621;0;140;8
10628;0;140;69
10633;11.9;140;2
10640;2.8;140;18
10645;3.9;140;6
10648;0.22;140;71
10654;0.46;140;33
10659;3.02;140;21
10663;3.18;140;26
10668;0.04;140;54
10672;1.79;140;30
10677;0.56;140;39
10682;0.4;140;47
10687;0.4;140;43
10692;6.58;140;74
10697;0;140;66
10704;0;141;36
10709;0;141;80
10715;0;141;57
10720;0;141;18
10725;0;141;6
10730;0;141;32
10735;0;141;34
10739;0;141;21
10744;0;141;27
10750;0;141;10
10754;0;141;72
10760;0;141;55
10765;0;141;13
10770;0;141;45
10773;0;141;77
10778;0;141;67
10781;0;142;9
10786;0;142;69
10795;0;142;38
10800;0;142;19
10803;100;142;1
10807;0;142;46
10811;0;142;79
10816;0;142;35
10821;0;142;25
10826;430000;142;61
10831;0;142;30
10836;0;142;39
10841;0;142;47
10850;0;142;65
10855;0;142;78
10860;0;143;8
10865;0;143;69
10870;56.34;143;49
10875;0;143;38
10880;0;143;19
10889;0;143;32
10894;0;143;34
10899;0;143;23
10904;0;143;37
10909;0;143;10
10913;0;143;51
10916;0;143;39
10924;0;143;13
10927;0;143;44
10930;0;143;65
10938;0;143;68
11511;1.17;151;56
11516;2.59;151;16
11524;0.2;151;6
11529;0;151;46
11531;0;151;79
11536;0;151;35
11544;0;151;37
11547;1.1;151;64
11548;0.16;151;54
11551;1.41;151;30
11553;36.4;151;72
11555;0;151;40
11557;0;151;39
11560;0;151;62
11561;0;151;41
11563;58.7;151;12
11564;61.1;151;13
11565;58.7;151;14
11566;0;151;43
11567;0;151;44
11568;0;151;42
11569;0;151;45
11570;0;151;65
11571;0.86;151;74
11572;4.21;151;76
11573;0;151;77
11574;2.8;151;75
11575;0;151;78
11576;0;151;66
11577;5.4;151;67
11578;0;151;68
11579;15.56;151;63
10940;0;144;9
10945;0;144;69
10953;0;144;57
10958;0;144;17
10962;99;144;1
10966;0;144;71
10973;0;144;53
10976;0;144;35
10982;0;144;25
10987;0;144;64
10990;0;144;30
10996;0;144;39
11001;0;144;47
11009;0;144;44
11014;0;144;76
11016;0;144;66
11022;0;145;31
11027;0;145;4
11032;0;145;2
11038;0;145;17
11043;100;145;1
11048;0;145;46
11053;0;145;53
11058;0;145;21
11062;0;145;26
11068;19;145;54
11072;0;145;28
11079;18.97;145;55
11083;0;145;12
11088;0;145;42
11092;0;145;77
11097;0;145;67
11100;0;146;9
11105;0;146;69
11110;0;146;49
11115;0;146;38
11124;0;146;19
11128;0;146;46
11132;0;146;33
11136;0;146;35
11140;0;146;24
11144;0;146;50
11149;0;146;10
11154;0;146;51
11159;13.3;146;55
11164;0;146;13
11169;0;146;45
11176;0;146;76
11184;0;147;52
11189;0;147;70
11193;0;147;58
11199;0;147;18
11203;0;147;6
11208;0;147;46
11213;0;147;53
11219;0;147;23
11223;0;147;27
11228;0;147;54
11234;0;147;51
11239;0;147;55
11243;0;147;12
11247;0;147;44
11252;0;147;77
11257;0;147;67
11260;0;148;9
11265;0;148;69
11270;0;148;49
11275;0;148;38
11280;0;148;19
11285;0;148;11
11291;0;148;79
11296;0;148;35
11311;0;148;30
11316;0;148;39
11321;0;148;47
11326;0;148;43
11331;0;148;74
11336;0;148;66
11344;0;149;52
11345;0;149;48
11350;0;149;49
11355;0;149;38
11360;0;149;19
11365;0;149;11
11370;0;149;59
11375;0;149;7
11380;0;149;24
11385;0;149;50
11390;0;149;29
11395;0;149;73
11400;0;149;62
11405;0;149;14
11410;0;149;65
11415;0;149;78
11424;0;150;36
11429;500;150;70
11434;0;150;57
11439;2.4;150;18
11443;0.2;150;5
11448;0;150;46
11453;0;150;34
11458;2;150;21
11463;2.1;150;27
11467;0.084;150;54
11472;9.6;150;72
11476;0;150;39
11481;0;150;47
11486;0;150;43
11491;6.49;150;74
11496;0;150;66
11503;0;151;52
11506;0.74;151;48
11513;48.82;151;58
11518;2.6;151;18
11522;74;151;1
11526;195.83;151;60
11528;0.11;151;71
11533;2.98;151;53
11534;0;151;34
11537;1.889;151;22
10941;0;144;8
10947;0;144;4
10950;0;144;49
10955;0;144;38
10960;0;144;19
10965;0;144;11
10970;0;144;59
10978;0;144;21
10983;0;144;27
10986;766755;144;61
10991;0;144;28
10995;0;144;73
11000;0;144;62
11005;0;144;14
11010;0;144;65
11015;0;144;78
11024;0;145;36
11029;0;145;70
11034;0;145;58
11039;0;145;18
11044;0;145;6
11049;0;145;32
11054;0;145;34
11059;0;145;23
11064;0;145;37
11069;0;145;10
11073;0;145;72
11078;0;145;40
11082;0;145;41
11087;0;145;44
11093;0;145;75
11098;0;145;68
11101;0;146;8
11107;0;146;4
11111;0;146;56
11119;0;146;18
11120;0;146;20
11137;0;146;22
11142;0;146;26
11147;0;146;64
11152;0;146;28
11157;0;146;40
11162;0;146;41
11167;0;146;44
11172;0;146;77
11177;0;146;67
11180;0;147;9
11185;0;147;69
11190;0;147;49
11197;0;147;16
11204;99.5;147;1
11209;0;147;32
11214;0;147;34
11218;0;147;21
11224;0;147;37
11229;0;147;10
11233;0;147;72
11238;0;147;3
11244;0;147;13
11248;0;147;42
11253;0;147;76
11259;0;147;63
11261;0;148;8
11268;0;148;80
11273;0;148;57
11278;0;148;17
11283;0;148;5
11287;0;148;71
11292;0;148;33
11301;0;148;25
11312;0;148;28
11317;0;148;40
11322;0;148;41
11327;0;148;44
11332;0;148;77
11337;0;148;67
11340;0;149;9
11349;0;149;69
11354;0;149;58
11359;0;149;18
11364;0;149;6
11369;0;149;32
11372;0;149;33
11377;0;149;22
11382;0;149;26
11387;380000;149;64
11392;0;149;28
11397;0;149;40
11402;0;149;41
11407;0;149;44
11412;0;149;77
11416;0;149;66
11423;0;150;52
11428;0;150;80
11433;21.2;150;58
11437;2.29;150;16
11442;85;150;1
11449;0;150;32
11454;0;150;33
11459;1.5;150;23
11464;0;150;37
11468;22.3;150;10
11471;1.5;150;28
11477;0;150;40
11482;0;150;41
11487;0;150;44
11492;0;150;77
11497;15;150;67
11500;0.3;151;9
11505;0.68;151;69
11510;2.26;151;49
11519;0;151;38
11521;2.59;151;20
11527;0;151;32
11532;0;151;33
11538;2.46;151;21
11539;1.889;151;23
11542;2.28;151;27
11543;2.19;151;25
11546;43.68;151;61
10942;0;144;31
10948;0;144;80
10951;0;144;2
10957;0;144;16
10963;0;144;5
10967;0;144;46
10971;0;144;79
10975;0;144;7
10980;0;144;24
10985;0;144;54
10993;0;144;29
10998;0;144;3
11003;0;144;41
11007;0;144;42
11013;0;144;75
11018;0;144;67
11020;0;145;9
11025;0;145;69
11030;0;145;49
11035;0;145;38
11040;0;145;19
11045;0;145;11
11050;0;145;59
11055;0;145;7
11060;0;145;24
11065;0;145;50
11070;0;145;29
11075;0;145;73
11080;0;145;62
11085;0;145;14
11090;0;145;65
11095;0;145;78
11104;0;146;36
11109;0;146;70
11114;0;146;58
11116;0;146;15
11123;0;146;6
11127;0;146;71
11131;0;146;79
11134;0;146;34
11138;0;146;21
11143;0;146;27
11148;0;146;54
11153;0;146;72
11158;0;146;3
11163;0;146;12
11168;0;146;42
11173;0;146;75
11178;0;146;68
11183;0;147;8
11188;0;147;80
11194;0;147;57
11198;0;147;17
11202;0;147;5
11207;0;147;71
11212;0;147;33
11217;0;147;22
11222;0;147;26
11227;574215;147;64
11232;0;147;28
11237;0;147;40
11242;0;147;41
11249;0;147;45
11254;0;147;75
11258;0;147;68
11264;0;148;31
11267;0;148;4
11272;0;148;2
11277;0;148;16
11282;99.5;148;1
11288;0;148;46
11293;0;148;53
11302;0;148;26
11304;0;148;37
11306;0;148;61
11309;0;148;10
11314;0;148;51
11319;0;148;55
11324;0;148;13
11329;0;148;45
11334;0;148;76
11339;0;148;63
11343;0;149;31
11347;0;149;80
11351;0;149;56
11356;0;149;15
11361;0;149;20
11367;0;149;71
11374;0;149;34
11379;0;149;23
11384;0;149;37
11389;0;149;10
11394;0;149;51
11399;0;149;55
11404;0;149;13
11409;0;149;45
11413;0;149;76
11418;0;149;68
11421;0;150;8
11425;0.55;150;48
11430;0.126;150;49
11435;0;150;38
11440;2.3;150;19
11445;0;150;11
11450;0.98;150;59
11455;0;150;7
11460;1.5;150;24
11465;3;150;50
11469;1.02;150;29
11473;0.3;150;51
11478;0.49;150;3
11483;70.4;150;12
11488;0;150;42
11493;1.2;150;75
11498;0;150;68
11504;0;151;8
11509;763;151;70
11514;0;151;57
11517;2.881;151;17
11523;0.2;151;5
8800;0;114;13
8805;0;114;45
8810;0;114;76
8815;0;114;63
8818;0;115;31
8824;0;115;80
8827;0;115;56
8832;0;115;15
8837;0;115;20
8842;0;115;60
8850;0;115;33
8855;0;115;23
8860;0;115;37
8865;0;115;10
8868;0;115;28
8873;0;115;40
8878;0;115;41
8884;0;115;42
8888;0;115;77
8894;0;115;68
8896;0;116;9
8901;0;116;69
8910;0;116;38
8916;0;116;19
8920;0;116;6
8926;0;116;59
8930;0;116;34
8934;0;116;21
8939;0;116;27
8947;0;116;54
8952;0;116;39
8957;0;116;47
8960;0;116;13
8967;0;116;74
8970;0;116;66
8975;0;116;63
8978;0;117;31
8982;0;117;4
8988;0;117;56
8992;0;117;15
8997;0;117;20
9003;0;117;71
9009;39.05;117;53
9015;0;117;23
9019;0;117;27
9024;0;117;54
9029;0;117;72
9034;0;117;3
9039;0;117;12
9042;0;117;43
9045;0;117;45
9047;0;117;74
9050;0;117;76
9053;0;117;67
9056;0;118;9
9061;0;118;69
9066;0;118;49
9071;0;118;38
9076;0;118;19
9081;0;118;11
9086;0;118;59
9094;0;118;21
9099;0;118;27
9104;0;118;54
9109;0;118;72
9114;0;118;3
9119;0;118;12
9124;0;118;42
9126;0;118;74
9131;0;118;78
9138;0;119;31
9143;0;119;4
9148;0;119;2
9155;0;119;18
9160;0;119;6
9165;0;119;32
9169;50;119;53
9175;0;119;22
9178;0;119;26
9184;0;119;54
9188;0;119;28
9195;0;119;55
9199;0;119;12
9204;0;119;42
9208;0;119;77
9212;0;119;66
9219;0;120;52
9224;0;120;80
9229;0;120;57
9234;0;120;17
9237;100;120;1
9241;0;120;11
9246;681700;120;59
9251;0;120;7
9256;0;120;24
9261;0;120;50
9266;0;120;29
9271;0;120;73
9276;0;120;62
9281;0;120;14
9286;0;120;65
9291;0;120;78
11580;0;152;9
11585;0;152;69
11590;0;152;49
11599;0;152;38
11604;0;152;6
11609;0;152;32
11614;0;152;34
11618;0;152;21
11624;0;152;37
11628;0;152;54
11633;0;152;72
11636;0;152;39
11640;0;152;62
11653;0;152;75
11657;0;152;67
11660;0;153;9
11665;0;153;69
11670;59.95;153;49
11679;0;153;18
11684;0;153;6
11688;0;153;46
11694;0;153;53
11699;0;153;21
11703;0;153;27
11708;38.811;153;54
11713;0;153;72
11716;0;153;39
11719;0;153;55
11722;0;153;41
11727;0;153;44
11732;0;153;77
11737;0;153;67
11740;0;154;9
11745;0;154;69
11754;0;154;49
11759;0;154;18
11764;0;154;6
11769;0;154;32
11774;0;154;34
11779;0;154;21
11784;0;154;37
11788;40.525;154;54
11793;0;154;72
11798;0;154;3
11804;0;154;13
11808;0;154;42
11812;0;154;77
11817;0;154;67
11822;0;155;9
11827;0;155;4
11832;0;155;2
11837;0;155;16
11842;100;155;1
11847;0;155;71
11851;0;155;79
11856;0;155;35
11861;0;155;25
11867;0;155;64
11871;0;155;28
11876;0;155;39
11881;0;155;47
11885;0;155;14
11890;0;155;65
11895;0;155;78
11903;0;156;36
11909;0;156;70
11914;4.37;156;58
11918;2.47;156;17
11923;91;156;1
11928;0;156;46
11933;1.35;156;53
11936;0;156;35
11940;0;156;24
11945;0.26;156;50
11950;0.73;156;29
11956;0;156;73
11961;0;156;47
11966;0;156;43
11971;0;156;74
11976;1.4;156;66
11984;0;157;52
11985;0.15;157;48
11994;6.59;157;58
11997;1.41;157;16
12004;1.4;157;6
12008;0.2;157;46
12013;0.55;157;53
12018;1;157;21
12023;1.01;157;27
12028;0.06;157;54
12033;9.2;157;72
12038;23.1;157;3
12043;32;157;12
12048;0.2;157;45
12053;1.5;157;75
12059;0;157;68
12062;0;158;31
12069;0;158;70
12073;0;158;56
12077;1.11;158;16
12082;36;158;1
12086;0;158;32
12092;0;158;33
12094;0;158;7
12098;0.77;158;21
12103;0;158;27
12108;0.0864;158;54
12113;0;158;72
12118;5.4;158;3
12123;0;158;12
12128;0;158;42
12133;0;158;75
12138;0;158;68
12140;44.2;159;9
12145;0;159;69
12153;9.46;159;58
12159;2.15;159;15
12163;2;159;6
12168;0;159;46
12172;2.33;159;53
11582;0;152;36
11588;0;152;80
11593;0;152;57
11596;0;152;18
11600;0;152;19
11605;0;152;11
11610;0;152;59
11615;0;152;7
11620;0;152;24
11625;0;152;50
11630;0;152;29
11639;1.39;152;55
11643;0;152;13
11645;0;152;14
11647;0;152;44
11650;0;152;65
11655;0;152;78
11663;0;153;36
11668;0;153;80
11673;0;153;57
11677;0;153;16
11683;0;153;5
11687;0;153;71
11692;0;153;33
11697;0;153;22
11702;0;153;26
11707;0;153;64
11712;0;153;28
11724;0;153;13
11729;0;153;45
11735;0;153;76
11742;0;154;36
11748;0;154;80
11752;0;154;57
11757;0;154;16
11761;0;154;20
11768;0;154;46
11772;0;154;33
11776;0;154;35
11781;0;154;25
11786;0;154;61
11791;0;154;30
11796;0;154;39
11802;0;154;41
11807;0;154;44
11813;0;154;76
11819;0;154;63
11821;0;155;8
11826;0;155;48
11831;0;155;56
11836;0;155;15
11841;0;155;20
11846;0;155;60
11850;0;155;59
11855;0;155;7
11864;0;155;26
11869;0;155;10
11873;985000;155;72
11878;0;155;3
11883;0;155;12
11888;0;155;42
11891;0;155;74
11899;0;155;63
11902;34.8;156;9
11906;0.29;156;48
11911;0.06;156;56
11915;2.47;156;15
11920;0;156;19
11925;98;156;11
11934;0;156;34
11938;2.04;156;21
11942;0;156;26
11948;56;156;10
11953;0;156;72
11959;0.21;156;55
11964;54.3;156;13
11968;0;156;42
11974;0;156;75
11978;0;156;68
11981;0;157;8
11989;260;157;70
11990;0.08;157;49
11995;0.1;157;38
12000;0;157;19
12005;90;157;11
12010;0;157;59
12015;0;157;7
12020;0;157;24
12025;0.12;157;50
12030;0;157;29
12035;3.1;157;73
12040;0.39;157;62
12045;32;157;14
12051;0.61;157;74
12056;0;157;66
12061;0;158;52
12068;0;158;80
12071;4.57;158;2
12075;0;158;38
