id;value;ingredientId;nutrientId
3769;0;48;26
3774;0.19;48;50
3779;0.52;48;29
3786;0;48;40
3791;0;48;41
3795;0;48;44
3800;0;48;77
3804;0;48;78
3812;0;49;36
3816;0;49;70
3826;8.76;49;16
3827;8.76;49;18
3831;99;49;1
3836;0;49;71
3841;0;49;33
3843;0;49;34
3845;0;49;35
3848;8.7;49;23
3852;8.41;49;27
3856;0;49;64
3859;5.365;49;29
3862;0;49;72
3867;0;49;3
3871;0;49;41
3875;0;49;43
3391;0;43;59
3398;0;43;22
3404;0;43;27
3408;0;43;64
3414;0;43;72
3420;0.8;43;55
3424;0;43;12
3430;0;43;45
3434;0;43;75
3438;0;43;67
3441;0;44;9
3446;0;44;69
3451;0.01;44;49
3456;0;44;38
3461;0.65;44;19
3466;0;44;11
3475;0;44;34
3480;0;44;23
3485;0.63;44;27
3490;0;44;10
3494;12.858;44;51
3498;0;44;3
3502;0.2;44;47
3506;0;44;43
3511;0;44;65
3516;0;44;78
3524;0;45;36
3529;0;45;80
3534;0;45;57
3538;0;45;16
3542;0;45;20
3548;0;45;46
3553;0;45;33
3558;0;45;21
3562;0;45;25
3567;0.051;45;61
3572;0;45;30
3576;0;45;39
3583;0;45;41
3588;0;45;44
3593;0;45;77
3599;0;45;68
3602;0;46;8
3607;0;46;2
3613;0;46;19
3618;0;46;6
3621;0;46;34
3633;0;46;37
3638;0;46;40
3643;0;46;13
3648;0;46;45
3649;0;47;8
3654;0;47;69
3659;0.025;47;49
3666;0;47;38
3671;99;47;1
3676;0;47;71
3680;0;47;79
3685;0;47;35
3690;0;47;25
3695;0.186;47;61
3700;0;47;28
3708;0;47;39
3713;0;47;13
3718;0;47;45
3723;0;47;76
3728;0.002;47;63
3729;32.7;48;9
3734;0;48;69
3739;0;48;49
3748;1.78;48;18
3753;2.7;48;6
3758;0;48;32
3762;2.6;48;53
3765;0;48;35
3771;1.56;48;27
3776;1.3;48;64
3781;1.02;48;28
3785;0;48;39
3790;0;48;47
3794;0;48;43
3799;0;48;65
3803;0;48;76
3807;0;48;68
3810;0;49;8
3817;0;49;80
3820;0;49;2
3822;0;49;57
3830;8.76;49;19
3835;0;49;60
3840;0;49;79
3849;8.7;49;24
3853;0;49;37
3866;0;49;40
3870;0;49;47
3874;177;49;14
3878;0;49;45
3882;0;49;75
3886;0;49;67
3891;2.21;50;31
3895;11.9;50;4
3900;36.9;50;2
3905;2.812;50;15
3911;90;50;1
3916;0.83;50;71
3921;1.43;50;33
3933;0.74;50;37
3938;21.2;50;10
3943;1.01;50;51
3948;0.85;50;55
3954;62.9;50;13
3959;0;50;65
3964;0;50;78
3971;6.98;51;36
3976;0.2;51;4
3980;0;51;56
3985;3.129;51;15
3990;3.86;51;20
3993;0;51;6
4005;7.35;51;35
3395;0.4;43;53
3399;0;43;21
3403;0;43;26
3410;0;43;10
3415;21.907;43;51
3419;0;43;3
3425;0;43;13
3429;0;43;42
3435;0;43;76
3439;0;43;68
3443;0;44;31
3447;27.723;44;48
3453;13;44;2
3458;0.66;44;16
3463;96;44;1
3469;0;44;46
3472;0;44;79
3479;0;44;7
3484;0;44;37
3489;0.3;44;64
3493;0;44;72
3499;0;44;40
3503;0;44;41
3508;0;44;44
3513;0;44;77
3518;0;44;67
3521;0;45;9
3528;0;45;69
3533;0;45;56
3540;0;45;18
3545;0;45;6
3550;0;45;32
3555;0;45;34
3556;0;45;35
3561;0;45;24
3566;0.035;45;50
3571;0;45;29
3579;0;45;73
3584;0;45;12
3589;0;45;42
3595;0;45;76
3600;0.001;45;63
3603;0;46;31
3608;0;46;38
3612;0;46;18
3616;0;46;5
3624;0;46;33
3626;0;46;21
3628;0;46;24
3630;0;46;26
3635;0;46;30
3640;0;46;47
3645;0;46;43
3653;0;47;52
3658;0;47;70
3663;0.001;47;58
3668;0;47;18
3673;0;47;6
3677;0;47;46
3683;0;47;34
3688;0;47;23
3693;0;47;37
3698;0;47;10
3702;0;47;72
3706;0;47;3
3710;0.6;47;47
3714;0;47;14
3719;0;47;65
3724;0;47;78
3732;0;48;36
3738;0;48;70
3743;10.62;48;58
3747;1.95;48;16
3752;2.7;48;5
3757;0;48;46
3760;0;48;79
3768;0;48;23
3770;0;48;25
3775;82.48;48;61
3780;1.1;48;30
3784;0;48;73
3789;0;48;62
3797;44.1;48;14
3802;8.5;48;75
3805;0;48;67
3808;0;48;63
3811;0;49;31
3815;0;49;4
3821;0;49;56
3823;0;49;58
3829;8.76;49;20
3834;0;49;11
3839;0;49;59
3850;8.41;49;25
3854;0;49;50
3858;0;49;10
3861;5.365;49;28
3864;0;49;73
3869;0;49;62
3873;177;49;13
3876;0;49;42
3881;0;49;74
3884;0;49;78
3893;0.21;50;52
3898;6650;50;70
3903;6;50;58
3907;0;50;18
3913;1.7;50;6
3917;1.82;50;46
3922;2.58;50;34
3925;2.08;50;35
3928;2;50;23
3931;1.75;50;26
3936;2.43;50;64
3941;1.46;50;28
3945;0;50;40
3950;1.53;50;47
3955;1.59;50;43
3961;5.2;50;74
3966;13.4;50;67
3396;0;43;7
3401;0;43;24
3406;0.8;43;50
3411;0;43;29
3416;0;43;73
3421;0.02;43;62
3426;0;43;14
3431;0;43;65
3437;0;43;66
3445;10.29;44;52
3450;0;44;70
3455;0.001;44;58
3460;0.65;44;18
3462;0.66;44;20
3470;0;44;32
3474;0.182;44;53
3477;0;44;35
3481;0.63;44;25
3486;0.552;44;50
3495;0;44;29
3500;0.344;44;55
3505;16;44;13
3510;0;44;42
3514;0;44;75
3520;0.036;44;63
3522;0;45;8
3526;0;45;4
3531;0.034;45;49
3537;0;45;15
3543;99;45;1
3547;0;45;71
3554;0.063;45;53
3557;0;45;22
3564;0;45;27
3569;0.082;45;54
3574;0;45;72
3577;0;45;3
3581;0.013;45;62
3587;0;45;43
3592;0;45;74
3597;0;45;66
3605;22.08;46;48
3610;0;46;16
3615;99;46;1
3619;0;46;46
3623;0;46;35
3634;0;46;29
3639;0;46;3
3644;0;46;14
3650;0;47;36
3656;37.113;47;48
3660;0;47;2
3665;0;47;16
3669;0;47;20
3674;0;47;11
3679;0;47;59
3684;0;47;7
3689;0;47;24
3694;1.056;47;50
3701;0;47;30
3705;0;47;40
3712;0;47;12
3715;0;47;43
3720;0;47;74
3725;0;47;66
3733;0;48;52
3737;0;48;80
3742;0;48;57
3746;2.22;48;17
3750;1.95;48;20
3756;0;48;71
3761;0;48;33
3767;1.79;48;21
3772;0;48;24
3777;0.01;48;54
3782;0;48;72
3787;19.65;48;3
3792;44.1;48;12
3796;0;48;42
3801;3.59;48;74
3806;0;48;66
3813;0;49;52
3814;0;49;48
3819;0;49;49
3824;0;49;38
3833;100;49;6
3838;0;49;32
3847;8.41;49;21
3851;8.41;49;26
3855;0;49;61
3865;0;49;39
3879;0;49;65
3883;0;49;76
3888;0;49;63
3890;0;50;8
3896;0.63;50;48
3899;0;50;56
3904;0.91;50;38
3909;2.885;50;19
3915;23;50;11
3920;0;50;79
3924;0.42;50;7
3927;2.39;50;21
3930;2.64;50;25
3935;49;50;61
3940;1.43;50;30
3946;1.43;50;39
3952;68.2;50;12
3957;1.13;50;42
3962;5.8;50;75
3967;0;50;68
3972;0;51;8
3978;210;51;70
3982;0;51;57
3987;3.129;51;17
3998;2.82;51;32
4009;2.6;51;24
4013;2.7;51;37
4018;0;51;10
4023;0.82;51;51
3400;0;43;23
3405;0;43;37
3409;0.06;43;54
3413;0;43;28
3418;0;43;40
3423;0;43;41
3428;0;43;44
3433;0;43;77
3440;0.041;43;63
3442;0;44;8
3448;1;44;4
3452;0;44;56
3457;0.66;44;15
3464;11.6;44;5
3468;0;44;71
3473;0;44;33
3476;0;44;22
3482;0;44;24
3488;0.403;44;54
3492;0.59;44;28
3497;0;44;39
3504;15;44;12
3509;0;44;45
3515;0;44;76
3519;0;44;68
3523;0;45;31
3527;37.881;45;48
3532;0;45;2
3536;0;45;38
3541;0;45;19
3546;0;45;11
3551;0;45;59
3560;0;45;7
3565;0;45;37
3570;0;45;10
3575;0.02;45;51
3580;0.08;45;55
3585;0;45;13
3590;0;45;45
3594;0;45;75
3598;0;45;67
3601;0;46;9
3609;0;46;15
3614;0;46;20
3617;0;46;11
3622;0;46;7
3632;0;46;10
3637;0;46;39
3642;0;46;12
3647;0;46;42
3652;0;47;31
3657;0;47;80
3662;0;47;57
3667;0;47;17
3672;0;47;5
3678;0;47;32
3681;0;47;33
3686;0;47;22
3691;0;47;26
3696;0;47;64
3699;0;47;29
3704;0;47;73
3709;0.012;47;62
3717;0;47;42
3721;0;47;77
3727;0;47;68
3730;0;48;8
3736;30.2;48;4
3741;9.1;48;2
3745;2.22;48;15
3751;89;48;1
3755;133.88;48;60
3763;0;48;34
3766;0;48;22
3773;0;48;37
3778;0;48;10
3783;0.21;48;51
3788;0;48;55
3793;49.2;48;13
3798;0;48;45
3809;0;49;9
3818;0;49;69
3825;8.76;49;15
3828;8.76;49;17
3832;100;49;5
3837;0;49;46
3842;0;49;53
3844;23;49;7
3846;8.7;49;22
3857;0;49;54
3860;5.365;49;30
3863;0;49;51
3868;0;49;55
3872;177;49;12
3877;0;49;44
3880;0;49;77
3885;0;49;66
3892;1.477;50;36
3897;0;50;80
3901;0;50;57
3906;3.01;50;16
3910;3.01;50;20
3914;142;50;60
3919;0;50;59
3934;0.51;50;50
3939;0.91;50;29
3944;9.5;50;73
3949;1.1;50;62
3953;68.2;50;14
3958;1.82;50;45
3963;7.25;50;76
3968;69;50;63
3970;3.26;51;31
3975;0.61;51;48
3981;85.6;51;2
3986;3.86;51;16
3991;91;51;1
3994;0;51;11
3995;14;51;60
3999;0;51;59
3887;0;49;68
3889;17.2;50;9
3894;0.98;50;69
3902;0.11;50;49
3908;2.812;50;17
3912;1.7;50;5
3918;0.96;50;32
3923;1.22;50;53
3926;2;50;22
3929;2;50;24
3932;2.63;50;27
3937;0.07;50;54
3942;160;50;72
3947;25.54;50;3
3951;0;50;41
3956;0.45;50;44
3960;0;50;77
3965;0;50;66
3973;0.66;51;52
3977;0;51;80
3983;4.12;51;58
3988;0;51;18
3997;1.79;51;46
4001;4.66;51;33
4004;0.03;51;7
4008;2.6;51;23
4012;3.49;51;27
4016;2.4;51;64
4021;1.83;51;28
4026;0;51;40
4031;0;51;41
4036;1.14;51;44
4040;0.42;51;74
4044;0;51;78
4048;32.18;51;63
4051;0.18;52;31
4057;0;52;80
4060;0;52;57
4067;3.35;52;16
4071;88;52;1
4075;18;52;60
4080;0;52;79
4085;0.12;52;35
4090;3.33;52;25
4095;28;52;61
4100;1.69;52;30
4112;82;52;12
4116;0.04;52;44
4120;1.6;52;74
4125;0;52;66
4132;0;53;52
4135;0;53;48
4139;0;53;49
4144;0;53;38
4152;100;53;5
4157;0;53;71
4161;0;53;33
4165;0;53;35
4170;7.955;53;26
4173;0;53;37
4179;5.095;53;29
4184;0;53;51
4187;0;53;55
4193;177;53;12
4198;0;53;45
4204;0;53;78
4212;0;54;36
4216;0;54;48
4220;0;54;56
4226;0;54;16
4231;0;54;1
4235;0;54;71
4241;0;54;33
4246;0;54;21
4250;0;54;25
4255;0;54;61
4260;0;54;30
4265;0;54;39
4270;0;54;47
4275;0;54;43
4281;0;54;77
4286;0;54;67
4291;0;55;36
4294;0;55;48
4298;492500;55;70
4308;0;55;18
4312;0;55;5
4317;0;55;46
4322;0;55;53
4327;0;55;21
4332;0;55;27
4337;0;55;54
4342;0;55;72
4347;0;55;3
4350;0;55;47
4352;0;55;12
4354;0;55;14
4357;0;55;42
4359;0;55;65
4362;0;55;75
4364;0;55;78
4367;0;55;68
4372;0;56;36
4374;0;56;48
4379;0;56;49
4384;0;56;38
4389;0;56;19
4398;0;56;60
4403;0;56;34
4408;0;56;23
4413;0;56;37
4418;0;56;10
4420;0;56;28
4425;0;56;39
4430;0;56;47
4435;0;56;43
4447;0;56;68
4452;1.71;57;48
4455;0;57;49
4457;0.1;57;38
3969;0;51;9
3974;0.04;51;69
3979;0.04;51;49
3984;0.41;51;38
3989;4.135;51;19
3992;0.5;51;5
3996;0.51;51;71
4000;0;51;79
4003;8.79;51;34
4007;2.71;51;21
4010;3.535;51;25
4014;0.01;51;50
4020;1.73;51;30
4025;4.79;51;39
4030;5.81;51;47
4035;3.98;51;43
4039;0;51;65
4043;0.43;51;76
4047;0;51;68
4049;0;52;8
4054;0.05;52;69
4063;0.07;52;49
4076;0;52;71
4081;0.11;52;33
4086;1.8;52;22
4091;3.3;52;26
4096;0;52;64
4101;1.76;52;28
4105;0.15;52;39
4109;0.1;52;62
4113;82;52;13
4117;0.04;52;42
4122;0;52;77
4127;0;52;68
4130;0;53;8
4134;0;53;69
4143;0;53;58
4148;8.29;53;18
4153;0;53;6
4158;0;53;32
4163;0;53;34
4167;7.955;53;21
4168;8.7;53;24
4174;0;53;50
4178;0;53;10
4182;0;53;72
4189;0;53;3
4194;177;53;14
4199;0;53;65
4203;0;53;76
4208;0;53;63
4211;0;54;31
4215;0;54;4
4219;0;54;49
4224;0;54;38
4229;0;54;19
4234;0;54;11
4239;0;54;59
4244;0;54;7
4249;0;54;24
4254;0;54;50
4259;0;54;29
4264;0;54;73
4269;0;54;62
4274;0;54;14
4279;0;54;65
4284;0;54;78
4292;0;55;31
4295;0;55;4
4299;0;55;49
4301;0;55;2
4303;0;55;58
4305;0;55;15
4309;0;55;19
4314;0;55;11
4319;0;55;59
4324;0;55;7
4329;0;55;24
4334;0;55;50
4339;0;55;29
4344;0;55;73
4349;0;55;62
4355;0;55;43
4360;0;55;74
4365;0;55;66
4369;0;56;8
4373;0;56;52
4377;591000;56;70
4378;0;56;69
4382;0;56;57
4383;0;56;58
4387;0;56;17
4388;0;56;18
4392;0;56;5
4393;0;56;6
4396;0;56;46
4397;0;56;32
4401;0;56;33
4402;0;56;53
4406;0;56;22
4407;0;56;21
4411;0;56;26
4412;0;56;27
4415;0;56;61
4417;0;56;54
4419;0;56;30
4422;0;56;51
4424;0;56;73
4428;0;56;55
4429;0;56;62
4432;0;56;12
4434;0;56;14
4438;0;56;45
4439;0;56;65
4442;0;56;75
4443;0;56;76
4446;0;56;66
4449;21;57;9
4453;0;57;36
4454;11.6;57;4
1783;91;23;1
1790;0;23;32
1795;0;23;34
1800;0;23;23
1805;0;23;37
1808;1.2;23;64
1814;0;23;72
1820;22.85;23;3
1824;43.6;23;12
1830;0;23;45
1834;0;23;75
1840;6.8;23;63
1845;0;24;8
1850;1034;24;70
1855;7.5;24;58
1860;3.26;24;18
1862;89;24;1
1867;83;24;60
1872;0;24;79
1877;0.41;24;35
1881;2.91;24;25
1892;1.81;24;30
1895;0.35;24;51
1898;0;24;40
1902;0;24;47
1904;76;24;12
1906;76;24;14
1909;0.29;24;42
1914;1.7;24;75
1919;0.2;24;68
1921;0;25;8
1926;0.07;25;69
1931;0.11;25;49
1936;0.24;25;38
1941;3.36;25;19
1946;34;25;11
1951;0.04;25;59
1956;1.14;25;7
1961;2;25;24
1966;0.13;25;50
1971;1.16;25;29
1976;6.8;25;73
1982;0;25;47
1987;0.4;25;43
1991;4.3;25;74
1996;0;25;78
2005;0;26;36
2010;0;26;70
2015;0;26;58
2020;8;26;18
2025;0;26;6
2029;0;26;32
2032;0;26;79
2036;4.3;26;7
2045;0;26;37
2048;0;26;64
2051;4.925;26;29
2056;0;26;73
2061;0;26;62
2070;177;26;14
2075;0;26;76
2080;0;26;63
2081;0;27;8
2086;0;27;69
2093;0.1;27;49
2098;2.96;27;16
2102;91;27;1
2107;411;27;60
2112;0;27;79
2117;0.52;27;35
2122;2.495;27;25
2127;46;27;61
2132;1.55;27;30
2137;0.3;27;39
2142;0;27;47
2147;0.38;27;43
2152;0.4;27;74
2156;0;27;78
2164;0;28;36
2168;0;28;4
2175;0;28;58
2179;0;28;16
2185;0;28;5
2188;0;28;71
2193;0;28;33
2198;0;28;22
2203;0;28;26
2207;0;28;64
2212;0;28;30
2217;0;28;39
2221;0;28;62
2223;0;28;41
2225;0;28;13
2230;0;28;45
2235;0;28;76
2240;0;28;63
2242;0;29;8
2250;0;29;80
2254;0;29;56
2257;0;29;16
2263;0;29;20
2268;0;29;71
2273;0;29;33
2278;0;29;22
2283;0;29;37
2289;0;29;54
2294;0;29;72
2300;0;29;55
2304;0;29;12
2310;0;29;45
2315;0;29;76
2318;0;29;67
2322;0;30;8
2327;0;30;48
2337;0;30;15
2341;0;30;18
2346;0;30;11
2351;0;30;59
2356;0;30;35
2360;0;30;24
4543;2.24;58;27
4549;32;58;10
4553;9.8;58;72
4559;0.18;58;55
4563;59.2;58;12
4569;0;58;42
4572;15.2;58;75
4577;0;58;67
4582;36.2;59;9
4587;27.1;59;4
4593;0;59;57
4596;2.33;59;15
4601;2.67;59;20
4606;210.82;59;60
4611;0;59;79
4619;0.95;59;23
4624;0;59;37
4629;41;59;10
4634;0.22;59;51
4639;0.14;59;55
4643;52;59;12
4648;0;59;42
4653;15.7;59;75
4660;0;60;9
4665;0;60;69
4670;0;60;49
4675;0;60;38
4683;0.9;60;6
4687;0;60;71
4691;0;60;79
4696;0;60;35
4701;0;60;25
4705;0.09;60;50
4710;0.22;60;29
4723;13.2;60;12
4728;0;60;42
4733;4.2;60;75
4737;0;60;68
4743;0;61;52
4747;0;61;80
4752;0;61;2
4757;0;61;16
4762;99;61;1
4767;0;61;71
4771;0;61;33
4775;0;61;7
4780;0;61;24
4785;0;61;50
4790;0;61;29
4795;0;61;73
4800;0;61;62
4805;0;61;14
4810;0;61;65
4815;0;61;78
4824;0;62;52
4828;0;62;80
4833;0;62;2
4837;0;62;16
4842;100;62;1
4847;0;62;71
4852;0;62;79
4856;0;62;35
4861;0;62;25
4866;0;62;61
4871;0;62;30
4876;0;62;39
4882;0;62;47
4885;0;62;14
4886;0;62;43
4887;0;62;44
4892;0;62;77
4897;0;62;67
4900;0;63;9
4905;0;63;69
4910;29.8;63;49
4915;0;63;38
4920;0;63;19
4925;0;63;11
4930;0;63;59
4935;0;63;7
4940;0;63;24
4945;0;63;50
4950;0;63;29
4955;0;63;73
4961;0;63;62
4966;0;63;43
4971;0;63;74
4979;0;63;68
4982;2.38;64;31
4986;0;64;80
4990;0.03;64;49
4995;0.29;64;38
5000;3.15;64;19
5005;23;64;11
5010;0;64;59
5015;0.08;64;7
5020;3;64;24
5025;0.27;64;50
5030;1.06;64;29
5035;6.5;64;73
5040;0;64;62
5045;68.6;64;14
5050;0;64;65
5055;0;64;78
5064;0;65;36
5069;1089;65;70
5073;36;65;58
5079;3;65;18
5084;2.1;65;6
5087;0.82;65;46
5095;0.03;65;7
5106;62;65;61
5111;1.5;65;30
5116;0.84;65;39
5121;0.79;65;47
5126;0.67;65;43
5131;0;65;74
5136;0;65;66
5142;0;66;52
5146;0;66;48
4544;0;58;37
4548;0.12;58;54
4554;0.3;58;51
4558;19.6;58;3
4562;0;58;41
4567;0;58;44
4574;0;58;77
4579;15.15;58;63
4583;0;59;31
4588;0;59;80
4592;13;59;2
4597;2.67;59;16
4602;88;59;1
4607;0;59;46
4614;1.6;59;53
4617;0.95;59;22
4623;2.3;59;27
4627;2.6;59;64
4633;37.7;59;72
4638;21.2;59;3
4644;51.6;59;13
4647;0;59;44
4652;0;59;77
4656;0;59;66
4658;0;59;68
4664;0;60;36
4669;0;60;70
4673;0;60;57
4676;0.98;60;17
4680;0;60;19
4685;41;60;11
4692;0.33;60;53
4697;0;60;22
4702;0;60;26
4706;12.66;60;61
4711;0.32;60;30
4722;0;60;41
4727;0;60;44
4732;0;60;77
4738;0;60;67
4741;0;61;9
4746;0;61;4
4753;0;61;57
4758;0;61;17
4763;0;61;5
4768;0;61;46
4773;0;61;53
4776;0;61;35
4781;0;61;25
4787;0;61;64
4791;0;61;30
4796;0;61;39
4801;0;61;47
4806;0;61;43
4811;0;61;74
4816;0;61;66
4823;0;62;36
4829;0;62;70
4834;0;62;58
4838;0;62;17
4843;0;62;5
4848;0;62;46
4853;0;62;53
4857;0;62;22
4864;0;62;37
4868;0;62;10
4874;0;62;51
4879;0;62;55
4884;0;62;13
4891;0;62;42
4896;0;62;66
4904;0;63;52
4909;0;63;70
4914;0;63;58
4919;0;63;18
4924;0;63;6
4929;0;63;32
4934;0;63;34
4939;0;63;23
4944;0;63;37
4949;0;63;10
4954;0;63;51
4958;0;63;3
4963;0;63;12
4968;0;63;42
4972;0;63;75
4976;0;63;66
4984;0;64;52
4988;12;64;4
4991;0;64;56
4996;3.465;64;15
5004;6.26;64;6
5009;0.39;64;32
5014;1.36;64;34
5019;3;64;23
5024;0.35;64;37
5029;50;64;10
5034;0.53;64;51
5038;57;64;3
5044;68.3;64;13
5047;0.58;64;42
5052;0;64;77
5057;0;64;67
5060;27.57;65;9
5065;0;65;69
5071;21.9;65;2
5077;3.168;65;15
5081;3.47;65;20
5088;0.39;65;32
5100;2.8;65;24
5103;2.75;65;27
5108;0.54;65;54
5113;32.8;65;72
5118;57.4;65;3
5123;66.3;65;12
5128;0.58;65;42
5134;4.36;65;76
5139;68;65;63
5143;0;66;31
5147;0;66;4
4545;0.42;58;50
4550;0.75;58;29
4555;1;58;73
4560;0;58;62
4565;59.2;58;14
4570;0;58;65
4575;0;58;78
4584;0;59;36
4589;0;59;70
4594;18.76;59;58
4598;1.96;59;18
4603;2.5;59;5
4609;0;59;71
4613;0;59;34
4618;1.9;59;21
4622;0;59;26
4628;0.16;59;54
4632;1.11;59;28
4637;0;59;40
4642;0;59;41
4649;1.96;59;45
4654;0;59;76
4663;0;60;52
4668;0;60;80
4672;4.4;60;2
4677;0.98;60;15
4682;0.9;60;5
4686;63.8;60;60
4690;0;60;59
4695;0;60;7
4700;0;60;24
4707;0.4;60;64
4712;0.33;60;28
4713;0;60;72
4714;0.07;60;51
4721;0;60;47
4726;0;60;43
4731;0;60;74
4736;0;60;66
4744;0;61;36
4748;0;61;70
4751;455400;61;56
4756;0;61;15
4761;0;61;20
4766;0;61;60
4772;0;61;79
4777;0;61;22
4782;0;61;26
4786;0;61;61
4792;0;61;28
4797;0;61;40
4804;0;61;13
4808;0;61;42
4814;0;61;76
4818;0;61;68
4820;0;62;8
4827;0;62;4
4832;0;62;57
4836;0;62;15
4841;0;62;20
4846;0;62;60
4851;0;62;33
4855;0;62;7
4860;0;62;24
4865;0;62;50
4870;0;62;29
4875;0;62;73
4883;0;62;62
4889;0;62;65
4895;0;62;76
4899;0;62;63
4901;0;63;31
4906;0;63;48
4912;0;63;2
4916;0;63;15
4921;0;63;20
4926;0;63;60
4931;0;63;79
4936;0;63;35
4941;0;63;25
4946;0;63;61
4951;0;63;30
4956;0;63;39
4960;0;63;47
4965;0;63;14
4970;0;63;65
4975;0;63;78
4983;0;64;36
4987;0.11;64;48
4993;0;64;57
4998;3.465;64;17
5002;92;64;1
5007;0.3;64;71
5012;0.75;64;33
5017;3;64;22
5022;2.08;64;26
5027;1.2;64;64
5032;1.63;64;28
5037;0;64;40
5042;0;64;41
5049;0.19;64;44
5054;4.36;64;76
5059;73;64;63
5063;2.38;65;31
5068;0;65;80
5074;0;65;57
5078;3.168;65;17
5083;2.1;65;5
5086;0.3;65;71
5094;1.36;65;34
5105;0.3;65;50
5110;1;65;29
5115;6.5;65;73
5120;0;65;62
5125;66.3;65;14
5130;0;65;65
5135;0;65;78
5141;0;66;36
5145;0;66;69
5150;0;66;49
4546;109.73;58;61
4551;1.28;58;30
4556;0;58;39
4561;0;58;47
4566;0;58;43
4571;3.74;58;74
4576;0;58;66
4581;0;59;52
4586;1.21;59;48
4591;0.13;59;56
4599;2.33;59;17
4604;2.5;59;6
4608;0;59;32
4612;0;59;33
4616;0;59;35
4621;0;59;25
4626;95.15;59;61
4631;1.16;59;30
4636;0;59;39
4641;0;59;47
4646;0;59;43
4651;1.97;59;74
4655;0;59;78
4657;0;59;67
4659;32.47;59;63
4662;0;60;31
4667;2.5;60;4
4674;0;60;58
4679;0.44;60;18
4684;0.55;60;20
4689;0;60;32
4694;0;60;34
4699;0;60;23
4704;0;60;37
4709;0;60;10
4716;0;60;39
4718;0;60;3
4720;0;60;62
4725;13.2;60;14
4730;0;60;65
4735;0;60;78
4740;0;61;31
4745;0;61;69
4750;0;61;49
4755;0;61;38
4760;0;61;19
4765;0;61;11
4770;0;61;59
4778;0;61;23
4783;0;61;37
4789;0;61;10
4793;0;61;72
4799;0;61;55
4803;0;61;12
4809;0;61;45
4813;0;61;75
4819;0;61;63
4822;0;62;31
4825;0;62;69
4830;0;62;49
4839;0;62;18
4844;0;62;6
4849;0;62;32
4854;0;62;34
4859;0;62;23
4862;0;62;26
4867;0;62;64
4872;0;62;28
4877;0;62;40
4881;0;62;41
4888;0;62;45
4893;0;62;75
4898;0;62;68
4903;0;63;8
4908;0;63;80
4913;0;63;57
4918;0;63;17
4922;100;63;1
4927;0;63;71
4932;0;63;33
4937;0;63;22
4942;0;63;26
4947;0;63;64
4952;0;63;28
4959;0;63;55
4964;0;63;13
4969;0;63;45
4974;0;63;76
4978;0;63;63
4981;0.03;64;8
4989;1089;64;70
4992;21.3;64;2
4997;3.8;64;16
5001;3.8;64;20
5006;964;64;60
5011;0;64;79
5016;0.45;64;35
5021;2.75;64;25
5026;84;64;61
5031;1.55;64;30
5036;0.84;64;39
5041;0.79;64;47
5046;0.67;64;43
5051;0;64;74
5056;0;64;66
5062;0;65;52
5067;14.4;65;4
5072;0;65;56
5076;3.47;65;16
5082;91;65;1
5085;1228;65;60
5090;0;65;59
5091;0;65;79
5092;0.75;65;33
5096;0.58;65;35
5098;2.75;65;21
5101;2.565;65;25
5104;0.35;65;37
5109;50.65;65;10
5114;0.59;65;51
4547;2.6;58;64
4552;1.27;58;28
4557;0;58;40
4564;56.6;58;13
4568;0;58;45
4573;0;58;76
4578;0;58;68
4580;0;59;8
4585;0.09;59;69
4590;0.28;59;49
4595;0;59;38
4600;0;59;19
4605;92;59;11
4610;0.21;59;59
4615;0;59;7
4620;0.859;59;24
4625;0.34;59;50
4630;0.61;59;29
4635;9.9;59;73
4640;0;59;62
4645;52;59;14
4650;0;59;65
4661;0;60;8
4666;0.22;60;48
4671;0;60;56
4678;0.55;60;16
4681;18;60;1
4688;0;60;46
4693;0;60;33
4698;0.54;60;21
4703;0.51;60;27
4708;0.02;60;54
4715;0;60;73
4717;0;60;40
4719;0.02;60;55
4724;13.8;60;13
4729;0;60;45
4734;0;60;76
4739;0;60;63
4742;0;61;8
4749;0;61;48
4754;0;61;58
4759;0;61;18
4764;0;61;6
4769;0;61;32
4774;0;61;34
4779;0;61;21
4784;0;61;27
4788;0;61;54
4794;0;61;51
4798;0;61;3
4802;0;61;41
4807;0;61;44
4812;0;61;77
4817;0;61;67
4821;0;62;9
4826;0;62;48
4831;259000;62;56
4835;0;62;38
4840;0;62;19
4845;0;62;11
4850;0;62;59
4858;0;62;21
4863;0;62;27
4869;0;62;54
4873;0;62;72
4878;0;62;3
4880;0;62;12
4890;0;62;74
4894;0;62;78
4902;0;63;36
4907;0;63;4
4911;247800;63;56
4917;0;63;16
4923;0;63;5
4928;0;63;46
4933;0;63;53
4938;0;63;21
4943;0;63;27
4948;0;63;54
4953;0;63;72
4957;0;63;40
4962;0;63;41
4967;0;63;44
4973;0;63;77
4977;0;63;67
4980;26.3;64;9
4985;0;64;69
4994;33;64;58
4999;0;64;18
5003;6.26;64;5
5008;0.82;64;46
5013;2.05;64;53
5018;3.05;64;21
5023;2.85;64;27
5028;0.54;64;54
5033;32.8;64;72
5039;0;64;55
5043;68.6;64;12
5048;1.07;64;45
5053;3.5;64;75
5058;0;64;68
5061;0.01;65;8
5066;0.07;65;48
5070;0.03;65;49
5075;0.29;65;38
5080;3.01;65;19
5089;23;65;11
5093;1.8;65;53
5097;2.8;65;22
5099;2.8;65;23
5102;1.98;65;26
5107;1.2;65;64
