id;maximum;minimum;dietId;nutrientId
15273;;0.22;425;49
15275;16;15.5;425;2
15278;100;0;425;5
15280;50;0;425;59
15283;2000;0;425;61
15284;5;0;425;64
15287;;1.62;425;30
15291;66000;0;425;65
15292;5;0;425;62
15296;500;0;425;63
15297;100;21.6;426;9
15298;;0;426;52
15301;;0.22;426;49
15304;40;12;426;58
15305;100;0;426;1
15306;100;0;426;5
15309;;0.9;426;53
15312;5;0;426;64
15314;78;28.5;426;10
15316;0.58;0.29;426;51
15319;5;0.28;426;62
15320;100;72.5;426;13
15321;66000;3375;426;65
15324;500;60;426;63
15326;;0;427;52
15328;100;0;427;4
15329;;0.23;427;49
15330;15.5;15;427;2
15332;100;0;427;1
15334;100;0;427;5
15335;500;0;427;60
15336;;0.93;427;53
15339;2000;0;427;61
13484;300;0;376;59
13489;;0;376;35
13494;100;0;376;64
13498;;0;376;73
13503;;0;376;43
13508;3000;0;376;74
13516;;0;376;68
13517;;0;377;36
13524;;1;377;80
13528;;0.6;377;57
13533;1.83;1.67;377;6
13538;300;4;377;59
13543;;1.8;377;35
13548;100;0;377;64
13553;;0.94;377;39
13558;;0.33;377;44
13563;;0.028;377;77
13567;2200;1200;377;66
13574;;0.17;378;69
13578;;1200;378;70
13585;100;0;378;1
13587;1.5;1.43;378;6
13592;;500;378;79
13597;;2.73;378;35
13602;100;0;378;64
13606;;55;378;73
13611;;1.78;378;43
14819;33750;14.4;408;67
14821;;0;409;52
14826;25;0;409;56
14835;2000;0;409;61
14837;78;27;409;10
14842;0.4;0;409;55
14846;25000;0;409;66
14853;;0.25;410;49
14858;100;0;410;5
14862;2000;11.7;410;61
14867;;1.75;410;30
14872;100;71.5;410;13
14878;100;0;411;4
14883;19.5;19;411;2
14888;50;0;411;59
14893;;0.18;411;54
14897;0.4;0;411;55
14902;25000;0;411;66
14909;;0.25;412;49
14911;19.5;19;412;2
14919;0.6;0.16;412;50
14924;0.6;0.3;412;51
14929;66000;2022;412;65
14936;100;0;413;4
14938;25;0;413;56
14944;50;0;413;59
14948;2000;0;413;61
14952;0.68;0.34;413;51
14958;66000;0;413;65
14965;;0.26;414;49
14970;100;0;414;5
14973;;0.96;414;53
14979;;1.67;414;30
14983;100;74.5;414;13
14989;100;17.1;415;9
14995;18.5;18;415;2
14999;100;0;415;5
15002;0.6;0.19;415;50
15009;100;7.2;415;3
15013;66000;0;415;65
15021;100;0;416;4
15023;18.5;18;416;2
15029;0.6;0.19;416;50
15034;0.68;0.34;416;51
15037;0.4;0.18;416;55
15042;25000;680;416;66
15187;1.12;0.56;422;48
15191;15;14.5;422;2
15195;500;27;422;60
15200;5;0;422;64
15203;;1.57;422;30
15208;5;0.28;422;62
15215;1.12;0.56;423;48
15219;40;0;423;58
15224;50;0;423;59
15232;;1.62;423;30
15236;0.4;0;423;55
15239;500;0;423;63
15242;;0;424;52
15246;25;0.1;424;56
15250;50;0.3;424;59
15253;;0.9;424;53
15258;78;28.5;424;10
15262;0.4;0.18;424;55
15263;5;0.28;424;62
15267;33750;25;424;67
15268;500;60;424;63
15269;100;21.6;425;9
15271;;0;425;52
15274;25;0;425;56
15276;100;0;425;1
15279;500;0;425;60
15281;;0.9;425;53
15286;;0.2;425;54
15288;0.58;0.29;425;51
15290;0.4;0;425;55
15293;100;72.5;425;13
15295;51000;0;425;67
15300;1.12;0.56;426;48
15302;25;0.1;426;56
15308;50;0.3;426;59
15310;0.6;0.16;426;50
15317;100;6.2;426;3
13615;16000;4000;378;65
14949;;0.2;413;54
14954;0.4;0;413;55
14959;51000;0;413;67
14961;100;17.1;414;9
14966;25;0.1;414;56
14975;2000;11.7;414;61
14980;0.68;0.34;414;51
14985;5;0.28;414;62
14990;;0;415;52
14996;25;0;415;56
15000;50;0;415;59
15003;2000;0;415;61
15008;0.68;0.34;415;51
15014;25000;0;415;66
15020;;0.26;416;49
15024;40;12;416;58
15030;2000;11.7;416;61
15035;78;25.5;416;10
15039;5;0.28;416;62
15043;500;50;416;63
15047;100;0;417;4
15050;25;0;417;56
15053;100;0;417;1
15058;0.6;0.16;417;50
15064;0.58;0.29;417;51
15068;100;69.5;417;13
15072;500;0;417;63
15076;;0;418;52
15081;100;0;418;1
15084;50;0.3;418;59
15088;5;0;418;64
15093;100;5.8;418;3
15098;25000;945;418;66
15105;;0.22;419;49
15110;100;0;419;1
15115;2000;0;419;61
15120;0.58;0.29;419;51
15125;66000;0;419;65
15130;;0;420;52
15135;15.5;15;420;2
15139;100;0;420;5
15141;;0.9;420;53
15148;0.58;0.29;420;51
15151;5;0;420;62
15160;100;0;421;4
15163;15.5;15;421;2
15169;0.6;0.16;421;50
15174;78;28.5;421;10
15178;0.4;0.18;421;55
15184;500;60;421;63
15185;100;21.6;422;9
15189;;0.22;422;49
15193;100;0;422;1
15197;;0.9;422;53
15201;;0.2;422;54
15205;100;5.8;422;3
15206;0.4;0.18;422;55
15210;25000;945;422;66
15211;33750;25;422;67
15214;100;21.6;423;9
15217;;0.22;423;49
15220;15.5;15;423;2
15222;100;0;423;5
15223;2000;0;423;61
15226;0.6;0.16;423;50
15228;5;0;423;64
15230;;0.2;423;54
15234;5;0;423;62
15237;66000;0;423;65
15243;1.12;0.56;424;48
15245;;0.22;424;49
15249;100;0;424;1
15254;5;0;424;64
15260;0.58;0.29;424;51
15264;100;70.5;424;13
15272;1.12;0.56;425;48
15277;40;0;425;58
15282;0.6;0.16;425;50
15285;78;28.5;425;10
15289;100;6.2;425;3
15294;25000;0;425;66
15299;100;0;426;4
15303;16;15.5;426;2
15307;500;27;426;60
15311;2000;17;426;61
15313;;0.2;426;54
15315;;1.62;426;30
15318;0.4;0.18;426;55
15322;25000;945;426;66
15323;51000;25;426;67
15325;100;21.6;427;9
15327;0.98;0.49;427;48
15331;40;0;427;58
15333;25;0;427;56
15337;50;0;427;59
15338;0.6;0.17;427;50
15340;;0.18;427;54
15341;5;0;427;64
15343;78;28.5;427;10
15344;0.64;0.32;427;51
15345;100;6;427;3
15346;5;0;427;62
15347;0.4;0;427;55
15348;100;73;427;13
15349;66000;0;427;65
15350;25000;0;427;66
15351;33750;0;427;67
15352;500;0;427;63
13616;3000;22;378;74
13621;2200;1200;378;66
13628;;0.5;379;49
13631;15.1;13.6;379;2
13635;100;0;379;5
13640;4.414;2.43;379;27
13649;;0;379;55
13654;750;0;379;63
13656;;0;380;52
13661;15.1;13.6;380;2
13668;50;0.4;380;59
13673;1000;30;380;61
13679;2;0.15;380;62
13682;;270;380;66
13687;;0;381;36
13691;9;0;381;4
13695;20.8;19.8;381;2
13700;3000;0;381;60
13705;;0.6;381;53
13714;;0.27;381;54
13719;2;0;381;62
13723;;0;381;45
13728;;0;381;76
13732;1000;0;381;63
13734;;0;382;36
13740;;1200;382;70
13746;100;0;382;1
13751;50;1.5;382;59
13755;;0.693;382;35
13760;250;5;382;61
13766;;10;382;73
13771;;0.43;382;45
13776;;1;382;76
13785;;0;383;69
13789;;0.27;383;49
13793;;0;383;38
13797;;0;383;32
13804;;0;383;35
13807;;0;383;61
13811;1.18;0.59;383;51
13816;;0;383;41
13823;;0;383;76
13827;;0;383;68
13832;;0;384;52
13837;;0.27;384;49
13843;100;72;384;60
13847;;0.486;384;33
13853;;0.37;384;37
13857;;54;384;72
13861;2;0.1;384;62
13868;;0.567;384;45
13873;;0.09;384;68
13878;;0;385;69
13883;;0;385;56
13888;;0;385;5
13893;300;0;385;59
13898;;0;385;35
13903;;0;385;64
13908;;0;385;39
13913;;0;385;44
13919;;0;385;75
13923;500;0;385;63
13926;;0;386;36
13931;;1600;386;70
13935;250;8;386;58
13943;300;0.4;386;59
13947;;1;386;7
13952;2000;60;386;61
13956;;0;386;51
13960;3;0.2;386;62
13965;;1.2;386;45
13970;;4.5;386;76
13978;;0.5;387;52
13982;3;0.14;387;49
13985;100;0;387;1
13990;;0;387;71
13995;1;0.6;387;53
14004;3;0.15;387;54
14009;;0;387;55
14014;;0;387;42
14019;;0;387;75
14024;500;0;387;63
14026;;0;388;36
14033;27;26;388;2
14037;100;0;388;1
14040;;0.45;388;46
14045;1;0.6;388;53
14053;;0;388;64
14058;;0.9;388;39
14063;;0.24;388;44
14068;;0.003;388;77
14072;1000;12;388;67
14079;1.5;0.75;389;48
14082;;0;389;70
14087;100;0;389;1
14092;;0;389;32
14094;1;0.5;389;53
14097;;0.8;389;7
14101;0.5;0.05;389;50
14106;;0;389;51
14112;;0;389;44
14117;3000;0;389;74
14122;1000;0;389;67
14125;;0.9;390;31
14130;;0;390;4
14135;250;6;390;58
14143;;0.35;390;46
14147;;1;390;35
14152;2000;60;390;61
14157;;9;390;73
14162;;0.75;390;43
14168;;0.003;390;77
14174;1000;10;390;67
14178;;0;391;36
13617;;0.028;378;77
13624;500;80;378;63
13629;0.98;0.49;379;48
13632;25;0;379;58
13637;500;0;379;60
13642;1000;0;379;61
13645;29;0;379;10
13650;100;70.2;379;14
13657;0.98;0.49;380;48
13662;25;9;380;58
13667;500;40;380;60
13671;;0.15;380;50
13676;0.48;0.24;380;51
13684;;1300;380;65
13688;;0;381;52
13692;;0;381;70
13696;;0;381;38
13704;;0;381;33
13709;;0;381;34
13712;250;0;381;61
13716;1.44;0.72;381;51
13720;;0;381;43
13725;;0;381;74
13733;;0.033;382;8
13738;1.8;0.9;382;48
13743;20.8;19.8;382;2
13749;;0.18;382;71
13756;;1;382;7
13761;;0;382;64
13765;;0.41;382;39
13770;;0.41;382;42
13775;;2.2;382;75
13781;;0.02;383;8
13786;1.18;0.72;383;48
13795;18;8.1;383;5
13798;45;0;383;59
13803;;0.5;383;7
13809;;0.18;383;54
13813;;0;383;73
13817;;0;383;43
13821;;0;383;74
13826;1000;0;383;67
13830;;1.026;384;31
13835;4.5;0;384;4
13840;;0.306;384;38
13845;;0.29;384;32
13849;;1.134;384;34
13854;;0.054;384;50
13859;;5.18;384;73
13864;;0.185;384;44
13869;;3.6;384;75
13875;;0;385;31
13880;;0;385;4
13885;250;0;385;58
13890;;0;385;71
13895;1;0.7;385;53
13900;;0;385;37
13905;;0;385;72
13910;3;0;385;62
13915;;0;385;45
13920;;0;385;76
13927;;0.6;386;52
13932;3;0.15;386;49
13937;;0.5;386;38
13941;;0.5;386;46
13945;1;0.7;386;53
13950;;0.55;386;37
13958;;0;386;55
13963;;0.8;386;42
13969;;4;386;75
13973;;1.75;386;68
13977;;0;387;31
13981;;0;387;70
13986;;0;387;38
13991;;0;387;46
13998;;0;387;35
14003;;0;387;64
14007;;0;387;73
14011;;0;387;47
14018;;0;387;77
14023;;0;387;68
14025;;1.4;388;31
14034;;0;388;4
14039;500;60;388;60
14043;;1;388;33
14048;;1.5;388;35
14052;2000;60;388;61
14057;;9;388;73
14062;;0.95;388;43
14066;16000;5000;388;65
14071;2200;1100;388;66
14078;;0;389;69
14083;3;0.12;389;49
14088;;0;389;5
14091;;0;389;46
14093;;0;389;33
14096;;0;389;34
14102;2000;0;389;61
14108;;0;389;39
14111;;0;389;47
14116;16000;0;389;65
14121;2200;0;389;66
14129;;0.125;390;69
14133;;0;390;56
14136;;0;390;5
14142;;0.6;390;33
14149;;1.25;390;34
14153;;0;390;64
14158;;0.7;390;39
14163;;0.18;390;44
14167;3000;2;390;74
14171;2200;1100;390;66
14179;;0;391;69
14183;;0;391;56
14188;100;0;391;1
13618;;22;378;75
13622;1000;180;378;67
13625;100;0;379;9
13630;10;0;379;56
13639;;0.6;379;53
13644;;0.13;379;54
13648;2;0;379;62
13653;;0;379;67
13655;100;0;380;9
13660;10;0.1;380;56
13665;100;0;380;5
13670;4.414;2.43;380;27
13675;29;0;380;10
13680;100;70.2;380;14
13689;;0;381;69
13694;;0;381;56
13698;14;7.2;381;5
13702;;0;381;32
13707;;0;381;35
13711;0.3;0.04;381;50
13717;;0;381;39
13721;;0;381;42
13727;;0;381;75
13731;;0;381;68
13735;;0;382;52
13741;;0.41;382;49
13745;;0.239;382;38
13750;;0.2;382;32
13754;;0.65;382;34
13759;0.3;0.04;382;50
13764;1.44;0.72;382;51
13769;;0.18;382;44
13774;;0.022;382;77
13779;;0;382;68
13784;;0;383;36
13787;;0;383;70
13791;26.7;25.2;383;2
13796;100;0;383;60
13801;;0.54;383;53
13810;;0.054;383;50
13814;2;0;383;62
13820;;0;383;45
13822;;0;383;75
13833;;0.063;384;69
13838;26.7;25.2;384;2
13842;18;8.1;384;5
13848;;0.54;384;53
13852;5;3.6;384;22
13856;;0.18;384;54
13862;;0.2;384;41
13865;300000;7290;384;65
13872;1000;27;384;67
13879;2.4;1.2;385;48
13884;29;28;385;2
13889;500;0;385;60
13894;;0;385;33
13899;4.414;2.8;385;26
13904;3;0.17;385;54
13909;;0;385;55
13914;;0;385;42
13918;;0;385;77
13924;;0;385;68
13925;;1.6;386;31
13930;;0;386;4
13938;;0;386;5
13942;;0.58;386;32
13946;;1.9;386;34
13951;0.5;0.05;386;50
13955;;60;386;72
13962;;0.26;386;44
13967;3000;2;386;74
13974;500;70;386;63
13979;2;1;387;48
13984;27;26;387;2
13989;500;0;387;60
13994;;0;387;33
13999;4.414;2.9;387;26
14002;2000;0;387;61
14008;;0;387;39
14012;;0;387;44
14016;16000;0;387;65
14021;2200;0;387;66
14028;;0.2;388;69
14031;3;0.14;388;49
14038;;0;388;5
14041;;0.5;388;32
14046;;1.75;388;34
14050;;0.45;388;37
14055;;60;388;72
14060;3;0.2;388;62
14067;3000;2;388;74
14074;500;65;388;63
14075;;0;389;31
14080;;0;389;4
14089;500;0;389;60
14100;;0;389;37
14105;;0;389;72
14109;3;0;389;62
14114;;0;389;42
14119;;0;389;75
14124;500;0;389;63
14126;;0;390;36
14134;20;19;390;2
14139;;0.3;390;38
14144;300;0.4;390;59
14148;4.414;3.1;390;26
14154;3;0.12;390;54
14159;;0;390;55
14164;;0.3;390;42
14169;;3;390;75
14172;;0.75;390;68
14177;1.3;0.65;391;48
14182;3;0.12;391;49
14187;;0;391;5
13619;;22;378;76
13623;;8;378;68
13626;;0;379;52
13634;100;0;379;1
13638;50;0;379;59
13643;10;0;379;64
13646;0.48;0.24;379;51
13652;;0;379;66
13659;;0.5;380;49
13664;100;0;380;1
13669;;0.6;380;53
13672;;0.13;380;54
13678;;0.18;380;55
13681;;9;380;67
13685;;0.033;381;8
13693;;0.41;381;49
13697;100;0;381;1
13701;;0;381;71
13708;5;3.15;381;23
13713;;0;381;64
13718;;0;381;73
13722;;0;381;44
13726;;0.022;381;77
13730;1000;0;381;67
13737;;0.56;382;31
13742;;0;382;56
13747;14;7.2;382;5
13752;;0.41;382;33
13757;5;3.15;382;23
13762;;0.27;382;54
13767;2;0.11;382;62
13772;250000;5000;382;65
13777;5000;500;382;66
13780;1000;120;382;63
13782;;0;383;52
13790;;0;383;56
13794;100;0;383;1
13800;;0;383;71
13805;5;3.6;383;22
13808;;0;383;64
13812;;0;383;39
13818;;0;383;44
13825;;0;383;77
13829;;0.02;384;8
13834;1.18;0.72;384;48
13839;250;7.2;384;58
13844;;0.72;384;71
13850;;0.5;384;7
13858;1.18;0.59;384;51
13863;;0.657;384;43
13866;;5.04;384;74
13871;9000;608;384;66
13876;;0.6;385;52
13881;;0;385;70
13887;100;0;385;1
13892;;0;385;32
13897;;1;385;7
13902;2000;0;385;61
13907;;0;385;73
13912;;0;385;43
13917;3000;0;385;74
13922;1000;0;385;67
13929;2.4;1.2;386;48
13934;29;28;386;2
13939;500;80;386;60
13944;;1.1;386;33
13949;4.414;2.8;386;26
13954;3;0.17;386;54
13959;;1;386;39
13964;;0.5;386;47
13968;;0.003;386;77
13972;1000;12;386;67
13975;;0;387;36
13983;;0;387;56
13987;;0;387;5
13992;;0;387;32
13996;;0;387;34
14000;;0;387;37
14005;;0;387;72
14010;3;0;387;62
14015;;0;387;45
14020;;0;387;76
14027;;0.5;388;52
14030;;1400;388;70
14035;250;8;388;58
14044;;1;388;71
14049;4.414;2.9;388;26
14054;3;0.15;388;54
14059;;0;388;55
14064;;0.7;388;42
14069;;3.6;388;75
14073;;1.5;388;68
14076;;0;389;36
14081;;0;389;56
14085;250;0;389;58
14099;4.414;3.1;389;26
14104;3;0.12;389;54
14110;;0;389;55
14115;;0;389;45
14120;;0;389;76
14127;;0.38;390;52
14131;;1000;390;70
14138;500;60;390;60
14141;;0.3;390;32
14146;;0.8;390;7
14150;;0.35;390;37
14155;;50;390;72
14161;3;0.2;390;62
14166;16000;5000;390;65
14173;500;40;390;63
14175;;0;391;31
14180;;0;391;4
14185;250;0;391;58
14190;;0;391;71
14195;1;0.4;391;53
13620;;300;378;78
13627;100;0;379;4
13633;4.414;2.97;379;20
13636;100;20;379;11
13641;;0.15;379;50
13647;100;4.08;379;3
13651;;0;379;65
13658;100;0;380;4
13663;4.414;2.97;380;20
13666;100;20;380;11
13674;10;0.5;380;64
13677;100;4.08;380;3
13683;750;27;380;63
13686;;0;381;31
13690;1.8;0.9;381;48
13699;250;0;381;58
13703;50;0;381;59
13706;;1;381;7
13710;;0;381;37
13715;;0;381;72
13724;250000;0;381;65
13729;5000;0;381;66
13736;;0;382;69
13739;9;0;382;4
13744;250;7.3;382;58
13748;3000;80;382;60
13753;;0.6;382;53
13758;;0.239;382;37
13763;;11.4;382;72
13768;;0.52;382;43
13773;;1;382;74
13778;1000;50;382;67
13783;;0;383;31
13788;4.5;0;383;4
13792;250;0;383;58
13799;;0;383;33
13802;;0;383;34
13806;;0;383;37
13815;;0;383;72
13819;300000;0;383;65
13824;9000;0;383;66
13828;1800;0;383;63
13831;;0;384;36
13836;;2160;384;70
13841;100;0;384;1
13846;45;0.72;384;59
13851;;0.92;384;35
13855;;8.1;384;61
13860;;0.423;384;39
13867;;0.018;384;77
13870;;3.6;384;76
13874;1800;67.5;384;63
13877;;0;385;36
13882;3;0.15;385;49
13886;;0;385;38
13891;;0;385;46
13896;;0;385;34
13901;0.5;0.05;385;50
13906;;0;385;51
13911;;0;385;47
13916;16000;0;385;65
13921;2200;0;385;66
13928;;0.25;386;69
13933;;0;386;56
13936;100;0;386;1
13940;;1;386;71
13948;;1.6;386;35
13953;;0;386;64
13957;;10;386;73
13961;;1;386;43
13966;16000;5000;386;65
13971;2200;1100;386;66
13976;;0;387;69
13980;;0;387;4
13988;250;0;387;58
13993;300;0;387;59
13997;;1;387;7
14001;0.5;0.05;387;50
14006;;0;387;51
14013;;0;387;43
14017;3000;0;387;74
14022;1000;0;387;67
14029;2;1;388;48
14032;;0;388;56
14036;;0.5;388;38
14042;300;0.4;388;59
14047;;1;388;7
14051;0.5;0.05;388;50
14056;;0;388;51
14061;;0.45;388;47
14065;;1.1;388;45
14070;;4.5;388;76
14077;;0.38;389;52
14084;20;19;389;2
14086;;0;389;38
14090;;0;389;71
14095;300;0;389;59
14098;;0;389;35
14103;;0;389;64
14107;;0;389;73
14113;;0;389;43
14118;;0;389;77
14123;;0;389;68
14128;1.5;0.75;390;48
14132;3;0.12;390;49
14137;100;0;390;1
14140;;0.8;390;71
14145;1;0.5;390;53
14151;0.5;0.05;390;50
14156;;0;390;51
14160;;0.35;390;47
14165;;0.8;390;45
14170;;3.5;390;76
14176;;0.32;391;52
14181;;0;391;70
14189;500;0;391;60
14193;;0;391;33
14197;;0.8;391;7
14200;0.5;0.05;391;50
14205;;0;391;72
14211;;0;391;43
14216;16000;0;391;65
14223;;0;391;68
14225;;0.75;392;31
14230;;0;392;4
14235;250;6;392;58
14240;;0.7;392;71
14245;1;0.4;392;53
14251;;0.25;392;37
14256;;0;392;51
14262;;0.6;392;43
14267;3000;2;392;74
14272;1000;10;392;67
14279;1.1;0.55;393;48
14284;;0;393;56
14287;;0;393;38
14293;300;0;393;59
14297;;0.8;393;7
14301;0.5;0.05;393;50
14305;;0;393;72
14310;3;0;393;62
14315;;0;393;45
14320;;0;393;76
14327;;0.28;394;52
14331;;800;394;70
14339;;0;394;5
14341;;0.25;394;46
14346;;0.8;394;34
14350;;0.25;394;37
14355;;40;394;72
14361;;0.25;394;47
14368;;2.5;394;75
14373;;0.5;394;68
14376;;0;395;31
14384;;0;395;56
14389;500;0;395;60
14394;;0;395;33
14399;4.414;3;395;26
14404;3;0.12;395;54
14409;;0;395;55
14414;;0;395;42
14419;;0;395;75
14424;500;0;395;63
14425;;1.1;396;31
14430;;0;396;4
14435;250;6;396;58
14440;;0.8;396;71
14445;1;0.5;396;53
14450;;0.4;396;37
14455;;50;396;72
14460;3;0.2;396;62
14465;;0.9;396;45
14472;1000;10;396;67
14476;1;0.5;397;48
14483;;0;397;38
14486;8;2.5;397;5
14490;;0;397;33
14495;;0.03;397;50
14500;0.6;0.3;397;51
14505;;0;397;43
14510;2200;0;397;66
14514;;0.6;398;31
14519;10;0.25;398;56
14528;;0.3;398;32
14533;;0.3;398;37
14537;;0.4;398;54
14543;2;0.16;398;62
14546;;0.7;398;45
14557;3;0.4;399;49
14562;1000;0;399;60
14567;1000;0;399;61
14570;0.46;0.23;399;51
14575;;0;399;75
14581;3;0.4;400;49
14587;6;0;400;5
14591;;0.36;400;35
14595;3;0.3;400;54
14600;3000;5;400;74
14604;500;40;400;63
14609;9.8;8.8;401;2
14614;1000;0;401;60
14619;1000;0;401;61
14623;1.25;0;401;55
14628;2200;0;401;66
14634;10;0.1;402;56
14639;6;0;402;5
14642;4;0.34;402;53
14647;3;0.15;402;54
14652;3000;5;402;74
14656;500;40;402;63
14658;3;0.35;403;49
14664;100;0;403;1
14667;5;0;403;59
14671;1000;0;403;61
14675;1.25;0;403;55
14680;2200;0;403;66
14684;20;8;404;4
14692;6;0;404;5
14696;0.3;0.11;404;50
14701;3;0.2;404;54
14705;;2;404;75
14710;1.2;0.6;405;48
14717;100;0;405;5
14722;0.6;0.16;405;50
14726;78;27;405;10
14732;5;0;405;62
15005;;0.2;415;54
14184;17.5;16.5;391;2
14186;;0;391;38
14194;;0;391;46
14199;4.414;3.2;391;26
14203;;0;391;37
14208;;0;391;39
14212;;0;391;44
14218;;0;391;77
14222;1000;0;391;67
14228;1.3;0.65;392;48
14234;3;0.12;392;49
14239;500;50;392;60
14243;300;0.4;392;59
14248;;0.8;392;35
14253;;0;392;64
14258;;0.6;392;39
14264;;0.3;392;42
14269;;2.5;392;75
14274;500;40;392;63
14276;;0;393;36
14282;15;14;393;2
14286;;0;393;5
14290;;0;393;71
14295;1;0.4;393;53
14300;;0;393;37
14309;;0;393;55
14314;;0;393;42
14319;;0;393;75
14324;500;0;393;63
14326;;0;394;36
14332;3;0.12;394;49
14336;;0.2;394;38
14340;;0.7;394;71
14345;1;0.4;394;53
14354;3;0.12;394;54
14356;;0;394;51
14360;3;0.2;394;62
14369;;0.6;394;45
14374;500;40;394;63
14375;;0;395;36
14383;;0;395;4
14388;;0;395;5
14390;;0;395;46
14395;1;0.5;395;53
14400;;0;395;37
14406;;0;395;73
14411;;0;395;43
14416;16000;0;395;65
14422;2200;0;395;66
14429;1.7;0.85;396;48
14434;23;22;396;2
14439;500;60;396;60
14444;;0.8;396;33
14448;;1.3;396;35
14453;;0;396;64
14458;;0.8;396;39
14463;;0.2;396;44
14468;;0.003;396;77
14473;;1;396;68
14477;20;14;397;4
14482;25;0;397;58
14487;;0;397;32
14491;;0.8;397;53
14496;1000;0;397;61
14501;;0;397;39
14509;;0;397;44
14518;;0.3;398;49
14523;4.414;2.5;398;20
14527;50;0.3;398;59
14532;;0.65;398;35
14538;;180;398;72
14541;;11;398;3
14547;;39;398;76
14551;750;50;398;63
14554;20;7;399;4
14559;4.414;2.55;399;18
14563;5;0;399;59
14568;;0;399;64
14573;16000;0;399;65
14578;500;0;399;63
14579;0.62;0.31;400;48
14584;800;10;400;58
14592;0.3;0.12;400;50
14597;2;0.1;400;62
14602;2200;800;400;66
14607;20;9;401;4
14612;6;0;401;5
14616;4;0.34;401;53
14621;2;0;401;62
14627;;0;401;75
14632;20;9;402;4
14640;1000;40;402;60
14643;;0.32;402;35
14648;0.38;0.19;402;51
14653;;2;402;75
14660;10;0;403;56
14662;800;0;403;58
14666;1000;0;403;60
14670;0.3;0.11;403;50
14674;0.44;0.22;403;51
14679;;0;403;75
14686;10;0.1;404;56
14690;100;0;404;1
14694;4;0.36;404;53
14702;2;0.1;404;62
14706;1000;80;404;67
14711;100;0;405;4
14715;100;0;405;1
14720;50;0;405;59
14727;;1.75;405;30
14731;100;67.5;405;13
14736;500;0;405;63
15342;;1.67;427;30
14191;;0;391;32
14196;;0;391;34
14202;;0;391;64
14207;;0;391;73
14213;;0;391;47
14217;3000;0;391;74
14221;2200;0;391;66
14229;;0.1;392;69
14232;;0;392;56
14238;;0;392;5
14244;;0.5;392;33
14249;4.414;3.2;392;26
14254;3;0.12;392;54
14259;;0;392;55
14263;;0.15;392;44
14268;;0.003;392;77
14273;;0.75;392;68
14275;;0;393;31
14280;;0;393;4
14289;500;0;393;60
14292;;0;393;32
14296;;0;393;34
14303;3;0.12;393;54
14306;;0;393;51
14311;;0;393;47
14316;16000;0;393;65
14323;;0;393;68
14328;;0.6;394;31
14333;15;14;394;2
14337;100;0;394;1
14343;300;0.4;394;59
14348;;0.65;394;35
14353;0.5;0.05;394;50
14359;;0.5;394;39
14363;;0.4;394;42
14367;;0.003;394;77
14371;2200;1100;394;66
14378;;0;395;69
14380;;0;395;70
14385;250;0;395;58
14393;;0;395;71
14398;;0;395;35
14403;;0;395;64
14408;;0;395;39
14412;;0;395;44
14418;3000;0;395;74
14423;;0;395;68
14427;;0;396;36
14432;3;0.14;396;49
14437;100;0;396;1
14443;300;0.4;396;59
14449;4.414;3;396;26
14454;3;0.12;396;54
14459;;0;396;55
14464;;0.4;396;42
14469;;3;396;75
14474;500;50;396;63
14478;;0;397;70
14481;16.5;15.5;397;2
14485;100;0;397;1
14493;;0;397;37
14498;;0.4;397;54
14502;;11;397;3
14507;16000;0;397;65
14513;750;0;397;63
14516;;1200;398;70
14521;25;5;398;58
14526;500;50;398;60
14531;;1.1;398;34
14536;10;0.5;398;64
14542;;0;398;55
14548;16000;600;398;65
14550;;0.2;398;68
14556;11.3;10.3;399;2
14561;6;0;399;5
14565;;0.36;399;35
14571;1.25;0;399;55
14576;2200;0;399;66
14583;11.3;10.3;400;2
14588;1000;40;400;60
14593;1000;40;400;61
14598;1.25;0.15;400;55
14603;1000;80;400;67
14606;3;0.3;401;49
14613;100;0;401;1
14617;;0.32;401;35
14620;3;0.15;401;54
14625;16000;0;401;65
14630;500;0;401;63
14635;9.8;8.8;402;2
14637;4.414;2.2;402;18
14645;0.3;0.1;402;50
14650;1.25;0.15;402;55
14654;2200;800;402;66
14657;0.56;0.28;403;48
14661;10.4;9.4;403;2
14665;6;0;403;5
14669;;0.35;403;35
14673;3;0.2;403;54
14678;3000;0;403;74
14683;0.56;0.28;404;48
14688;800;10;404;58
14693;5;0.3;404;59
14698;;0;404;64
14703;16000;2000;404;65
14708;500;40;404;63
14712;;0;405;52
14716;40;0;405;58
14721;;0.97;405;53
14725;;0.18;405;54
14730;0.4;0;405;55
14735;33750;0;405;67
14737;;0;406;52
14192;300;0;391;59
14198;;0;391;35
14201;2000;0;391;61
14206;;0;391;51
14210;3;0;391;62
14215;;0;391;45
14220;;0;391;76
14226;;0.32;392;52
14233;17.5;16.5;392;2
14237;100;0;392;1
14242;;0.25;392;32
14247;;0.8;392;7
14252;2000;60;392;61
14257;;9;392;73
14261;;0.3;392;47
14265;;0.7;392;45
14270;;3;392;76
14278;;0.28;393;52
14281;;0;393;70
14285;250;0;393;58
14294;;0;393;33
14298;;0;393;35
14302;;0;393;64
14308;;0;393;39
14312;;0;393;43
14317;3000;0;393;74
14322;1000;0;393;67
14329;1.1;0.55;394;48
14334;;0;394;56
14338;500;50;394;60
14342;;0.2;394;32
14347;;0.8;394;7
14352;2000;60;394;61
14357;;9;394;73
14362;;0.13;394;44
