id;maximum;minimum;dietId;nutrientId
6336;100;0;167;4
6338;25;0;167;56
6341;100;0;167;1
6345;50;0;167;59
6352;78;0;167;10
6356;0.4;0;167;55
6361;30000;0;167;67
6367;;0;168;49
6369;10.5;9.45;168;2
6376;;0.637;168;53
6381;;0.091;168;54
6387;100;2.84;168;3
6391;500;30;168;63
6393;100;0;169;9
6398;25;0;169;56
6403;100;20;169;11
6408;0.6;0.18;169;50
6413;4.414;1.19;169;28
6418;;52.2;169;13
6425;0.54;0.27;170;48
6429;10.3;9.27;170;2
6433;100;20;170;11
6444;0.36;0.18;170;51
6447;;0.1;170;62
6451;30000;13.5;170;67
6454;100;0;171;9
6459;19;18;171;2
6464;100;8;171;11
6469;;0.15;171;50
6474;0.68;0.34;171;51
6479;;0;171;65
6485;1.46;0.73;172;48
6489;25;8;172;58
6494;100;8;172;11
6501;;0.13;172;54
6504;100;6.5;172;3
6509;;1300;172;65
6515;100;0;173;4
6519;11.3;10.3;173;2
6525;50;0;173;59
6532;;0.13;173;54
6537;2;0;173;62
6540;;0;173;66
6545;0.58;0.29;174;48
6552;100;0;174;1
6556;50;0.3;174;59
6561;10;0.5;174;64
6564;0.4;0.2;174;51
6568;;4460;174;65
6573;;0;175;52
6577;;0;175;49
6581;4.414;0;175;20
6588;4.414;0;175;27
6590;1000;0;175;61
6596;;0;175;55
6602;750;0;175;63
6605;100;0;176;4
6611;4.414;0;176;20
6616;50;0.3;176;59
6621;10;0.5;176;64
6626;;0.16;176;55
6631;;7;176;67
6635;0.58;0.29;177;48
6641;4.414;0;177;20
6646;;0.65;177;53
6650;1000;0;177;61
6655;100;3.02;177;3
6659;;0;177;65
6664;;0;178;52
6670;10;0.12;178;56
6674;100;20;178;11
6676;50;0.35;178;59
6681;10;0.5;178;64
6686;;0.17;178;55
6691;;7;178;67
6695;0.58;0.29;179;48
6699;25;0;179;58
6704;100;20;179;11
6709;;0.125;179;50
6714;0.41;0.205;179;51
6718;;0;179;65
6724;;0;180;52
6730;11.6;10.6;180;2
6737;50;0.35;180;59
6740;;0.125;180;50
6745;100;3.07;180;3
6750;;900;180;66
6755;0.59;0.295;181;48
6761;4.414;0;181;20
6766;50;0;181;59
6244;0.56;0.28;164;48
6249;10.9;9.8;164;2
6253;100;0;164;5
6256;;0.637;164;53
6263;4.414;1.23;164;28
6268;;54.5;164;13
6275;100;0;165;4
6281;100;0;165;1
6284;500;0;165;60
6290;;0;165;64
6294;0.38;0.19;165;51
6300;66000;0;165;65
6307;;0;166;49
6310;40;10;166;58
6316;;0.367;166;53
6319;2000;40;166;61
6326;4.414;1.21;166;28
6329;30000;13.5;166;67
6334;;0;167;52
6340;40;0;167;58
6342;100;0;167;5
6346;4.414;1.97;167;21
6349;2000;0;167;61
6354;0.38;0.19;167;51
6359;66000;0;167;65
6366;100;0;168;4
6370;40;10;168;58
6374;500;50;168;60
6380;;0;168;64
6385;0.4;0.14;168;55
6392;25000;0;168;66
6397;;0;169;49
6402;100;0;169;5
6407;4.414;1.97;169;21
6411;;0.091;169;54
6415;100;2.78;169;3
6422;25000;0;169;66
6424;;0;170;52
6430;40;10;170;58
6434;;0.637;170;53
6443;4.414;1.19;170;28
6449;66000;3900;170;65
6455;1.46;0.73;171;48
6460;25;0;171;58
6467;50;0;171;59
6471;10;0;171;64
6476;;0;171;55
6481;;0;171;67
6486;100;0;172;4
6490;4.414;2.9;172;20
6495;500;35;172;60
6502;;0.15;172;50
6506;2;0.15;172;62
6511;;9;172;67
6516;;0;173;49
6521;4.414;0;173;20
6526;500;0;173;60
6529;;0.12;173;50
6536;;0;173;55
6542;750;0;173;63
6546;100;0;174;4
6550;25;7.5;174;58
6554;100;20;174;11
6560;1000;35;174;61
6563;78;30;174;10
6572;100;50.5;174;14
6574;100;25;175;9
6578;10;0;175;56
6584;100;20;175;11
6586;50;0;175;59
6591;10;0;175;64
6597;2;0;175;62
6601;;0;175;67
6604;0.58;0.29;176;48
6610;25;7.5;176;58
6615;500;45;176;60
6620;1000;35;176;61
6625;100;3;176;3
6630;;900;176;66
6634;;0;177;52
6639;11.4;10.4;177;2
6647;50;0;177;59
6649;;0.125;177;50
6653;78;30;177;10
6658;100;50.6;177;14
6666;100;0;178;4
6668;25;7.8;178;58
6672;100;0;178;1
6678;4.414;0;178;27
6682;78;30;178;10
6687;2;0.16;178;62
6697;;0;179;49
6702;100;0;179;1
6707;;0.65;179;53
6712;;0.135;179;54
6717;2;0;179;62
6721;750;0;179;63
6725;0.58;0.29;180;48
6732;100;0;180;1
6735;500;45;180;60
6739;1000;35;180;61
6743;78;30;180;10
6748;100;52;180;14
6754;100;25;181;9
6759;11.7;10.7;181;2
6764;100;20;181;11
6769;;0.13;181;50
6774;0.418;0.209;181;51
6779;;0;181;65
8921;;0;253;36
6245;100;0;164;4
6248;25;0.1;164;56
6252;500;50;164;60
6255;50;0.5;164;59
6260;;0;164;64
6265;100;2.94;164;3
6270;25000;0;164;66
6274;;0;165;52
6278;10.7;9.65;165;2
6283;100;20;165;11
6288;0.6;0.18;165;50
6296;0.4;0;165;55
6301;30000;0;165;67
6306;100;0;166;4
6309;10.7;9.65;166;2
6317;4.414;1.99;166;21
6322;78;0;166;10
6323;0.38;0.19;166;51
6330;25000;0;166;66
6333;100;0;167;9
6337;;0;167;49
6344;500;0;167;60
6348;0.6;0.18;167;50
6350;;0;167;64
6355;100;2.84;167;3
6360;25000;0;167;66
6365;100;0;168;9
6371;100;0;168;1
6375;50;0.5;168;59
6379;2000;40;168;61
6384;0.38;0.19;168;51
6389;66000;3900;168;65
6396;100;0;169;4
6401;100;0;169;1
6406;;0.637;169;53
6412;78;0;169;10
6417;0.4;0;169;55
6421;500;0;169;63
6427;;0;170;49
6431;100;0;170;1
6435;50;0.5;170;59
6442;78;0;170;10
6448;;52.2;170;13
6452;500;30;170;63
6453;;0;171;52
6458;10;0;171;56
6463;100;0;171;5
6468;4.414;2.4;171;27
6473;25;0;171;10
6478;100;65.7;171;14
6484;;0;172;52
6491;19;18;172;2
6496;50;0.4;172;59
6500;1000;30;172;61
6505;;0.18;172;55
6510;;270;172;66
6513;100;25;173;9
6518;10;0;173;56
6523;100;0;173;5
6528;4.414;0;173;27
6533;78;30;173;10
6538;100;50.5;173;14
6543;100;25;174;9
6548;10;0.11;174;56
6557;100;0;174;5
6562;;0.13;174;54
6567;2;0.16;174;62
6571;750;26;174;63
6575;0.58;0.29;175;48
6580;11.35;10.35;175;2
6582;100;0;175;5
6585;500;0;175;60
6589;;0.12;175;50
6594;0.402;0.201;175;51
6599;;0;175;65
6603;100;25;176;9
6608;10;0.11;176;56
6613;100;0;176;5
6618;4.414;0;176;27
6623;78;30;176;10
6628;100;50.55;176;14
6637;;0;177;49
6640;25;0;177;58
6644;500;0;177;60
6652;;0.135;177;54
6656;;0;177;55
6660;;0;177;67
6663;100;25;178;9
6667;;0;178;49
6671;4.414;0;178;20
6675;500;45;178;60
6680;1000;35;178;61
6685;100;3.02;178;3
6690;;900;178;66
6694;;0;179;52
6698;10;0;179;56
6703;100;0;179;5
6708;4.414;0;179;27
6713;78;30;179;10
6722;100;52;179;14
6727;100;0;180;4
6729;25;7.8;180;58
6736;;0.65;180;53
6742;;0.135;180;54
6746;;0.17;180;55
6749;;4460;180;65
6757;;0;181;49
6762;100;0;181;1
6767;;0.65;181;53
6771;10;0;181;64
6246;100;0;164;9
6250;40;10;164;58
6254;100;20;164;11
6257;4.414;2;164;21
6261;;0.091;164;54
6266;0.4;0.14;164;55
6277;;0;165;49
6282;100;0;165;5
6286;;0.367;165;53
6291;;0.091;165;54
6295;100;2.9;165;3
6299;25000;0;165;66
6303;100;0;166;9
6308;25;0.1;166;56
6313;100;20;166;11
6318;0.6;0.18;166;50
6327;5;0.1;166;62
6331;66000;3900;166;65
8925;;0;253;56
8931;15;8;253;5
8935;50;0;253;59
8938;;0;253;34
8946;;0.3;253;54
8950;;0;253;39
8961;5000;0;253;66
8965;;0.035;254;8
8970;2;1;254;48
8975;23;22;254;2
8980;3000;80;254;60
8989;;0.6;254;53
8994;;0.3;254;54
8999;2;0.11;254;62
9004;250000;5000;254;65
9009;5000;500;254;66
9016;;0;255;69
9021;25;0;255;56
9026;100;0;255;1
9031;;0;255;46
9034;;0;255;79
9041;0.5;0.07;255;50
9046;;0;255;51
9051;;0;255;47
9056;16000;0;255;65
9061;;0;255;78
9069;;0;256;69
9074;25;0;256;56
9078;;0;256;38
9084;;0;256;46
9087;;0;256;33
9091;;0;256;35
9099;;0;256;73
9104;;0;256;47
9114;;0;256;78
9122;;0.8;257;52
9125;;1000;257;70
9129;;0.42;257;57
9134;3.65;3.5;257;6
9142;1;0;257;53
9147;0.5;0.07;257;50
9151;;0;257;51
9156;2;0.17;257;62
9162;16000;2500;257;65
9166;;15;257;76
9171;500;83;257;63
9172;;2.11;258;31
9178;;1250;258;70
9181;250;5;258;58
9186;14.5;14;258;5
9190;;0;258;46
9195;1;0;258;53
9198;;0.94;258;37
9203;3;0;258;54
9211;0.4;0;258;55
9216;;0.025;258;77
9221;2200;1250;258;66
9227;1.2;0.6;259;52
9232;;0;259;56
9235;250;0;259;58
9240;;0;259;71
9245;1;0.4;259;53
9250;0.5;0.03;259;50
9255;;0;259;72
9262;;0;259;43
9269;;0;259;75
9273;;0;259;68
9278;;0.1;260;69
9281;;2200;260;70
9285;250;33;260;58
9289;500;40;260;60
9293;300;1.1;260;59
9298;4.414;2.86;260;26
9303;3;0.44;260;54
9309;;0.96;260;39
9314;;0.84;260;42
9319;;2.5;260;75
9324;500;121;260;63
9326;;0;261;36
9332;3;0.11;261;49
9336;;0;261;38
9344;300;0;261;59
9347;;0;261;35
9353;3;0.2;261;54
9358;;0;261;39
9364;;0;261;42
9367;3000;0;261;74
9372;1000;0;261;67
9377;1.2;0.6;262;52
9380;14;12.5;262;4
9386;250;33;262;58
9389;500;40;262;60
9391;;0.25;262;46
9396;;0.8;262;34
9401;2000;155;262;61
6259;2000;40;164;61
6264;0.38;0.19;164;51
6269;66000;3930;164;65
6273;100;0;165;9
6279;25;0;165;56
6287;4.414;1.99;165;21
6292;78;0;165;10
6297;5;0;165;62
6302;500;0;165;63
6304;;0;166;52
6311;100;0;166;1
6314;500;50;166;60
6320;;0;166;64
6325;0.4;0.14;166;55
6332;;54;166;13
6335;0.56;0.28;167;48
6339;10.5;9.45;167;2
6343;100;20;167;11
6347;;0.637;167;53
6351;;0.091;167;54
6357;5;0;167;62
6362;500;0;167;63
6363;;0;168;52
6368;25;0.1;168;56
6373;100;20;168;11
6378;0.6;0.18;168;50
6383;4.414;1.19;168;28
6388;;53.6;168;13
6394;0.54;0.27;169;48
6399;40;0;169;58
6405;50;0;169;59
6410;;0;169;64
6416;;0;169;62
6420;30000;0;169;67
6423;100;0;170;9
6428;25;0.1;170;56
6436;500;50;170;60
6441;;0.091;170;54
6446;0.4;0.14;170;55
6457;100;0;171;4
6462;4.414;2.9;171;20
6466;;0.6;171;53
6470;1000;0;171;61
6475;100;6.5;171;3
6480;;0;171;66
6483;100;0;172;9
6488;10;0.1;172;56
6493;100;0;172;5
6498;4.414;2.4;172;27
6503;25;0;172;10
6508;100;65.7;172;14
6517;0.58;0.29;173;48
6522;100;0;173;1
6527;;0.6;173;53
6530;1000;0;173;61
6534;0.4;0.2;173;51
6539;;0;173;65
6544;;0;174;52
6551;4.414;0;174;20
6553;500;45;174;60
6558;4.414;0;174;27
6566;;0.16;174;55
6570;;7;174;67
6576;100;0;175;4
6579;25;0;175;58
6583;100;0;175;1
6587;;0.65;175;53
6592;;0.13;175;54
6595;100;3;175;3
6600;;0;175;66
6606;;0;176;52
6609;11.35;10.35;176;2
6614;100;20;176;11
6619;;0.12;176;50
6624;0.402;0.201;176;51
6629;;4460;176;65
6633;100;25;177;9
6638;10;0;177;56
6643;100;0;177;5
6648;4.414;0;177;27
6657;2;0;177;62
6662;750;0;177;63
6665;0.58;0.29;178;48
6669;11.4;10.4;178;2
6673;100;0;178;5
6677;;0.65;178;53
6683;;0.135;178;54
6688;100;50.6;178;14
6692;750;26;178;63
6696;100;0;179;4
6701;4.414;0;179;20
6705;500;0;179;60
6710;1000;0;179;61
6715;100;3.07;179;3
6719;;0;179;66
6726;;0;180;49
6731;4.414;0;180;20
6734;100;20;180;11
6741;10;0.5;180;64
6744;0.41;0.205;180;51
6751;;7;180;67
6753;;0;181;52
6758;10;0;181;56
6763;100;0;181;5
6768;4.414;0;181;27
6773;78;30;181;10
6778;100;52.1;181;14
6784;0.59;0.295;182;48
6790;25;7.9;182;58
6793;100;0;182;5
6353;4.414;1.19;167;28
6358;;53.6;167;13
6364;0.56;0.28;168;48
6372;100;0;168;5
6377;4.414;1.97;168;21
6382;78;0;168;10
6386;5;0.1;168;62
6390;30000;13.5;168;67
6395;;0;169;52
6400;10.3;9.27;169;2
6404;500;0;169;60
6409;2000;0;169;61
6414;0.36;0.18;169;51
6419;66000;0;169;65
6426;100;0;170;4
6432;100;0;170;5
6437;4.414;1.97;170;21
6438;0.6;0.18;170;50
6439;2000;40;170;61
6440;;0;170;64
6445;100;2.78;170;3
6450;25000;0;170;66
6456;;0.5;171;49
6461;100;0;171;1
6465;500;0;171;60
6472;;0.13;171;54
6477;2;0;171;62
6482;750;0;171;63
6487;;0.5;172;49
6492;100;0;172;1
6497;;0.6;172;53
6499;10;0.5;172;64
6507;0.68;0.34;172;51
6512;750;27;172;63
6514;;0;173;52
6520;25;0;173;58
6524;100;20;173;11
6531;10;0;173;64
6535;100;3;173;3
6541;;0;173;67
6547;;0;174;49
6549;11.3;10.3;174;2
6555;;0.6;174;53
6559;;0.12;174;50
6565;100;3;174;3
6569;;900;174;66
8976;250;7.3;254;58
8981;;0.18;254;71
8986;;0.77;254;35
8992;250;5;254;61
8997;;10;254;73
9002;;0.45;254;42
9006;;0.022;254;77
9011;;0;254;68
9013;;0;255;31
9018;2;0;255;4
9023;;0;255;57
9028;3.75;3.5;255;6
9033;300;0;255;59
9038;;0;255;35
9043;100;0;255;64
9048;;0;255;39
9053;;0;255;44
9060;;0;255;76
9065;500;0;255;63
9067;;0;256;36
9072;;0;256;70
9079;100;0;256;1
9082;500;0;256;60
9086;300;0;256;59
9095;2000;0;256;61
9100;;0;256;51
9105;;0;256;43
9112;;0;256;76
9117;;0;256;68
9120;;0;257;36
9124;2;0;257;4
9132;100;0;257;1
9137;;0;257;46
9140;;125;257;79
9145;4.414;0;257;24
9152;3;0;257;54
9157;;0;257;47
9161;;1.3;257;45
9167;;250;257;78
9174;;0.8;258;52
9177;1.5;0;258;4
9183;;0.42;258;57
9185;100;0;258;1
9189;;5;258;71
9196;;2.5;258;34
9200;2000;42;258;61
9205;;0;258;51
9208;;0;258;47
9213;;1.13;258;42
9219;;25;258;75
9224;500;83;258;63
9225;;0;259;36
9230;7;6;259;4
9237;100;0;259;1
9242;;0;259;33
9247;;0;259;35
9252;;0;259;64
9257;;0;259;73
9261;;0;259;47
9266;16000;0;259;65
9270;4000;0;259;66
9276;;0;260;36
9280;7;6;260;4
9284;18;17;260;2
9288;;0;260;5
9292;;0.36;260;32
9297;;0.78;260;35
6593;78;30;175;10
6598;100;50.55;175;14
6607;;0;176;49
6612;100;0;176;1
6617;;0.65;176;53
6622;;0.13;176;54
6627;2;0.16;176;62
6632;750;26;176;63
6636;100;0;177;4
6642;100;0;177;1
6645;100;20;177;11
6651;10;0;177;64
6654;0.406;0.203;177;51
6661;;0;177;66
8993;;0;254;64
8996;1.6;0.8;254;51
9001;;0.2;254;44
9007;;2.2;254;75
9015;;0.8;255;52
9020;3;0;255;49
9024;250;0;255;58
9029;500;0;255;60
9037;;0;255;34
9040;;0;255;37
9044;3;0;255;54
9049;0.4;0;255;55
9054;;0;255;42
9058;;0;255;77
9063;1000;0;255;67
9070;2.5;2;256;48
9075;50;49;256;2
9080;14.5;14;256;5
9083;;0;256;71
9088;1;0;256;53
9092;4.414;0;256;24
9096;100;0;256;64
9101;;0;256;39
9107;;0;256;42
9109;16000;0;256;65
9111;;0;256;77
9116;1000;0;256;67
9123;2.5;2;257;48
9128;40;39;257;2
9133;7.5;7;257;5
9138;;0.71;257;32
9143;;1.99;257;34
9148;2000;42;257;61
9153;;40;257;73
9158;;1.26;257;43
9163;3000;15;257;74
9168;2200;1250;257;66
9173;;0;258;36
9176;2.5;2;258;48
9180;25;0.84;258;56
9184;;0.34;258;38
9188;500;50;258;60
9193;;200;258;79
9199;0.5;0.07;258;50
9206;;50;258;73
9209;2;0.17;258;62
9215;3000;20;258;74
9220;;333;258;78
9228;;0;259;69
9233;3;0.11;259;49
9238;;0;259;5
9243;300;0;259;59
9249;;0;259;37
9254;13;10;259;10
9259;;0;259;55
9264;;0;259;42
9268;;0;259;77
9272;1000;0;259;67
9277;1.2;0.6;260;52
9282;3;0.11;260;49
9286;;0.27;260;38
9290;;0.7;260;71
9294;;0.98;260;33
9299;;0.38;260;37
9304;13;10;260;10
9308;;0;260;55
9313;;0.22;260;44
9318;;0.022;260;77
9323;;1;260;68
9325;;0;261;31
9330;14;12.5;261;4
9335;250;0;261;58
9340;;0;261;71
9345;1;0.4;261;53
9350;0.5;0.03;261;50
9355;;0;261;72
9360;3;0;261;62
9365;;0;261;45
9370;;0;261;76
9375;;0.6;262;31
9379;2.4;1.2;262;48
9384;;0.25;262;38
9387;100;0;262;1
9393;300;0.88;262;59
9399;4.414;2.3;262;26
9402;3;0.44;262;54
9406;;0;262;51
9411;;0.25;262;47
9416;16000;8820;262;65
9421;2500;2200;262;66
9427;;0;263;52
9432;25;0;263;58
9436;500;0;263;60
9443;10;0;263;64
9447;100;3.85;263;3
9450;;0;263;65
9455;100;0;264;9
9460;10;0.1;264;56
6679;;0.125;178;50
6684;0.406;0.203;178;51
6689;;4460;178;65
6693;100;25;179;9
6700;11.6;10.6;179;2
6706;50;0;179;59
6711;10;0;179;64
6716;;0;179;55
6720;;0;179;67
6723;100;25;180;9
6728;10;0.12;180;56
6733;100;0;180;5
6738;4.414;0;180;27
6747;2;0.16;180;62
6752;750;27;180;63
6756;100;0;181;4
6760;25;0;181;58
6765;500;0;181;60
6770;1000;0;181;61
6775;100;3.1;181;3
6780;;0;181;66
6786;100;0;182;4
6789;11.7;10.7;182;2
6792;100;20;182;11
6802;;0.14;182;54
6807;2;0.16;182;62
6811;;7;182;67
6814;100;0;183;4
6821;11.8;10.8;183;2
6826;500;0;183;60
6829;1000;0;183;61
6833;78;30;183;10
6838;100;52.2;183;14
6847;;0;184;49
6852;100;0;184;1
6857;;0.7;184;53
6861;10;0.5;184;64
6862;78;30;184;10
6866;;0.17;184;55
6873;100;25;185;9
6878;10;0;185;56
6883;100;0;185;5
6888;4.414;0;185;27
6893;78;30;185;10
6901;;0;185;67
6905;0.6;0.3;186;48
6911;4.414;0;186;20
6914;100;20;186;11
6918;4.414;0;186;27
6926;2;0.17;186;62
6930;;900;186;66
6937;0.62;0.31;187;48
6941;100;0;187;1
6944;100;20;187;11
6952;;0.145;187;54
6957;;0;187;62
6962;750;0;187;63
6966;100;0;188;4
6971;4.414;0;188;20
6975;500;45;188;60
6982;;0.145;188;54
6986;;0.17;188;55
6989;;4460;188;65
6994;;0;189;52
7000;25;0;189;58
7006;50;0;189;59
7010;1000;0;189;61
7015;100;3.36;189;3
7019;;0;189;66
7026;;0;190;52
7032;100;0;190;1
7035;500;46;190;60
7040;1000;35;190;61
7044;0.446;0.223;190;51
7049;;4460;190;65
7053;100;25;191;9
7058;10;0;191;56
7066;50;0;191;59
7071;10;0;191;64
7075;;0;191;55
7080;;0;191;66
7084;;0;192;52
7089;12.7;11.7;192;2
7094;100;20;192;11
7099;;0.14;192;50
7104;0.434;0.217;192;51
7108;;4460;192;65
7115;0.62;0.32;193;48
7118;12.8;11.8;193;2
7123;100;0;193;5
7128;4.414;0;193;27
7131;10;0;193;64
7136;2;0;193;62
7140;;0;193;66
7144;;0;194;52
7150;25;8.6;194;58
7154;100;20;194;11
7159;1000;35;194;61
7164;0.45;0.225;194;51
7168;100;55.1;194;14
7177;;0;195;49
7179;100;0;195;1
7186;50;0;195;59
7192;;0.15;195;54
7197;2;0;195;62
7199;750;0;195;63
7206;;0;196;52
7210;4.414;0;196;20
7214;500;48;196;60
7219;;0.145;196;50
6772;;0.14;181;54
6777;2;0;181;62
6782;750;0;181;63
6785;;0;182;52
6788;10;0.13;182;56
6794;100;0;182;1
6795;500;45;182;60
6797;;0.65;182;53
6799;;0.13;182;50
6804;0.418;0.209;182;51
6809;;4460;182;65
6813;100;25;183;9
6818;10;0;183;56
6823;100;0;183;5
6832;;0.14;183;54
6835;100;3.13;183;3
6840;;0;183;66
6845;100;0;184;4
6850;25;8;184;58
6854;100;20;184;11
6860;1000;35;184;61
6865;100;3.13;184;3
6867;2;0.16;184;62
6871;;7;184;67
6875;0.6;0.3;185;48
6879;12.4;11.4;185;2
6886;50;0;185;59
6891;10;0;185;64
6896;;0;185;55
6900;;0;185;66
6904;;0;186;52
6912;100;0;186;1
6915;500;45;186;60
6919;;0.135;186;50
6923;78;30;186;10
6931;750;28;186;63
6933;100;25;187;9
6938;10;0;187;56
6943;100;0;187;5
6948;4.414;0;187;27
6953;78;30;187;10
6958;100;53.6;187;14
6967;;0;188;49
6972;100;0;188;1
6977;;0.7;188;53
6979;;0.135;188;50
6983;78;30;188;10
6991;;7;188;67
6995;0.64;0.32;189;48
7001;4.414;0;189;20
7005;500;0;189;60
7012;;0.15;189;54
7017;;0;189;55
7022;750;0;189;63
7024;100;0;190;4
7031;4.414;0;190;20
7034;100;20;190;11
7039;;0.14;190;50
7047;2;0.17;190;62
7052;750;28;190;63
7056;100;0;191;4
7060;25;0;191;58
7065;100;20;191;11
7069;;0.14;191;50
7073;78;30;191;10
7078;100;55;191;14
7087;;0;192;49
7092;100;0;192;1
7096;50;0.5;192;59
7102;;0.15;192;54
7107;;0.18;192;55
7111;;7;192;67
9052;;0;255;43
9057;3000;0;255;74
9062;2200;0;255;66
9068;;0.8;256;52
9073;3;0;256;49
9077;250;0;256;58
9085;;0;256;32
9089;;0;256;34
9093;;0;256;37
9097;3;0;256;54
9102;0.4;0;256;55
9106;;0;256;44
9108;;0;256;45
9110;3000;0;256;74
9115;2200;0;256;66
9121;;0.15;257;69
9126;3;0;257;49
9130;250;5;257;58
9135;500;50;257;60
9139;300;5;257;59
9144;;2.31;257;35
9149;100;0;257;64
9154;;1.13;257;39
9159;;0.23;257;44
9164;;0.0125;257;77
9169;1000;190;257;67
10008;0.4;0.18;283;55
10012;25000;1511;283;66
10019;;0.32;284;49
10023;100;0;284;1
10029;2000;17.1;284;61
10031;78;27;284;10
10038;100;70;284;13
10041;33750;27.9;284;67
10045;1.44;0.72;285;48
10049;40;0;285;58
10053;500;0;285;60
10058;5;0;285;64
10063;100;7.6;285;3
6776;;0;181;55
6781;;0;181;67
6783;100;25;182;9
6787;;0;182;49
6791;4.414;0;182;20
6800;1000;35;182;61
6805;100;3.1;182;3
6810;;900;182;66
6817;;0;183;52
6822;4.414;0;183;20
6824;;0.7;183;53
6828;4.414;0;183;27
6837;2;0;183;62
6842;750;0;183;63
6846;0.6;0.3;184;48
6849;11.8;10.8;184;2
6856;50;0.4;184;59
6859;;0.13;184;50
6863;;0.14;184;54
6869;;4460;184;65
6872;750;27;184;63
6876;100;0;185;4
6880;25;0;185;58
6885;500;0;185;60
6890;1000;0;185;61
6895;100;3.31;185;3
6899;;0;185;65
6903;100;25;186;9
6908;10;0.14;186;56
6917;;0.7;186;53
6921;10;0.5;186;64
6924;0.422;0.211;186;51
6928;100;53.5;186;14
6934;100;0;187;4
6942;12.5;11.5;187;2
6947;50;0;187;59
6950;1000;0;187;61
6955;100;3.34;187;3
6960;;0;187;66
6964;;0;188;52
6969;12.5;11.5;188;2
6974;100;20;188;11
6980;1000;35;188;61
6985;100;3.34;188;3
6990;;900;188;66
6993;100;25;189;9
6998;10;0;189;56
7003;100;0;189;5
7008;4.414;0;189;27
7013;78;30;189;10
7020;100;53.7;189;14
7025;0.64;0.32;190;48
7030;25;8.4;190;58
7036;50;0.5;190;59
7041;10;0.5;190;64
7045;100;3.36;190;3
7050;;900;190;66
7055;;0;191;52
7061;4.414;0;191;20
7064;500;0;191;60
7070;1000;0;191;61
7077;0.434;0.217;191;51
7082;750;0;191;63
7086;100;0;192;4
7091;4.414;0;192;20
7095;500;46;192;60
7101;10;0.5;192;64
7106;2;0.17;192;62
7110;;900;192;66
7113;100;25;193;9
7120;;0;193;49
7124;100;20;193;11
7126;50;0;193;59
7130;1000;0;193;61
7135;100;3.4;193;3
7142;750;0;193;63
7145;0.62;0.32;194;48
7149;4.414;0;194;20
7155;500;48;194;60
7158;;0.145;194;50
7163;78;30;194;10
7169;;4460;194;65
7173;100;25;195;9
7178;10;0;195;56
7185;500;0;195;60
7189;;0.145;195;50
7194;0.466;0.233;195;51
7198;;0;195;65
7207;;0;196;49
7212;100;0;196;1
7213;100;20;196;11
7218;4.414;0;196;27
7226;;0.18;196;55
7231;;7;196;67
9192;300;5;258;59
9197;;2.9;258;35
9202;4.414;0;258;24
9207;;1.42;258;39
9212;;0.29;258;44
9217;16000;2500;258;65
9222;1000;190;258;67
9229;2.4;1.2;259;48
9234;18;17;259;2
9236;;0;259;38
9241;;0;259;46
9246;;0;259;34
9251;2000;0;259;61
9256;;0;259;51
9260;3;0;259;62
9265;;0;259;45
9271;;0;259;76
6796;50;0.4;182;59
6798;4.414;0;182;27
6803;78;30;182;10
6808;100;52.1;182;14
6816;;0;183;49
6819;25;0;183;58
6827;50;0;183;59
6831;10;0;183;64
6834;0.426;0.213;183;51
6839;;0;183;65
6843;100;25;184;9
6848;10;0.13;184;56
6853;100;0;184;5
6870;;900;184;66
6874;;0;185;52
6881;4.414;0;185;20
6884;100;20;185;11
6889;;0.135;185;50
6894;0.422;0.211;185;51
6898;100;53.5;185;14
6907;;0;186;49
6909;12.4;11.4;186;2
6913;100;0;186;5
6922;;0.145;186;54
6927;;0.17;186;55
6932;;7;186;67
6936;;0;187;52
6940;4.414;0;187;20
6946;500;0;187;60
6951;10;0;187;64
6956;;0;187;55
6961;;0;187;67
6965;0.62;0.31;188;48
6970;25;8.3;188;58
6976;50;0.45;188;59
6981;10;0.5;188;64
6984;0.444;0.222;188;51
6988;100;53.6;188;14
6997;;0;189;49
6999;12.6;11.6;189;2
7007;;0.7;189;53
7011;10;0;189;64
7016;2;0;189;62
7021;;0;189;67
7023;100;25;190;9
7028;10;0.15;190;56
7033;100;0;190;5
7038;4.414;0;190;27
7043;78;30;190;10
7048;100;53.7;190;14
7057;;0;191;49
7062;100;0;191;1
7067;;0.75;191;53
7072;;0.15;191;54
7076;2;0;191;62
7079;;0;191;65
7083;100;25;192;9
7088;10;0.15;192;56
7093;100;0;192;5
7098;4.414;0;192;27
7103;78;30;192;10
7109;100;55;192;14
7116;100;0;193;4
7119;25;0;193;58
7122;100;0;193;1
7127;;0.75;193;53
7132;;0.15;193;54
7137;;0;193;55
7141;;0;193;67
7146;100;0;194;4
7148;12.8;11.8;194;2
7153;100;0;194;5
7161;4.414;0;194;27
7167;2;0.17;194;62
7172;750;29;194;63
7176;100;0;195;4
7182;4.414;0;195;20
7187;;0.75;195;53
7191;10;0;195;64
7196;;0;195;55
7200;;0;195;67
7203;100;25;196;9
7208;10;0.155;196;56
7217;100;0;196;5
7222;;0.15;196;54
7227;2;0.17;196;62
7232;750;29;196;63
7234;100;0;197;4
7238;10;0;197;56
7243;100;0;197;5
7246;50;0;197;59
7250;1000;0;197;61
7255;100;3.63;197;3
7260;;0;197;66
7264;;0;198;52
7269;4.414;0;198;20
7274;100;20;198;11
7278;4.414;0;198;27
7285;100;3.63;198;3
7289;;4460;198;65
7295;100;25;199;9
